candidate_index,retention_floor,retention_ceiling,bias,surprise_weight,entropy_weight,disagreement_weight,fast_retention,slow_retention,evidence_weight_floor,epsilon,natural_accuracy,natural_accuracy_loss,hidden_accuracy,post_switch_accuracy,reachability_auc,reachability_recall,false_alarms_per_1000,median_delay,mean_retention,eligible,selected
0,0.0,0.93,0.5,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7527701485823713,0.006940953752195389,0.7321428571428571,0.717896174863388,0.49346858450350883,0.28688524590163933,19.091721504590137,5.0,0.3563825217055748,True,False
1,0.0,0.93,0.5,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7557703627119714,0.003940739622595335,0.7312925170068028,0.7172131147540983,0.8230430975226222,0.0,0.0,,0.3594153885648529,False,False
2,0.0,0.93,0.5,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7545968051709326,0.005114297163634096,0.7329931972789115,0.7192622950819673,0.7462883723182592,0.0,7.149240393208221,,0.3544976137695504,False,False
3,0.0,0.93,0.5,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7535937187511796,0.006117383583387093,0.7332766439909296,0.7199453551912568,0.698532566951885,0.00819672131147541,6.6617921845803885,0.0,0.35408836545439054,False,False
4,0.0,0.93,0.25,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7543626776705092,0.005348424664057494,0.7307256235827664,0.7131147540983606,0.49346858450350883,0.5081967213114754,32.74027134616947,2.5,0.4096108436589908,True,False
5,0.0,0.93,0.25,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7575713682018868,0.0021397341326799824,0.7335600907029479,0.7185792349726775,0.8230430975226222,0.10655737704918032,31.92785766512308,0.0,0.4131585474021504,True,False
6,0.0,0.93,0.25,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7561982790938352,0.003512823240731544,0.7324263038548752,0.7172131147540983,0.7462883723182592,0.05737704918032787,26.647168738321554,0.0,0.40903740712360204,False,False
7,0.0,0.93,0.25,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7560919865768284,0.0036191157577383226,0.7329931972789115,0.717896174863388,0.698532566951885,0.07377049180327869,23.96620359086847,0.0,0.4087849683155865,False,False
8,0.0,0.93,-0.0,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7562266191849885,0.003484483149578277,0.7295918367346939,0.706967213114754,0.49346858450350883,0.6311475409836066,44.03282151271427,2.0,0.4643335981518446,True,False
9,0.0,0.93,-0.0,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7592989857335404,0.0004121166010263577,0.7327097505668935,0.7158469945355189,0.8230430975226222,0.23770491803278687,15.435859939881388,0.0,0.46805377677283216,True,False
10,0.0,0.93,-0.0,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7573786342596175,0.0023324680749492455,0.7346938775510204,0.717896174863388,0.7462883723182592,0.2540983606557377,35.989926070355025,0.0,0.4651311599013064,True,False
11,0.0,0.93,-0.0,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7574849267766243,0.002226175557942467,0.7344104308390024,0.717896174863388,0.698532566951885,0.3524590163934426,35.50247786172719,0.0,0.46506134224606077,True,False
12,0.0,0.93,-0.25,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.758919150563605,0.0007919517709616963,0.7287414965986394,0.6987704918032787,0.49346858450350883,0.5081967213114754,37.12730522381997,2.5,0.5191149101089486,True,False
13,0.0,0.93,-0.25,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7621629163935237,-0.0024518140589570026,0.7329931972789115,0.7110655737704917,0.8230430975226222,0.3442622950819672,5.7681371354293605,0.0,0.5226285794863498,True,False
14,0.0,0.93,-0.25,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7610259801375399,-0.0013148778029731245,0.7329931972789115,0.712431693989071,0.7462883723182592,0.7131147540983607,20.635307498578275,1.0,0.5212094998653656,True,False
15,0.0,0.93,-0.25,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7593111275298301,0.0003999748047366358,0.7304421768707483,0.7076502732240437,0.698532566951885,0.7295081967213115,27.540823787472583,1.0,0.5213309776340825,True,False
16,0.0,0.93,-0.5,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7626192490240418,-0.002908146689475033,0.7267573696145125,0.6939890710382514,0.49346858450350883,0.3360655737704918,26.647168738321554,1.0,0.5725092967511992,True,False
17,0.0,0.93,-0.5,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7670472925235087,-0.007336190188941938,0.7335600907029478,0.7117486338797814,0.8230430975226222,0.6557377049180327,3.412137460394833,1.0,0.5754772221198088,True,False
18,0.0,0.93,-0.5,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7647395879003329,-0.005028485565766183,0.7295918367346939,0.700136612021858,0.7462883723182592,0.7049180327868853,9.505240068242749,2.0,0.5757067423634151,True,False
19,0.0,0.93,-0.5,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.764301364365305,-0.004590262030738312,0.7281746031746031,0.6939890710382512,0.698532566951885,0.5737704918032787,10.15517101307986,3.0,0.5760088525370379,True,False
20,0.0,0.93,1.0,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7470784767359427,0.012632625598623992,0.727607709750567,0.7131147540983606,0.49346858450350883,0.28688524590163933,19.091721504590137,5.0,0.27816321239710595,False,False
21,0.0,0.93,1.0,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7521175053702043,0.007593596964362459,0.7287414965986394,0.71448087431694,0.8230430975226222,0.0,0.0,,0.2884555120483601,False,False
22,0.0,0.93,1.0,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.7495916802253315,0.010119422109235221,0.7287414965986394,0.7165300546448088,0.7462883723182592,0.0,7.149240393208221,,0.2689120624911176,False,False
23,0.0,0.93,1.0,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.7477794799353794,0.011931622399187325,0.7281746031746031,0.7151639344262294,0.698532566951885,0.00819672131147541,6.6617921845803885,0.0,0.2671283063942835,False,False
24,0.0,0.93,0.5,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.750467671460032,0.00924343087453472,0.7281746031746031,0.7103825136612021,0.49346858450350883,0.5081967213114754,32.74027134616947,2.5,0.36632944007428353,True,False
25,0.0,0.93,0.5,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7563029441656055,0.0034081581689612284,0.7295918367346937,0.7165300546448087,0.8230430975226222,0.10655737704918032,31.92785766512308,0.0,0.3836559391166676,True,False
26,0.0,0.93,0.5,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.7530693423339461,0.006641760000620667,0.7298752834467119,0.7165300546448087,0.7462883723182592,0.05737704918032787,26.647168738321554,0.0,0.3630577172999085,False,False
27,0.0,0.93,0.5,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.7520238104848428,0.007687291849723943,0.729875283446712,0.7165300546448087,0.698532566951885,0.07377049180327869,23.96620359086847,0.0,0.36170949079611064,False,False
28,0.0,0.93,-0.0,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7542073453248676,0.005503757009699184,0.7253401360544217,0.7008196721311475,0.49346858450350883,0.6311475409836066,44.03282151271427,2.0,0.4622333039427107,True,False
29,0.0,0.93,-0.0,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7617076075243779,-0.001996505189811204,0.7310090702947846,0.7158469945355193,0.8230430975226222,0.23770491803278687,15.435859939881388,0.0,0.4824266435856363,True,False
30,0.0,0.93,-0.0,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.7579591490766714,0.0017519532578953445,0.7307256235827664,0.71448087431694,0.7462883723182592,0.2540983606557377,35.989926070355025,0.0,0.46594391758071774,True,False
31,0.0,0.93,-0.0,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.7564072067509195,0.0033038955836471873,0.7304421768707483,0.7137978142076502,0.698532566951885,0.3524590163934426,35.50247786172719,0.0,0.46538450539667275,True,False
32,0.0,0.93,-0.5,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7597271860784125,-1.6083743845762832e-05,0.723922902494331,0.6898907103825137,0.49346858450350883,0.5081967213114754,37.12730522381997,2.5,0.5586389519922188,True,False
33,0.0,0.93,-0.5,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7674692656300107,-0.007758163295443987,0.7290249433106575,0.7062841530054644,0.8230430975226222,0.3442622950819672,5.7681371354293605,0.0,0.5759816803643035,True,False
34,0.0,0.93,-0.5,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.763552089245421,-0.003840986910854216,0.7287414965986394,0.703551912568306,0.7462883723182592,0.7131147540983607,20.635307498578275,1.0,0.5684566549266047,True,False
35,0.0,0.93,-0.5,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.7618692341057938,-0.0021581317712270343,0.7253401360544217,0.6960382513661202,0.698532566951885,0.7295081967213115,27.540823787472583,1.0,0.5689288161779986,True,False
36,0.0,0.93,-1.0,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7647455551995335,-0.005034452864966732,0.7162698412698413,0.6659836065573772,0.49346858450350883,0.3360655737704918,26.647168738321554,1.0,0.6481779145092238,True,False
