seed,run_path,run_status,condition_failures,condition_invalid
3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke,complete,0,0
3301,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3301/20260723T170901.117685Z_smoke,complete,0,0
3302,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3302/20260723T170932.766077Z_smoke,complete,0,0
