candidate_type,temperature,natural_current_frame_accuracy,eligible,retention,hidden_switch_accuracy,window_frames,hazard,prior_concentration,alarm_threshold,min_run_frames,max_run_length,natural_accuracy,natural_accuracy_loss,natural_false_alarms_per_1000,post_switch_accuracy,mean_detection_delay,selected
temperature,1.0,0.950078125,True,,,,,,,,,,,,,,True
temperature,2.0,0.950078125,True,,,,,,,,,,,,,,False
temperature,5.0,0.950078125,True,,,,,,,,,,,,,,False
temperature,10.0,0.950078125,True,,,,,,,,,,,,,,False
temperature,20.0,0.950078125,True,,,,,,,,,,,,,,False
fixed_forgetting,,,True,0.0,0.9540625,,,,,,,,,,,,True
fixed_forgetting,,,True,0.5,0.9445833333333333,,,,,,,,,,,,False
fixed_forgetting,,,True,0.7,0.9216666666666666,,,,,,,,,,,,False
fixed_forgetting,,,True,0.85,0.8635416666666667,,,,,,,,,,,,False
fixed_forgetting,,,True,0.93,0.7473958333333334,,,,,,,,,,,,False
fixed_forgetting,,,True,0.97,0.5864583333333333,,,,,,,,,,,,False
fixed_forgetting,,,True,0.99,0.4571875,,,,,,,,,,,,False
fixed_forgetting,,,True,1.0,0.39479166666666665,,,,,,,,,,,,False
sliding_window,,,True,,0.9436458333333333,2.0,,,,,,,,,,,True
sliding_window,,,True,,0.9205208333333333,4.0,,,,,,,,,,,False
sliding_window,,,True,,0.8763541666666667,8.0,,,,,,,,,,,False
sliding_window,,,True,,0.781875,16.0,,,,,,,,,,,False
sliding_window,,,True,,0.5814583333333333,32.0,,,,,,,,,,,False
sliding_window,,,True,,0.37833333333333335,64.0,,,,,,,,,,,False
bocpd_change_reset,,,True,,0.39479166666666665,,0.0078125,0.1,0.2,2.0,128.0,0.983125,0.0,0.0,0.19775,,True
bocpd_change_reset,,,True,,0.39479166666666665,,0.0078125,0.1,0.2,4.0,128.0,0.983125,0.0,0.0,0.19775,,False
bocpd_change_reset,,,True,,0.39479166666666665,,0.0078125,0.1,0.2,8.0,128.0,0.983125,0.0,0.0,0.19775,,False
bocpd_change_reset,,,True,,0.39479166666666665,,0.0078125,0.1,0.4,2.0,128.0,0.983125,0.0,0.0,0.19775,,False
