seed,method,mean_nll,latent_mse,late_nll,mean_q_bias,mean_r_bias,mean_q_absolute_log_error,mean_r_absolute_log_error,mean_implied_gamma0_bias,mean_implied_gamma1_bias,mean_direct_gamma0_estimate,mean_direct_gamma1_estimate,mean_direct_gamma0_absolute_error,mean_direct_gamma1_absolute_error,mean_q_clipping_fraction,mean_r_clipping_fraction,mean_parameter_saturation_fraction,invalid_rows,parameter_update_l1,parameter_update_count,transition_nll_1,transition_nll_4,transition_nll_8,transition_nll_16,parameter_update_l2
41000,autocov_factorized,0.15594013488169575,0.01868689759249079,0.12964984400415783,-0.0028745996561240546,0.001730241259509088,0.9340508025125299,0.4088546042810268,0.0005858828628941229,-0.001730241259509088,0.09043768018134754,-0.030176459259554988,0.019680863804980644,0.009862075882764696,0.0633544921875,0.0,0.0633544921875,0,8.786078682253747,8184,0.3062026879908159,0.17297404465070712,0.19837870790185969,0.31410664382671066,0.14061617012147423
41000,current_online_em,0.13625869991657524,0.017796344355633886,0.09812281440933061,-0.004835202439050867,0.002928895788592596,0.9561414986235203,0.5965956885612718,0.00102258913813433,-0.002928895788592596,,,,,0.0,0.0,0.0,0,11.340543649187525,8188,0.2211372777594423,0.1719870500838577,0.17077317794198607,0.2755134664678121,0.19238332109866862
41000,dynamic_qr_oracle,0.08544260700009788,0.012767487855886987,0.06417786368214387,0.0,5.204170427930421e-18,0.0,1.1102230246251565e-16,3.9898639947466563e-17,-5.204170427930421e-18,,,,,0.0,0.0,0.0,0,1.82,28,0.182986208305119,0.02791466277393398,0.06301712493563645,0.11935143123864249,0.2938483877784597
41000,generator_supported_seen_regime_imm,0.10051867486139116,0.013614331965353764,0.06601164587439409,0.00025979510050587684,0.0007880624866634439,0.4074512994059618,0.17010092947110755,0.0018359200738327667,-0.0007880624866634439,,,,,0.0,0.0,0.0,0,15.85475173259965,8188,0.2462574116872011,0.20388240737593305,0.19424621512635984,0.2453006008322832,0.27892512643385353
41000,h_plus_total_variance,0.14909965627469465,0.019259643888568247,0.12248224451392242,-0.010402929508177259,0.005645605737734111,1.1907064187897158,0.5392145436721365,0.000888281967290969,-0.005645605737734111,0.09089937740243849,,0.008754058537157324,,0.0,0.0,0.0,0,9.38671130794353,8184,0.19979203875740395,0.1457006153535752,0.15216718132254486,0.2522476363809265,0.11445424459460897
41000,selected_fixed_jump,0.1599010198345779,0.018446585014710106,0.13446080922038878,0.006874999999999999,0.00031250000000000114,1.213007565979904,0.5169133964819483,0.007499999999999991,-0.00031250000000000114,,,,,0.0,0.0,0.0,0,0.0,0,0.16143533292794882,0.09915852056811755,0.11771327578011515,0.18469641097440578,0.0
41001,autocov_factorized,0.14155139433153646,0.017679220739916096,0.13286981121622332,3.9935349885491514e-05,-0.0018668367209919942,0.9247391019423281,0.5129326586685152,-0.003693738092098493,0.0018668367209919942,0.08598000849072542,-0.026475322399661227,0.019148145125203016,0.012021806868088354,0.025146484375,0.027587890625,0.052734375,0,8.44200966879693,8184,-0.09013816634535661,0.2831447874941441,0.19789392635718497,0.27116498228004526,0.1215388971340203
41001,current_online_em,0.13564316659269054,0.018678246280761458,0.16678323602530204,-0.0027074100756203814,0.001979547598648462,1.068965983819838,0.6609440100320431,0.0012516851216765467,-0.001979547598648462,,,,,0.0,0.0,0.0,0,18.614385537892975,8188,-0.008089388563541964,0.31362860721776853,0.19953227810873914,0.2365301681747695,0.225938344375145
41001,dynamic_qr_oracle,0.08567569376259968,0.013091934865694061,0.10021727222212139,0.0,5.204170427930421e-18,0.0,1.1102230246251565e-16,3.9898639947466563e-17,-5.204170427930421e-18,,,,,0.0,0.0,0.0,0,1.9225,28,-0.11878113143446031,0.062331305071655865,0.05852009815425153,0.11202634523689338,0.3031243556694183
41001,generator_supported_seen_regime_imm,0.10090975216699678,0.01442064246792936,0.10279455993516812,2.7785695339060533e-05,-0.00039945626746084944,0.435136992377515,0.15527973070333814,-0.0007711268395826352,0.00039945626746084944,,,,,0.0,0.0,0.0,0,16.354695535796758,8188,-0.06932348834116861,0.23045809343554305,0.17839795430210123,0.23718461189076018,0.2970996493632937
41001,h_plus_total_variance,0.14262508149656455,0.019178179311650938,0.17737211425191554,0.011250076391853265,-0.006249961804073367,1.185737607507778,0.5441833549540745,-0.0012498472162934663,0.006249961804073367,0.08877670449561255,,0.009462804668427619,,0.0,0.0,0.0,0,10.983074949368609,8184,-0.04801708082819574,0.28039684570323764,0.19816064191895494,0.23175161532826352,0.13892139267266862
41001,selected_fixed_jump,0.16101746101647868,0.018629293538662002,0.19612009789755327,0.006874999999999999,0.00031250000000000114,1.213007565979904,0.5169133964819483,0.007499999999999991,-0.00031250000000000114,,,,,0.0,0.0,0.0,0,0.0,0,-0.037285488000323,0.17578255464529988,0.14280379400408671,0.188712674412609,0.0
41002,autocov_factorized,0.15745980181915747,0.019412808665284127,0.12620668163318702,0.00010922380656437283,-0.0017203147139335147,0.8521184487265627,0.47569544835058797,-0.0033314056213026534,0.0017203147139335147,0.08638154707695184,-0.026717475863164676,0.02062282177792301,0.012318902295065586,0.06591796875,0.0015869140625,0.0675048828125,0,8.400353431550222,8184,0.0963603024682881,0.3438868534223346,0.2858750505857613,0.3328241593559899,0.12817609134482402
41002,current_online_em,0.12607422746203586,0.01819125978810202,0.12937690165764026,-0.005551473763572876,0.0028414177975021808,0.9272741649170908,0.6316662563908151,0.00013136183143148614,-0.0028414177975021808,,,,,0.0,0.0,0.0,0,11.079596638510774,8188,-0.020486636079928313,0.28617955728367356,0.24535082229458907,0.2328977845510988,0.20455834789365623
41002,dynamic_qr_oracle,0.07898191572720108,0.012740394480131381,0.07826810605919997,0.0,5.204170427930421e-18,0.0,1.1102230246251565e-16,3.9898639947466563e-17,-5.204170427930421e-18,,,,,0.0,0.0,0.0,0,1.72,28,-0.014109874573151816,0.19545573569095573,0.1279520286523144,0.11289720104304646,0.26896793489187515
41002,generator_supported_seen_regime_imm,0.0931097531761835,0.01393113269884864,0.08205811822591065,0.00047498455235792206,-0.00011301041340671113,0.3994557247486977,0.18548624275106324,0.00024896372554450213,0.00011301041340671113,,,,,0.0,0.0,0.0,0,16.56644279753387,8188,-0.012096445959297153,0.31102891907428604,0.24738854927451515,0.2207237789511147,0.2920435343092991
41002,h_plus_total_variance,0.1371546453921882,0.01907571017346384,0.13527589561879338,0.010653941578904792,-0.006548029210547604,1.1516969898087563,0.5786693011586874,-0.0024421168421904123,0.006548029210547604,0.08758361379395073,,0.01064556642700466,,0.0,0.0,0.0,0,10.885082860277265,8184,-0.031838453690252295,0.2800302811664184,0.20546330980917119,0.2098708619818717,0.13853933233725058
41002,selected_fixed_jump,0.1552591915600744,0.01853737530375701,0.16014510385694183,0.006874999999999999,0.00031250000000000114,1.213007565979904,0.5169133964819483,0.007499999999999991,-0.00031250000000000114,,,,,0.0,0.0,0.0,0,0.0,0,0.026487814438976076,0.24630317636836135,0.19316597897473956,0.1890974224008812,0.0
41003,autocov_factorized,0.1392372516512995,0.018689144131259515,0.08095487903078538,-0.0007572752645407959,0.0009658733086900987,0.6408912439950235,0.26824361159121146,0.0011744713528394058,-0.0009658733086900987,0.0900447913580548,-0.02938542227630515,0.010335856117160569,0.006870889297471386,0.1143798828125,0.008056640625,0.1224365234375,0,28.17661946148113,8184,0.12214496236565743,0.21622722676764777,0.24374248668247875,0.3186982447765313,0.3837596683921082
41003,current_online_em,0.1343753770743732,0.01806950296506679,0.10112081468850918,-0.005384148377482099,0.0029634548659954467,1.0413763083314873,0.5770092599890221,0.0005427613545087968,-0.0029634548659954467,,,,,0.0,0.0,0.0,0,10.985119395046183,8188,-0.009169536757500988,0.10398004753933332,0.13816496315048069,0.15970148172227813,0.19988772354784357
41003,dynamic_qr_oracle,0.07770152734199398,0.012658003712772798,0.045650376165493084,0.0,5.204170427930421e-18,0.0,1.1102230246251565e-16,3.9898639947466563e-17,-5.204170427930421e-18,,,,,0.0,0.0,0.0,0,1.8575000000000002,28,0.027230028998775,0.019219810853890955,0.04335486903888767,0.044007505328656674,0.2942150573984955
41003,generator_supported_seen_regime_imm,0.09306611428418522,0.014143494814694573,0.04894276712592968,6.711812811417479e-05,-0.0004016123857145356,0.4399450525083292,0.16494985860335054,-0.0007361066433148942,0.0004016123857145356,,,,,0.0,0.0,0.0,0,15.802157273152105,8188,0.03187825948191249,0.11643797276631256,0.15475377098274312,0.14988024891950955,0.2944367609036481
41003,h_plus_total_variance,0.14533786202460292,0.019046460528307538,0.11183825794292954,0.011916020151148243,-0.005916989924425878,1.2336726414949823,0.49650879670561776,8.204030229649125e-05,0.005916989924425878,0.09010078729023113,,0.010283428935686187,,0.0,0.0,0.0,0,11.163249851290367,8184,0.020771745088464987,0.09371148504255704,0.1220828324156542,0.14013719072083608,0.14656931724950886
41003,selected_fixed_jump,0.15934879974603508,0.018339735522622302,0.14369534784339216,0.006874999999999999,0.00031250000000000114,1.213007565979904,0.5169133964819483,0.007499999999999991,-0.00031250000000000114,,,,,0.0,0.0,0.0,0,0.0,0,0.010883630969130509,0.08612394298991033,0.10090472648256014,0.11287227670077268,0.0
41004,autocov_factorized,0.1762273863190356,0.020588420154894857,0.12840489461327736,-0.002642891745927364,0.0006533083806168714,1.0035840154542781,0.41122190916179385,-0.0013362749846936159,-0.0006533083806168714,0.08818995744350482,-0.029093893661787565,0.02145280984854865,0.011069108818523826,0.1011962890625,0.0,0.1011962890625,0,8.101434821553353,8184,0.22961690559919473,0.26493950696947005,0.19930521572688578,0.425815272023121,0.1162687006934654
41004,current_online_em,0.1275545426653593,0.018240690465713496,0.1336385134123933,-0.0030968693118036076,0.0015906372771572084,1.0961684446865012,0.6337522788936487,8.440524251081445e-05,-0.0015906372771572084,,,,,0.0,0.0,0.0,0,18.576715452962617,8188,0.20899381936255598,0.22890249750647312,0.1914721122939568,0.2134681959249523,0.22692350571770414
41004,dynamic_qr_oracle,0.07106328213346813,0.012871982595685165,0.06802173104228243,0.0,5.204170427930421e-18,0.0,1.1102230246251565e-16,3.9898639947466563e-17,-5.204170427930421e-18,,,,,0.0,0.0,0.0,0,1.87125,28,0.252995436841209,0.21573252756668634,0.10389802972256663,0.10712400217175036,0.2996690883291101
41004,generator_supported_seen_regime_imm,0.08686142961090625,0.01383234179820535,0.07293259380003242,0.00010900668166558686,-0.00034455549675247116,0.37990618873330984,0.1419660608357028,-0.0005801043118393518,0.00034455549675247116,,,,,0.0,0.0,0.0,0,14.78974984133412,8188,0.23394219693702242,0.2900125336316724,0.20784587884016223,0.23516975979766322,0.2781017718431405
41004,h_plus_total_variance,0.14008368796059856,0.019031776278095137,0.13685468896492026,-0.010858592064676776,0.004962111902984837,1.2377302476351202,0.4971424344664519,-0.0009343682587070973,-0.004962111902984837,0.08907312549533532,,0.010871272842261524,,0.0,0.0,0.0,0,9.421013783519024,8184,0.2163966121917084,0.21780984430964498,0.18396785484968237,0.2232236938619305,0.11603996048993773
41004,selected_fixed_jump,0.1526415660567818,0.018244268190356093,0.1730618862877219,0.006874999999999999,0.00031250000000000114,1.213007565979904,0.5169133964819483,0.007499999999999991,-0.00031250000000000114,,,,,0.0,0.0,0.0,0,0.0,0,0.20223272966940908,0.20077739200806513,0.1445165860647803,0.1728009471384622,0.0
41005,autocov_factorized,0.1732507732254828,0.02206377473072616,0.1664177379339851,0.00026290762423307554,0.0008509686595141705,0.7613966930637315,0.37920445766700295,0.0019648449432614207,-0.0008509686595141705,0.09072242423572681,-0.029269445144408355,0.013435260371630823,0.009371580691483548,0.1378173828125,0.0078125,0.1456298828125,0,15.019183453594923,8184,-0.04613827075422404,0.36684874197161316,0.46829574972927374,0.4919503079536244,0.20672025721017412
41005,current_online_em,0.14956068914694085,0.01936706913604416,0.16668654549911455,-0.0037142584527199715,0.0038769990263490214,1.0403194597825747,0.5997195007564681,0.004039739599978075,-0.0038769990263490214,,,,,0.0,0.0,0.0,0,11.375710636112206,8188,0.09665912649318008,0.2922781383872974,0.29217268230500154,0.2623948271861362,0.198584743723634
41005,dynamic_qr_oracle,0.0945719927723873,0.01324336230198589,0.10468311725334983,0.0,5.204170427930421e-18,0.0,1.1102230246251565e-16,3.9898639947466563e-17,-5.204170427930421e-18,,,,,0.0,0.0,0.0,0,1.91625,28,-0.003753518215693833,0.1308073476390165,0.1498668507648983,0.13860252707891366,0.3030289796372618
41005,generator_supported_seen_regime_imm,0.11021208513975989,0.014561976317590384,0.10662901702725887,0.0005115470070679231,0.00027131913129562927,0.42511037977996297,0.1595635525711514,0.001054185269659186,-0.00027131913129562927,,,,,0.0,0.0,0.0,0,16.11503607028687,8188,0.08128475382592837,0.28604494411304143,0.308715961337349,0.26283905232799265,0.2935046459199453
41005,h_plus_total_variance,0.15644572607675858,0.019922428802503125,0.17722474930600668,0.012458825153564258,-0.005645587423217871,1.2260069563932385,0.503914006068614,0.001167650307128521,0.005645587423217871,0.09118188973296139,,0.009245582786074383,,0.0,0.0,0.0,0,11.08358431156482,8184,0.051493897140794664,0.2559694211421204,0.2793957816009039,0.23967764856231008,0.13767496155330924
41005,selected_fixed_jump,0.169611339003633,0.019294209990244494,0.19034918802955136,0.006874999999999999,0.00031250000000000114,1.213007565979904,0.5169133964819483,0.007499999999999991,-0.00031250000000000114,,,,,0.0,0.0,0.0,0,0.0,0,0.0648379420199253,0.20359236741371547,0.22386799764235896,0.21938759427976479,0.0
41006,autocov_factorized,0.15293507721421334,0.018596052942874353,0.16505196131152933,-0.00023547821082991848,0.0009125679631540363,0.6913432805964019,0.3419103596721078,0.0015896577154781559,-0.0009125679631540363,0.09134520608400729,-0.02936506721128768,0.012387077184097076,0.00819339667115175,0.0546875,0.00048828125,0.05517578125,0,16.479542595566077,8184,0.4590018635436411,0.4207106872785431,0.37985772484394603,0.3712848407414925,0.2568746754054723
41006,current_online_em,0.14276672523656497,0.018474543504621056,0.19782548887124304,-0.003257912298974105,0.003199834895617286,0.9813380481389101,0.5838446922957874,0.0031417574922604735,-0.003199834895617286,,,,,0.0,0.0,0.0,0,12.124556936741499,8188,0.4600722081604031,0.3529085210324022,0.3032113035477644,0.31871837397337677,0.22889341523692391
41006,dynamic_qr_oracle,0.08847346051943802,0.012746999144932507,0.14488819003319886,0.0,5.204170427930421e-18,0.0,1.1102230246251565e-16,3.9898639947466563e-17,-5.204170427930421e-18,,,,,0.0,0.0,0.0,0,2.06375,28,0.3077254741268753,0.1776266635072384,0.15498889519753564,0.13817042370111088,0.3205683429473347
41006,generator_supported_seen_regime_imm,0.10473353304051113,0.013991238755446984,0.14975235667628084,1.3835518674908869e-05,0.0005674893031921225,0.38658916990870973,0.15845487549533577,0.0011488141250591585,-0.0005674893031921225,,,,,0.0,0.0,0.0,0,15.377067077557074,8188,0.44795307606761553,0.40183845106196475,0.3206384773034147,0.29603496125967393,0.2817663523415118
41006,h_plus_total_variance,0.15442146769218273,0.019320908858853292,0.20378670166892898,0.012763428501593385,-0.0054932857492033076,1.208824231325465,0.5264856390351401,0.0017768570031867742,0.0054932857492033076,0.0918036404110428,,0.007848527062078602,,0.0,0.0,0.0,0,11.097430312539696,8184,0.3843696007377539,0.32456620577162315,0.265203761238969,0.27390061677383964,0.1417748761343588
41006,selected_fixed_jump,0.17231544329521375,0.018768810880448412,0.21827315550354598,0.006874999999999999,0.00031250000000000114,1.213007565979904,0.5169133964819483,0.007499999999999991,-0.00031250000000000114,,,,,0.0,0.0,0.0,0,0.0,0,0.3218600859652866,0.27243780183859234,0.22098101668170475,0.22263424657558709,0.0
41007,autocov_factorized,0.1617284314533013,0.020236365009863394,0.15546737345774986,-0.002078147443740069,0.000642877370282474,0.6454510375757132,0.3793704166229106,-0.0007923927031751182,-0.000642877370282474,0.08824443308012916,-0.02908107945076323,0.016408810335330922,0.009282932858419482,0.12939453125,0.0008544921875,0.1302490234375,0,14.591597848015388,8184,0.5300117336253262,0.41742305077059905,0.40407220433375984,0.3769514178814041,0.20219241265837706
