seed,method,pair_id,q_estimate_q_dominant_minus_r_dominant,r_estimate_r_dominant_minus_q_dominant
41000,autocov_factorized,m06,0.015189596291568436,0.0018583896078857229
41000,autocov_factorized,m12,0.0351346163254275,0.017933067619118715
41000,current_online_em,m06,0.008411302868762642,-0.00604405128987047
41000,current_online_em,m12,0.01847929963099408,-0.002519965761611946
41000,dynamic_qr_oracle,m06,0.0375,0.018750000000000003
41000,dynamic_qr_oracle,m12,0.07,0.03500000000000002
41000,generator_supported_seen_regime_imm,m06,0.03331288076105781,0.011931546866836115
41000,generator_supported_seen_regime_imm,m12,0.05784941775846577,0.028792137580463242
41000,h_plus_total_variance,m06,0.0018593224148857161,-0.0027889836223285724
41000,h_plus_total_variance,m12,-0.0006656365300034862,0.000998454795005231
41000,selected_fixed_jump,m06,0.0,0.0
41000,selected_fixed_jump,m12,0.0,0.0
41001,autocov_factorized,m06,0.018279362699778496,0.005147423127979538
41001,autocov_factorized,m12,0.018404114569912193,0.006975655840382459
41001,current_online_em,m06,0.00720012333363634,-0.007199820126547803
41001,current_online_em,m12,0.008982934151937412,-0.00898157384626807
41001,dynamic_qr_oracle,m06,0.0375,0.018750000000000003
41001,dynamic_qr_oracle,m12,0.07,0.03500000000000002
41001,generator_supported_seen_regime_imm,m06,0.03370673098791831,0.014842166407598875
41001,generator_supported_seen_regime_imm,m12,0.050319441449696474,0.02390600965233996
41001,h_plus_total_variance,m06,0.0034534271687427856,-0.0017267135843713928
41001,h_plus_total_variance,m12,6.809539906141998e-05,-3.404769953070999e-05
41001,selected_fixed_jump,m06,0.0,0.0
41001,selected_fixed_jump,m12,0.0,0.0
41002,autocov_factorized,m06,0.026839494007566703,0.004464990875785297
41002,autocov_factorized,m12,0.0228827626978709,0.006598612173037675
41002,current_online_em,m06,0.00906979174903787,-0.008513943760969759
41002,current_online_em,m12,0.020661404781752536,-0.0051534118913864335
41002,dynamic_qr_oracle,m06,0.0375,0.018750000000000003
41002,dynamic_qr_oracle,m12,0.07,0.03500000000000002
41002,generator_supported_seen_regime_imm,m06,0.0332173987086572,0.013601112941042728
41002,generator_supported_seen_regime_imm,m12,0.05481501846697868,0.025145893610190435
41002,h_plus_total_variance,m06,0.00433170515542031,-0.002165852577710155
41002,h_plus_total_variance,m12,0.005588106681313529,-0.0027940533406567644
41002,selected_fixed_jump,m06,0.0,0.0
41002,selected_fixed_jump,m12,0.0,0.0
41003,autocov_factorized,m06,0.024925698275436746,0.014440194495863475
41003,autocov_factorized,m12,0.04539769697585569,0.026341996320886175
41003,current_online_em,m06,0.00611551630854169,-0.003290237823673981
41003,current_online_em,m12,0.012644801808684693,-0.004135300496384622
41003,dynamic_qr_oracle,m06,0.0375,0.018750000000000003
41003,dynamic_qr_oracle,m12,0.07,0.03500000000000002
41003,generator_supported_seen_regime_imm,m06,0.031758845705565315,0.014508205025340727
41003,generator_supported_seen_regime_imm,m12,0.04975901545121861,0.025642467247858708
41003,h_plus_total_variance,m06,-0.001399644021961334,0.000699822010980667
41003,h_plus_total_variance,m12,-0.0023418450399939963,0.0011709225199969982
41003,selected_fixed_jump,m06,0.0,0.0
41003,selected_fixed_jump,m12,0.0,0.0
41004,autocov_factorized,m06,0.018840509880296254,0.017225630174288353
41004,autocov_factorized,m12,0.01872299282140241,0.009417012483332952
41004,current_online_em,m06,0.0043360624612730145,-0.004336039183468202
41004,current_online_em,m12,0.010034659181626937,-0.010034667874814426
41004,dynamic_qr_oracle,m06,0.0375,0.018750000000000003
41004,dynamic_qr_oracle,m12,0.07,0.03500000000000002
41004,generator_supported_seen_regime_imm,m06,0.033286173873528474,0.017238985430585652
41004,generator_supported_seen_regime_imm,m12,0.05403606654121608,0.026447525132710308
41004,h_plus_total_variance,m06,-0.001742709734999185,0.0026140646024987793
41004,h_plus_total_variance,m12,0.00023136607164779555,-0.0003470491074716933
41004,selected_fixed_jump,m06,0.0,0.0
41004,selected_fixed_jump,m12,0.0,0.0
41005,autocov_factorized,m06,0.028309522079209865,0.016710359513841977
41005,autocov_factorized,m12,0.038628746136153636,0.018967809266738883
41005,current_online_em,m06,0.005710600920607241,-0.005620105853925549
41005,current_online_em,m12,0.014884678773018634,-0.004898357619278704
41005,dynamic_qr_oracle,m06,0.0375,0.018750000000000003
41005,dynamic_qr_oracle,m12,0.07,0.03500000000000002
41005,generator_supported_seen_regime_imm,m06,0.0348429696818624,0.01729507279212067
41005,generator_supported_seen_regime_imm,m12,0.05184596071703154,0.025397886096762783
41005,h_plus_total_variance,m06,-0.0022612477914878137,0.0011306238957439069
41005,h_plus_total_variance,m12,0.0006058100642097816,-0.0003029050321048908
41005,selected_fixed_jump,m06,0.0,0.0
41005,selected_fixed_jump,m12,0.0,0.0
41006,autocov_factorized,m06,0.02621505271753108,0.010141604371345321
41006,autocov_factorized,m12,0.029962476533254866,0.01843102180480975
41006,current_online_em,m06,0.007409347037594849,-0.007356803919996623
41006,current_online_em,m12,0.018018742172223122,0.0008812856677479566
41006,dynamic_qr_oracle,m06,0.0375,0.018750000000000003
41006,dynamic_qr_oracle,m12,0.07,0.03500000000000002
41006,generator_supported_seen_regime_imm,m06,0.03260789534346733,0.013450939928709122
41006,generator_supported_seen_regime_imm,m12,0.05604404654460676,0.027851192991210107
41006,h_plus_total_variance,m06,0.0020513489070823204,-0.0010256744535411602
41006,h_plus_total_variance,m12,-0.0017027554615790946,0.0008513777307895473
41006,selected_fixed_jump,m06,0.0,0.0
41006,selected_fixed_jump,m12,0.0,0.0
41007,autocov_factorized,m06,0.02683390613087684,0.011449510456855806
41007,autocov_factorized,m12,0.03672257465955068,0.02017159784770957
41007,current_online_em,m06,0.0066485766266311044,-0.0066485825477728445
41007,current_online_em,m12,0.010846611086515058,-0.010846627081352242
41007,dynamic_qr_oracle,m06,0.0375,0.018750000000000003
41007,dynamic_qr_oracle,m12,0.07,0.03500000000000002
41007,generator_supported_seen_regime_imm,m06,0.03219814000546944,0.013568264870901459
41007,generator_supported_seen_regime_imm,m12,0.054562148258841744,0.026427309625932267
41007,h_plus_total_variance,m06,0.0017338610900401938,-0.0008669305450200969
41007,h_plus_total_variance,m12,-0.00031645555182699403,0.00015822777591349702
41007,selected_fixed_jump,m06,0.0,0.0
41007,selected_fixed_jump,m12,0.0,0.0
