baseline,mean_nll_gain_baseline_minus_autocov,median_nll_gain_baseline_minus_autocov,positive_nll_gain_seeds,n_seeds,bootstrap_nll_gain_ci95_low,bootstrap_nll_gain_ci95_high,mean_late_nll_gain,mean_transition_nll_gain_1,mean_transition_nll_gain_4,mean_transition_nll_gain_8,mean_transition_nll_gain_16
selected_fixed_jump,0.0038860968798608356,0.0008801373468995399,4,8,-0.006686810532026271,0.013813336394461811,0.03943295966934934,-0.056234633810983904,-0.1202631599305916,-0.1294356784786618,-0.17596035212517486
current_online_em,-0.02120780631208278,-0.02168575952183123,0,8,-0.03129870402470783,-0.01228113216793801,0.006833603457898966,-0.011726756513956847,-0.0551811557475709,-0.07235842455598268,-0.12098546766639628
h_plus_total_variance,-0.010722277767784512,-0.010592504112223233,3,8,-0.02026911571111877,-0.0021657151825570584,0.016334077811905573,-0.04284324059842859,-0.07789015369934711,-0.09083775194699349,-0.13610812488279922
generator_supported_seen_regime_imm,-0.059557746808189885,-0.059230074053013754,0,8,-0.07017865661043471,-0.05003855324910993,-0.046745380763975955,-0.026722338272595975,-0.04392762267132138,-0.06707383441749139,-0.1304275650346639
dynamic_qr_oracle,-0.0748460995781525,-0.07448770698677713,0,8,-0.08562712381149867,-0.06552556619037635,-0.05048307685332756,-0.0792016850945518,-0.18941226647963494,-0.1978653301639111,-0.2525660233007312
