seed,method,block_id,sequence_id,previous_cell,cell,window,n_samples,nll,latent_mse
43003,learned_event_learned_qr,1,0,101,011,1,1,0.1622166054478128,0.017521535223585558
43003,learned_event_learned_qr,1,0,101,011,4,4,0.7414125017250157,0.037487292033396014
43003,learned_event_learned_qr,1,0,101,011,8,8,0.7420114355623639,0.031146141460031578
43003,learned_event_learned_qr,1,0,101,011,16,16,0.9047095280663193,0.07265460915904214
43003,learned_event_learned_qr,2,0,011,101,1,1,2.6804936217839486,0.011971695503826726
43003,learned_event_learned_qr,2,0,011,101,4,4,1.013744427934075,0.02314807181935825
43003,learned_event_learned_qr,2,0,011,101,8,8,0.8275001160410239,0.029475482960068706
43003,learned_event_learned_qr,2,0,011,101,16,16,1.0562584193990485,0.03075675912968561
43003,learned_event_learned_qr,3,0,101,111,1,1,0.5490163785722196,0.12847649222373245
43003,learned_event_learned_qr,3,0,101,111,4,4,2.0108559926380862,0.3686651763119508
43003,learned_event_learned_qr,3,0,101,111,8,8,1.464455591617921,0.21860166456514896
43003,learned_event_learned_qr,3,0,101,111,16,16,1.3778206966007915,0.33226002479868655
43003,learned_event_learned_qr,4,0,111,110,1,1,0.5552235310952792,0.011311157896132192
43003,learned_event_learned_qr,4,0,111,110,4,4,1.846766507644194,0.005308817080096622
43003,learned_event_learned_qr,4,0,111,110,8,8,1.1035931496786464,0.012559857830993046
43003,learned_event_learned_qr,4,0,111,110,16,16,0.6657929153979945,0.010188064516512134
43003,learned_event_learned_qr,5,0,110,011,1,1,0.40816370461158885,0.003822597803944628
43003,learned_event_learned_qr,5,0,110,011,4,4,1.8814137147896692,0.13984440659751413
43003,learned_event_learned_qr,5,0,110,011,8,8,1.3414758635239143,0.1185905001851407
43003,learned_event_learned_qr,5,0,110,011,16,16,1.2222114082785618,0.11134740717938099
43003,learned_event_learned_qr,6,0,011,110,1,1,5.813301070371422,0.006830767779927673
43003,learned_event_learned_qr,6,0,011,110,4,4,1.7384643620680826,0.005173950621465206
43003,learned_event_learned_qr,6,0,011,110,8,8,1.5032554922155876,0.035715523930161065
43003,learned_event_learned_qr,6,0,011,110,16,16,1.0383991344747026,0.04404789246751564
43003,learned_event_learned_qr,7,0,110,111,1,1,-0.3775980205856217,0.03564305014360209
43003,learned_event_learned_qr,7,0,110,111,4,4,-0.0360593851289043,0.019435667384373054
43003,learned_event_learned_qr,7,0,110,111,8,8,-0.0521214927613954,0.027471506641907645
43003,learned_event_learned_qr,7,0,110,111,16,16,0.5526210663017667,0.046219168338091886
43003,learned_event_learned_qr,8,0,111,110,1,1,-0.03877465183124087,0.0026018156915200708
43003,learned_event_learned_qr,8,0,111,110,4,4,0.38823423856911604,0.026934523503309528
43003,learned_event_learned_qr,8,0,111,110,8,8,0.1616116952251731,0.014565752972878966
43003,learned_event_learned_qr,8,0,111,110,16,16,0.6815668604134418,0.025483193948602448
43003,learned_event_learned_qr,9,0,110,101,1,1,0.45108946041138814,0.01071213547465257
43003,learned_event_learned_qr,9,0,110,101,4,4,0.2688589910285782,0.034317199408661056
43003,learned_event_learned_qr,9,0,110,101,8,8,0.235328119074738,0.03968289161653622
43003,learned_event_learned_qr,9,0,110,101,16,16,0.5416449141372327,0.03806996457561766
43003,learned_event_learned_qr,10,0,101,011,1,1,1.2242140085332673,0.08168283835368187
43003,learned_event_learned_qr,10,0,101,011,4,4,0.5530985562842331,0.06952117627164282
43003,learned_event_learned_qr,10,0,101,011,8,8,0.9715320698360996,0.07669554967088646
43003,learned_event_learned_qr,10,0,101,011,16,16,0.8107796229327704,0.07647642313352178
43003,learned_event_learned_qr,11,0,011,111,1,1,0.5660604846415925,0.22413109971115217
43003,learned_event_learned_qr,11,0,011,111,4,4,0.8367724357015971,0.0779392161616982
43003,learned_event_learned_qr,11,0,011,111,8,8,0.5231736539934674,0.041286963726183235
43003,learned_event_learned_qr,11,0,011,111,16,16,1.0235078982887802,0.04711119131276864
43003,learned_event_learned_qr,13,1,101,011,1,1,0.10093610247583616,0.01882622375961277
43003,learned_event_learned_qr,13,1,101,011,4,4,0.6784311460520982,0.06313834630697301
43003,learned_event_learned_qr,13,1,101,011,8,8,0.7259442707553329,0.05520447184476007
43003,learned_event_learned_qr,13,1,101,011,16,16,0.797632954847683,0.04966107684245133
43003,learned_event_learned_qr,14,1,011,101,1,1,0.46047897989679737,0.16388340962665668
43003,learned_event_learned_qr,14,1,011,101,4,4,0.9096479450089889,0.044883290809460595
43003,learned_event_learned_qr,14,1,011,101,8,8,0.9539502161580101,0.043120629996104026
43003,learned_event_learned_qr,14,1,011,101,16,16,0.6055190865407802,0.03478626189895224
43003,learned_event_learned_qr,15,1,101,111,1,1,0.4859817001606713,0.0045883578698961616
43003,learned_event_learned_qr,15,1,101,111,4,4,0.4882329860968401,0.025737043840411457
43003,learned_event_learned_qr,15,1,101,111,8,8,0.5575706392281425,0.017908340251333164
