seed,selection_family,hazard_rate,process_rate,observation_rate,fit_nll,selected,process_variance,observation_variance,statistic_decay,prior_mass,q_fraction,mode_switch_probability
43003,learned_event_learned_qr,0.002,0.02,0.02,0.15341061028387243,False,,,,,,
43003,learned_event_learned_qr,0.002,0.02,0.1,0.0939806867530718,False,,,,,,
43003,learned_event_learned_qr,0.002,0.02,0.5,0.12373329570790213,False,,,,,,
43003,learned_event_learned_qr,0.002,0.1,0.02,0.13377026471490955,False,,,,,,
43003,learned_event_learned_qr,0.002,0.1,0.1,0.07166166944898938,False,,,,,,
43003,learned_event_learned_qr,0.002,0.1,0.5,0.09386926261417346,False,,,,,,
43003,learned_event_learned_qr,0.002,0.5,0.02,0.13576121530850016,False,,,,,,
43003,learned_event_learned_qr,0.002,0.5,0.1,0.05080465225549227,True,,,,,,
43003,learned_event_learned_qr,0.002,0.5,0.5,0.06370602306305137,False,,,,,,
43003,learned_event_learned_qr,0.02,0.02,0.02,0.15066423449849886,False,,,,,,
43003,learned_event_learned_qr,0.02,0.02,0.1,0.09722086712583779,False,,,,,,
43003,learned_event_learned_qr,0.02,0.02,0.5,0.1258394889716094,False,,,,,,
43003,learned_event_learned_qr,0.02,0.1,0.02,0.13195925767561334,False,,,,,,
43003,learned_event_learned_qr,0.02,0.1,0.1,0.07235837898578575,False,,,,,,
43003,learned_event_learned_qr,0.02,0.1,0.5,0.0944498096620436,False,,,,,,
43003,learned_event_learned_qr,0.02,0.5,0.02,0.13552830777824454,False,,,,,,
43003,learned_event_learned_qr,0.02,0.5,0.1,0.05388062520895896,False,,,,,,
43003,learned_event_learned_qr,0.02,0.5,0.5,0.06426319000921207,False,,,,,,
43003,learned_event_learned_qr,0.1,0.02,0.02,0.15628302196138272,False,,,,,,
43003,learned_event_learned_qr,0.1,0.02,0.1,0.1035964304988799,False,,,,,,
43003,learned_event_learned_qr,0.1,0.02,0.5,0.13306217722009023,False,,,,,,
43003,learned_event_learned_qr,0.1,0.1,0.02,0.1379035861748169,False,,,,,,
43003,learned_event_learned_qr,0.1,0.1,0.1,0.08052444046707231,False,,,,,,
43003,learned_event_learned_qr,0.1,0.1,0.5,0.10231872242320068,False,,,,,,
43003,learned_event_learned_qr,0.1,0.5,0.02,0.14663253390277226,False,,,,,,
43003,learned_event_learned_qr,0.1,0.5,0.1,0.06196029303378428,False,,,,,,
43003,learned_event_learned_qr,0.1,0.5,0.5,0.07231190427020556,False,,,,,,
43003,selected_fixed_jump,,,,0.6579820905826305,False,0.0025,0.01,,,,
43003,selected_fixed_jump,,,,0.27972256549485774,False,0.0025,0.04,,,,
43003,selected_fixed_jump,,,,0.42324481783064916,False,0.0025,0.16,,,,
43003,selected_fixed_jump,,,,0.3811173852544764,False,0.02,0.01,,,,
43003,selected_fixed_jump,,,,0.23843017165275596,True,0.02,0.04,,,,
