seed,method,event_index,sequence_id,cell,window,n_samples,nll,latent_mse
43003,learned_event_learned_qr,18,0,101,1,1,0.6399094846185036,0.015611751071333413
43003,learned_event_learned_qr,18,0,101,4,4,0.5903120676073719,0.041836664043316325
43003,learned_event_learned_qr,18,0,101,8,4,0.5903120676073719,0.041836664043316325
43003,learned_event_learned_qr,18,0,101,16,4,0.5903120676073719,0.041836664043316325
43003,learned_event_learned_qr,23,0,101,1,1,0.5336193302290717,0.002574827707285953
43003,learned_event_learned_qr,23,0,101,4,4,0.4457250313733488,0.026237875970283823
43003,learned_event_learned_qr,23,0,101,8,8,0.7370322997021571,0.07189740699985998
43003,learned_event_learned_qr,23,0,101,16,16,0.704555409859969,0.06357648241354652
43003,learned_event_learned_qr,71,0,101,1,1,0.4209396771333153,1.3536726605581437e-05
43003,learned_event_learned_qr,71,0,101,4,4,0.75796842056611,0.06364723822536876
43003,learned_event_learned_qr,71,0,101,8,8,0.9808375561578064,0.061194617655986626
43003,learned_event_learned_qr,71,0,101,16,16,0.8408762333035241,0.05802210249734431
43003,learned_event_learned_qr,101,0,101,1,1,1.0994959271076443,8.197855685898393e-05
43003,learned_event_learned_qr,101,0,101,4,4,0.5406567743842495,0.010483596562082365
43003,learned_event_learned_qr,101,0,101,8,8,0.5395426115994904,0.016184612089927615
43003,learned_event_learned_qr,101,0,101,16,16,0.5477432021850108,0.021581144999781067
43003,learned_event_learned_qr,236,0,101,1,1,0.9902670183285757,0.11243157728199792
43003,learned_event_learned_qr,236,0,101,4,4,0.7553632850232317,0.051362322885583664
43003,learned_event_learned_qr,236,0,101,8,8,0.5208402768483759,0.02852739488588692
43003,learned_event_learned_qr,236,0,101,16,16,0.8462884475916174,0.029650585023205823
43003,learned_event_learned_qr,266,0,101,1,1,0.38115147590575865,0.05190369679940706
43003,learned_event_learned_qr,266,0,101,4,4,1.339079869068393,0.15510884063037103
43003,learned_event_learned_qr,266,0,101,8,8,0.9931760177812511,0.14446578605836763
43003,learned_event_learned_qr,266,0,101,16,16,1.1121970924207272,0.10138715925610364
43003,learned_event_learned_qr,285,0,101,1,1,0.6755789758724412,0.29240746191622463
43003,learned_event_learned_qr,285,0,101,4,3,0.8542283574729876,0.15669038508130465
43003,learned_event_learned_qr,285,0,101,8,3,0.8542283574729876,0.15669038508130465
43003,learned_event_learned_qr,285,0,101,16,3,0.8542283574729876,0.15669038508130465
43003,learned_event_learned_qr,289,0,111,1,1,0.8739761571355632,0.4478232861278454
43003,learned_event_learned_qr,289,0,111,4,4,0.7942939292071756,0.17129821658649952
43003,learned_event_learned_qr,289,0,111,8,8,0.8503931574890126,0.1047658542157381
43003,learned_event_learned_qr,289,0,111,16,8,0.8503931574890126,0.1047658542157381
43003,learned_event_learned_qr,298,0,111,1,1,2.0717652496172594,1.0114137192721289
43003,learned_event_learned_qr,298,0,111,4,4,1.3389915932579621,0.36931601925460633
43003,learned_event_learned_qr,298,0,111,8,8,1.1273617004580512,0.18713896211191808
43003,learned_event_learned_qr,298,0,111,16,16,0.959165540306031,0.13645413184875754
43003,learned_event_learned_qr,327,0,111,1,1,1.2802074290432708,0.42071945837955327
43003,learned_event_learned_qr,327,0,111,4,4,1.0947042668239138,0.13618034087089417
43003,learned_event_learned_qr,327,0,111,8,8,1.0445693851039124,0.09845871814842655
43003,learned_event_learned_qr,327,0,111,16,16,0.9500466979335552,0.0744915019895831
43003,learned_event_learned_qr,356,0,111,1,1,0.7637811580844667,0.24093141607159171
43003,learned_event_learned_qr,356,0,111,4,4,0.8463997899742619,0.19244118667509022
43003,learned_event_learned_qr,356,0,111,8,8,1.1273068788956038,0.10455612476050255
43003,learned_event_learned_qr,356,0,111,16,16,1.0894987650555965,0.12079646636970329
43003,learned_event_learned_qr,386,0,110,1,1,0.46763170098952944,0.00505916493052452
43003,learned_event_learned_qr,386,0,110,4,4,0.41214922120143516,0.004040910971276982
43003,learned_event_learned_qr,386,0,110,8,8,0.34337480965772765,0.013698653080524661
43003,learned_event_learned_qr,386,0,110,16,16,0.3102440917024883,0.012230892011542552
43003,learned_event_learned_qr,416,0,110,1,1,0.3428856945175135,0.000643711327227257
43003,learned_event_learned_qr,416,0,110,4,4,0.11410146708942186,0.015018235950040657
43003,learned_event_learned_qr,416,0,110,8,8,0.03233376523196429,0.013020287331767657
43003,learned_event_learned_qr,416,0,110,16,16,-0.058550433764144566,0.012721876193167947
43003,learned_event_learned_qr,448,0,110,1,1,0.9990565699527177,0.06296141987890938
43003,learned_event_learned_qr,448,0,110,4,4,0.36311026268797914,0.04343890790985951
43003,learned_event_learned_qr,448,0,110,8,6,0.17068670030609515,0.03265132485137192
43003,learned_event_learned_qr,448,0,110,16,6,0.17068670030609515,0.03265132485137192
43003,learned_event_learned_qr,455,0,110,1,1,-0.11439524509224655,0.010361362448429112
43003,learned_event_learned_qr,455,0,110,4,4,-0.19023783160105254,0.01308330331695786
