seed,selection_family,candidate_family,candidate,predictive_variance,selection_nll,candidate_h,candidate_q,candidate_r,selected
39119,fixed,ema,0.02,1.3177487279448166,1.5837469204508068,,,,False
39119,fixed,ema,0.05,0.8272798210309319,1.2761098327416376,,,,False
39119,fixed,ema,0.1,0.5796673811936015,1.0529568477556295,,,,False
39119,fixed,ema,0.2,0.39479665813633774,0.8459127935630883,,,,False
39119,fixed,ema,0.4,0.27403077674699616,0.6747448552654288,,,,False
39119,fixed,ema,0.7,0.2300304003906871,0.597020853131286,,,,False
39119,fixed,window,2,0.24967502825780785,0.6351319772135827,,,,False
39119,fixed,window,4,0.31515951953544813,0.7578053585643766,,,,False
39119,fixed,window,8,0.45001109137969,0.9243850173531163,,,,False
39119,fixed,window,16,0.6617679424268784,1.11029609109294,,,,False
39119,fixed,window,32,0.8900309173966044,1.3425325438420501,,,,False
39119,fixed,window,64,1.2491615117926742,1.5722709594569437,,,,False
39119,fixed,fixed_jump,0.0025:0.0025:0.01,,0.7606984028536953,0.0025,0.0025,0.01,False
39119,fixed,fixed_jump,0.0025:0.0025:0.04,,0.28837637699344093,0.0025,0.0025,0.04,False
39119,fixed,fixed_jump,0.0025:0.0025:0.16,,0.41981077569062597,0.0025,0.0025,0.16,False
39119,fixed,fixed_jump,0.0025:0.01:0.01,,0.5249865414908016,0.0025,0.01,0.01,False
39119,fixed,fixed_jump,0.0025:0.01:0.04,,0.2227266163502251,0.0025,0.01,0.04,False
39119,fixed,fixed_jump,0.0025:0.01:0.16,,0.4087197316687519,0.0025,0.01,0.16,False
39119,fixed,fixed_jump,0.0025:0.04:0.01,,0.3265310569720667,0.0025,0.04,0.01,False
39119,fixed,fixed_jump,0.0025:0.04:0.04,,0.25422457752539923,0.0025,0.04,0.04,False
39119,fixed,fixed_jump,0.0025:0.04:0.16,,0.4700744015943001,0.0025,0.04,0.16,False
39119,fixed,fixed_jump,0.01:0.0025:0.01,,0.6354279481483059,0.01,0.0025,0.01,False
39119,fixed,fixed_jump,0.01:0.0025:0.04,,0.25710711543805503,0.01,0.0025,0.04,False
39119,fixed,fixed_jump,0.01:0.0025:0.16,,0.40508571727448045,0.01,0.0025,0.16,False
39119,fixed,fixed_jump,0.01:0.01:0.01,,0.45456509308021964,0.01,0.01,0.01,False
39119,fixed,fixed_jump,0.01:0.01:0.04,,0.21038349662054712,0.01,0.01,0.04,False
39119,fixed,fixed_jump,0.01:0.01:0.16,,0.40217372751587016,0.01,0.01,0.16,False
39119,fixed,fixed_jump,0.01:0.04:0.01,,0.3005256449769316,0.01,0.04,0.01,False
39119,fixed,fixed_jump,0.01:0.04:0.04,,0.24666854898460341,0.01,0.04,0.04,False
39119,fixed,fixed_jump,0.01:0.04:0.16,,0.4656504892124813,0.01,0.04,0.16,False
39119,fixed,fixed_jump,0.03:0.0025:0.01,,0.5318194913520866,0.03,0.0025,0.01,False
39119,fixed,fixed_jump,0.03:0.0025:0.04,,0.23810057863169012,0.03,0.0025,0.04,False
