seed,run_path,run_status,condition_failures,condition_invalid
3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke,complete,0,0
3401,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3401/20260723T174350.279913Z_smoke,complete,0,0
3402,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3402/20260723T174404.180324Z_smoke,complete,0,0
