user_id,task_index,video_id,condition,n_frames,frame_accuracy,action_0_fraction,mean_event_l1,mean_belief_state_l1,compute_scope,status,episode_fingerprint,trace_fingerprint,action_1_fraction,action_2_fraction,action_3_fraction,seed,run_path
P189,0,P189--condom-box--clutter--YWtyCgc2eo_vJn8Q81d9zO8tYVkXXRt4yajDmQKh22A,prototype,100,0.64,1.0,107.71568742226114,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--condom-box--clutter--lSqzRra_NR-okkaGM3ZFalWW4x4nqOoXq4ryWcU25nw,prototype,100,0.55,1.0,111.0436858752351,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--headband--clutter--Er9sRq_7lfKP2RKu1RpXF7hQu0Yj2Lga-exbTBkRt0o,prototype,100,0.75,1.0,109.13849403521776,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--headband--clutter--K9zY_L91JLrnwVVCSk9R79e1hw5SbP9MbKVDD1Gsuo0,prototype,100,0.51,1.0,112.64576578869573,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--keys--clutter--kTWsTv8oIXam4Ge8SKPu6KzCPJ5y6eN1tzZ4eCvzXpU,prototype,100,1.0,1.0,112.54886699127056,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--keys--clutter--o-OQ3tAnGPM2My61RC_t2lIonk_VEdZwACaboV7XxZ4,prototype,100,1.0,1.0,112.27921210390336,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--pinesol-cleaner--clutter--ah422q6GfQfm7Ye0WsXJch9hpdFZViYkBdhSxrmW4Qw,prototype,100,0.64,1.0,112.16234270834948,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--pinesol-cleaner--clutter--tla5SFECdB6X9nvRX-eAMb6z0ij6_fgmfg22qXx_C40,prototype,100,0.45,1.0,110.6250363006293,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--pocket-magnifying-glass--clutter--7fEvPkzY-2A6YOzfJJBxrW_1h12qj3Ylcoj7jwKXCOY,prototype,100,0.61,1.0,108.8803388443593,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--pocket-magnifying-glass--clutter--HxHanLJrx6KMUVJ1oe7ISuDVO51LOeiU186O2YRhur4,prototype,100,0.12,1.0,113.251440549694,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--condom-box--clutter--YWtyCgc2eo_vJn8Q81d9zO8tYVkXXRt4yajDmQKh22A,gain,100,0.71,,113.51847449519846,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,1.0,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--condom-box--clutter--lSqzRra_NR-okkaGM3ZFalWW4x4nqOoXq4ryWcU25nw,gain,100,0.72,,116.95111099591044,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,1.0,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--headband--clutter--Er9sRq_7lfKP2RKu1RpXF7hQu0Yj2Lga-exbTBkRt0o,gain,100,0.93,,115.7786680601476,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,1.0,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
P189,0,P189--headband--clutter--K9zY_L91JLrnwVVCSk9R79e1hw5SbP9MbKVDD1Gsuo0,gain,100,0.76,,119.4605188103729,0.0,selected_actuator,complete,ae5fdfc9f47b7105a8f5699db4d00b746aba4fa02a2690ba52231bc004cbbb50,fccebb8f6934970c825469d4b8b75dfcb3a7322e595b2532965c430199c0ae1c,1.0,,,3400,/home/spco/sow_linear/exp34_runs/smoke_v2/runs/exp34_orbit_causal_consensus/seed_3400/20260723T174334.939325Z_smoke
