analysis_fingerprint,data_fingerprint,dataset_pair,profile,computational_seed,latent_dim,model,nll_per_scalar,standardized_nll_per_scalar,one_step_r2,rollout_nrmse,parameter_count,effective_rank,top_k_singular_energy,subspace_angle_degrees
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,4,32,orthogonal,-0.18949948740835995,1.4726195578632402,-0.0030110835029206334,1.0121080628979255,6128.0,25.321434880980163,0.40295536276316773,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,4,32,random,-0.19431936858671525,1.4677996766848846,-0.0031330663146078,1.0122984927757905,2560.0,25.106796923480648,0.4129536622520695,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,4,32,separate,-0.16520473100830013,1.4969143142633001,-0.0019500306979948667,1.0125331039513081,9952.0,23.489810441481,0.5695028776374013,89.7637816841289
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,4,32,shared,-0.1866346010546772,1.4754844442169233,-0.0008086075268971334,1.0126485167416577,6128.0,23.602537715999546,0.5634658981629581,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,4,32,shuffled,-0.19541725040898614,1.4667017948626142,-0.002285317039215681,1.0124996181238868,6128.0,24.54917949119896,0.4893971868579537,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,1,common,-0.23801200784530377,1.432327679981136,-0.0013748470617894,1.0135439731919966,514.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,1,orthogonal,-0.2361307275876484,1.4342089602387913,-0.0027246279062707337,1.0135567483024208,517.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,1,random,-0.23600247611359734,1.4343372117128421,-0.0030145610423374,1.0135447361673846,390.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,1,separate,-0.2240894895292274,1.4462501982972118,-0.0020184729858916,1.0141760326979903,900.0,1.0,1.0,61.97532661890148
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,1,shared,-0.23778762419693353,1.4325520636295057,-0.002268033005840867,1.014313920143844,517.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,1,shuffled,-0.2370504895951909,1.4332891982312486,-0.0029104697658462,1.0139237650433703,517.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,2,common,-0.23731411319723916,1.4330255746292002,-0.0011769971106908332,1.013543739226021,645.0,1.8662173556101713,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,2,orthogonal,-0.23485855392226904,1.4354811339041704,-0.0029077067270167,1.013609536653558,653.0,1.7883513073544293,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,2,random,-0.2353229314674187,1.4350167563590208,-0.003006684544182467,1.0135402617834017,400.0,1.6744097015440464,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,2,separate,-0.2235119568446344,1.446827730981805,-0.0018178786505091667,1.0141755319408636,1162.0,1.6257461665526272,1.0,85.49799792523265
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,2,shared,-0.23707858826844216,1.4332610995579973,-0.0020203374860296667,1.0143236790720822,653.0,1.619786478574041,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,2,shuffled,-0.23618308355368947,1.4341566042727498,-0.002822238488877067,1.0139265793263506,653.0,1.4379162764155204,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,4,common,-0.23531535148900007,1.4350243363374393,-0.0009154678448096,1.0135438938933004,910.0,3.4346169595896043,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,4,orthogonal,-0.2327628950736854,1.437576792752754,-0.0029131388749279665,1.0135950495083825,934.0,3.0885633038478737,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,4,random,-0.2332745486780432,1.4370651391483964,-0.003024944205216467,1.0135529962874001,432.0,3.0734812005878815,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,4,separate,-0.221719553022931,1.4486201348035082,-0.0015283564629931334,1.014174669458898,1692.0,2.5724068368793667,1.0,88.50893169783605
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,4,shared,-0.23502997766420974,1.4353097101622296,-0.0018107363737423666,1.0143868828514302,934.0,2.859686554924395,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,4,shuffled,-0.23453068264666924,1.4358090051797703,-0.002815375436888633,1.0139869376217892,934.0,2.431667965672812,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,8,common,-0.2308517094882766,1.4394879783381629,-0.0006692122578158332,1.0135432698759106,1452.0,5.91330456340129,0.9445122004056784,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,8,orthogonal,-0.22810292162690737,1.442236766199532,-0.0028167581014732334,1.0134840818126358,1532.0,6.459379599084158,0.8981236481734616,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,8,random,-0.22950899739303732,1.440830690433402,-0.002995430134486667,1.0135816757067235,544.0,6.305859196191274,0.8978021373620395,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,8,separate,-0.21693030517503745,1.4534093826514018,-0.0012641655056132336,1.014174289167807,2776.0,4.92457744223698,0.9770935430072422,89.37294063225086
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,8,shared,-0.2305352143254471,1.4398044735009925,-0.0015437411180253668,1.0144335538093017,1532.0,5.130305547348402,0.9658025845082654,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,8,shuffled,-0.23070814389538583,1.4396315439310534,-0.0027591858430263336,1.013986100945385,1532.0,5.112358726006029,0.9655672710117957,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,16,common,-0.22023090558015393,1.4501087822462855,-0.0005006489404988001,1.0135434234382321,2584.0,10.588595911331796,0.8444345155783877,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,16,orthogonal,-0.2178177739556978,1.4525219138707417,-0.002883104033295033,1.0135241910057824,2872.0,12.26613126434595,0.6527273140896508,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,16,random,-0.2210175933276347,1.4493220944988046,-0.0030305213420667334,1.0135765180551712,960.0,12.486316424771923,0.6602906867747205,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,16,separate,-0.2045684748175908,1.4657712130088487,-0.0012858903152832334,1.0141727468236246,5040.0,10.470008918361051,0.8500811059493042,89.49041652101765
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,16,shared,-0.21989149194956545,1.4504481958768738,-0.0011285542676968666,1.014370526664605,2872.0,10.504718525141769,0.844142720426016,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,16,shuffled,-0.22214209625359227,1.448197591572847,-0.0025769308524080667,1.013967884550506,2872.0,11.469399267333054,0.7673830675356167,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,32,common,-0.19205023941915725,1.4782894484072822,-0.0004762623314994668,1.013543639239206,5040.0,22.769206351440587,0.6077367818032416,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,32,orthogonal,-0.19624145069384966,1.4740982371325897,-0.0034643474933108,1.0134663699819186,6128.0,25.452548080573635,0.3864878029253987,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,32,random,-0.20058650661249203,1.469753181213947,-0.0032717526800177337,1.013742706064082,2560.0,24.932119425931443,0.4315097065041262,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,32,separate,-0.174607313722041,1.4957323741043984,-0.002035013205207133,1.0141726097302886,9952.0,23.309810863248074,0.5818645137842325,89.07263828723421
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,32,shared,-0.19147612415161672,1.4788635636748229,-0.0010473050203238666,1.0143478770772791,6128.0,23.19264691323886,0.5810858532096143,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,32,shuffled,-0.2017497008025729,1.4685899870238666,-0.0027636858081804,1.0140198514132295,6128.0,24.68570276490807,0.47937072792110574,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,1,common,-0.2517537506679161,1.4311568486809811,-0.001052191774650357,1.012589379808917,514.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,1,orthogonal,-0.25096390269583047,1.4319466966530667,-0.002052849727631367,1.0127202352293132,517.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,1,random,-0.2499992715111942,1.4329113278377033,-0.0025790006368450664,1.0126110588661092,390.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,1,separate,-0.23692408097895626,1.4459865183699412,-0.0015870654046713669,1.0132605660108176,900.0,1.0,1.0,72.78013652181737
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,1,shared,-0.2516227751936453,1.431287824155252,-0.0016705430239680665,1.013104677807881,517.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,1,shuffled,-0.25073178002292246,1.4321788193259748,-0.002503519401406133,1.0128066694316546,517.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,2,common,-0.2518670103371488,1.4310435890117486,-0.00031412359715790003,1.0125897829430206,645.0,1.9563429971335335,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,2,orthogonal,-0.24997459747664605,1.4329360018722515,-0.002054552913274167,1.0126090024411667,653.0,1.9517209657995265,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,2,random,-0.24916757112890156,1.4337430282199957,-0.0025432780488383335,1.0125989969001683,400.0,1.7504484975229246,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,2,separate,-0.23657651490092943,1.446334084447968,-0.0012902703199849,1.0132604174292397,1162.0,1.831989149520849,1.0,84.27827293801958
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,2,shared,-0.2516595766886491,1.4312510226602482,-0.0011809981190476335,1.0132336152350871,653.0,1.8555630322676435,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,2,shuffled,-0.24988567277472704,1.4330249265741706,-0.0024256863546369667,1.0128476474217694,653.0,1.4242529583023031,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,4,common,-0.25109210064579796,1.4318184987030993,0.00034902563263806665,1.012589538418667,910.0,3.687994895644636,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,4,orthogonal,-0.2472304167113438,1.4356801826375536,-0.0025547965391412666,1.0127507796125357,934.0,3.4121051180948343,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,4,random,-0.24760739083137506,1.4353032085175224,-0.0025938466721939332,1.0126479727884634,432.0,3.117364857544661,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,4,separate,-0.23539669179609957,1.4475139075527979,-0.0006959204770268,1.0132595429723417,1692.0,3.0376330906885607,1.0,85.59039631569952
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,4,shared,-0.2508554660225675,1.4320551333263296,-0.00035198122076783334,1.01325130212326,934.0,3.36963718487173,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,4,shuffled,-0.24790843638117552,1.4350021629677219,-0.0024063846837588665,1.012897934089819,934.0,2.605737849160801,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,8,common,-0.2470894601585568,1.4358211391903406,0.0007054162717336667,1.0125881762674733,1452.0,6.500549741986625,0.9038742285249036,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,8,orthogonal,-0.2421461261865596,1.4407644731623377,-0.0022476595783777332,1.0125288648367097,1532.0,6.457259978456605,0.8948431703526664,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,8,random,-0.24373781509534562,1.4391727842535518,-0.0024338399175052334,1.012617889164298,544.0,6.395639828255516,0.8886892129669074,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,8,separate,-0.2309022006266982,1.4520083987221992,-0.0004697825059102333,1.0132593826859762,2776.0,5.357219359858874,0.9659051697220155,88.7068364129622
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,8,shared,-0.2468169960923525,1.436093603256545,-2.262617567413321e-05,1.0134101101649122,1532.0,5.666327716958339,0.9513941742170776,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,8,shuffled,-0.24443681417458954,1.438473785174308,-0.0023907633200603334,1.012916917676422,1532.0,5.436046188068378,0.9509460493265102,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,16,common,-0.2364932607303769,1.4464173386185204,0.0010364605777581665,1.0125888676351973,2584.0,11.605439919884738,0.7748069552506921,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,16,orthogonal,-0.23188671574361888,1.4510238836052782,-0.002301992243474033,1.012594983099724,2872.0,12.61234326475482,0.6399749572702939,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,16,random,-0.23545774285661591,1.4474528564922815,-0.0025660769797710334,1.0127054301474165,960.0,12.311679337661083,0.6748712091331103,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,16,separate,-0.21946993280184338,1.463440666547054,-0.00021755768804803332,1.013259985538989,5040.0,10.846782068534997,0.8242976426601162,88.79513846066224
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,16,shared,-0.23618097628250767,1.4467296230663897,0.00046681437056579996,1.0133477012863439,2872.0,11.047897782224448,0.809378070903974,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,16,shuffled,-0.23627816750686403,1.4466324318420334,-0.0022143223881025665,1.0128938176445963,2872.0,11.700221658974508,0.7382635417776612,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,32,common,-0.20876978273258961,1.474140816616308,0.0013484007702362331,1.0125870621079014,5040.0,23.52157187744454,0.5753077005793343,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,32,orthogonal,-0.21001476188891377,1.4728958374599834,-0.0026611163540677996,1.0125426553675867,6128.0,25.191421812577243,0.3948825200925226,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,32,random,-0.2154726802377326,1.4674379191111646,-0.0026056464901685005,1.0129303128345402,2560.0,24.79910729361099,0.4579445109027433,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,32,separate,-0.18933956129934618,1.4935710380495513,-0.0005468994108605,1.0132590452098251,9952.0,23.211973391660553,0.5706804757610586,89.408442525622
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,32,shared,-0.20825281079626956,1.4746577885526275,0.0006053569834631333,1.0133514585247434,6128.0,23.360102841506677,0.5647123810181481,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,32,shuffled,-0.2159609761772114,1.4669496231716856,-0.0022417347371538666,1.013003467208695,6128.0,24.41240860170589,0.48255450901343805,0.0
