analysis_fingerprint,data_fingerprint,dataset_pair,profile,computational_seed,latent_dim,model,nll_per_scalar,standardized_nll_per_scalar,one_step_r2,rollout_nrmse,parameter_count,effective_rank,top_k_singular_energy,subspace_angle_degrees
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,2,shuffled,-0.2524783510998513,1.4351272944404982,-0.0031441292723759996,1.0145127246428987,653.0,1.5289094820749167,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,4,common,-0.253016221274693,1.434589424265657,-0.0008074442583815332,1.0141797163980726,910.0,3.435080665182152,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,4,orthogonal,-0.2499432815132887,1.4376623640270612,-0.0027874900278014,1.0142398803927815,934.0,3.3241887059916397,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,4,random,-0.24992408951469613,1.4376815560256537,-0.0032318262361854667,1.0142443561707262,432.0,3.064210974701401,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,4,separate,-0.21717054921697318,1.4704350963233768,-0.0013600111310571666,1.014802104403014,1692.0,3.362348875069436,1.0,89.21228010544064
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,4,shared,-0.2527399425836107,1.434865702956739,-0.0017131185871888334,1.0149867313365826,934.0,3.1275809724730124,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,4,shuffled,-0.25048935356519925,1.4371162919751503,-0.0029698176092166997,1.0144937846305888,934.0,2.7321959029586425,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,8,common,-0.24909399470799712,1.4385116508323526,-0.00025216563589343334,1.014178658220295,1452.0,6.433553202048016,0.9130066624031686,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,8,orthogonal,-0.24543627160289638,1.4421693739374533,-0.0026264029477151667,1.014043071942302,1532.0,6.263426713078708,0.9021131963535546,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,8,random,-0.24638412518322395,1.441221520357126,-0.0032746442857411336,1.0142972104080068,544.0,6.334387531537413,0.9028667347596859,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,8,separate,-0.21293292930879879,1.4746727162315512,-0.0011031511838235667,1.0148018906353642,2776.0,5.631595244999212,0.9497691865811286,89.43254395596652
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,8,shared,-0.24889521967846454,1.438710425861885,-0.0009980881442802,1.015046445173387,1532.0,5.658941392633708,0.9514685404432148,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,8,shuffled,-0.24693414059633392,1.4406715049440157,-0.0029071549408200997,1.0145266116574987,1532.0,5.76600168879753,0.9392743320790841,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,16,common,-0.23920581796309268,1.448399827577257,0.0002918013032834333,1.0141775288388828,2584.0,11.644839613472826,0.7536124413241385,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,16,orthogonal,-0.2346180132869595,1.4529876322533903,-0.0030754062478901,1.014164894237122,2872.0,12.81759174208454,0.6306996657620773,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,16,random,-0.23809371099928178,1.4495119345410679,-0.0032529600666924004,1.014300677646838,960.0,12.32905084653085,0.6777049153361899,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,16,separate,-0.20159447055995508,1.4860111749803948,-0.0006778138588280332,1.014799550099223,5040.0,10.69670051703057,0.8186743530461281,89.59226969322496
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,16,shared,-0.23910916135888763,1.4484964841814623,-4.2570666812033345e-05,1.0149100930274082,2872.0,10.87562048253809,0.7994864367183512,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,16,shuffled,-0.23905557739211777,1.448550068148232,-0.0026435215380482997,1.0144819373314828,2872.0,11.978413296617683,0.7231585245352337,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,32,common,-0.2117335856887181,1.4758720598516317,0.0005425096077614,1.0141753995308742,5040.0,22.903035600087037,0.5851635608339765,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,32,orthogonal,-0.21196442882308816,1.4756412167172615,-0.0036021291828683,1.0141518145330206,6128.0,25.395578632123346,0.38530362367366355,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,32,random,-0.21751208454616053,1.4700935609941892,-0.0031681422063150667,1.014306286929774,2560.0,24.978810183752405,0.4195013426798872,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,32,separate,-0.17089305454647885,1.5167125909938708,-0.0012691979977361,1.0147984441816675,9952.0,23.36321853557408,0.5745151982815319,89.7037246248298
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,32,shared,-0.2114432951940193,1.4761623503463304,5.832307803323337e-05,1.0148952718578832,6128.0,23.227277130005447,0.564416212196754,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,32,shuffled,-0.21916406645375855,1.4684415790865912,-0.0025868386855935665,1.0146377594998568,6128.0,24.516322376728766,0.4757448265518566,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,1,common,-0.24301114901712495,1.4316782328568465,-0.0015114000012999335,1.012962155876209,514.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,1,orthogonal,-0.24196135088187934,1.4327280309920922,-0.0025936261421579,1.0131350784200908,517.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,1,random,-0.24130262135599165,1.4333867605179798,-0.0030313389523018,1.0129806646370636,390.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,1,separate,-0.22915550258022174,1.4455338792937493,-0.0019963090990714333,1.0135394189529048,900.0,1.0,1.0,67.09662076739927
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,1,shared,-0.24295466339663085,1.4317347184773404,-0.0018647231260115998,1.0133672543670553,517.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,1,shuffled,-0.2417505423007749,1.4329388395731961,-0.002970589552612734,1.0131295151593533,517.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,2,common,-0.24297431792313604,1.4317150639508354,-0.0007627841649657999,1.0129616563020394,645.0,1.9451654004527252,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,2,orthogonal,-0.24084238936973104,1.4338469925042403,-0.002843429558428833,1.0130647805585122,653.0,1.8660706958949562,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,2,random,-0.24039203851658608,1.4342973433573851,-0.003029066135293667,1.0129780217100537,400.0,1.5815947995088981,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,2,separate,-0.229071599302238,1.4456177825717331,-0.0015635923875257334,1.013539004422386,1162.0,1.819839895879048,1.0,78.27019603886741
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,2,shared,-0.24283424410427448,1.4318551377696966,-0.0014586884564142001,1.0135354121236149,653.0,1.9125925239781714,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,2,shuffled,-0.24097218166956236,1.433717200204409,-0.0029666777266916335,1.013163161147652,653.0,1.3823914541436924,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,4,common,-0.24169178899080093,1.4329975928831704,-0.0003433512964024,1.0129598212729547,910.0,3.457952992303435,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,4,orthogonal,-0.23867069555500994,1.4360186863189615,-0.0030850061779287333,1.0130913394514565,934.0,3.3815562639540264,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,4,random,-0.2388419520247591,1.435847429849212,-0.0029606442127732666,1.0129578518822682,432.0,3.234359011399709,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,4,separate,-0.2279330227188191,1.4467563591551522,-0.0012204215917934,1.0135375646938336,1692.0,2.7593322483205522,1.0,88.3039048079665
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,4,shared,-0.24159019221070888,1.4330991896632626,-0.0009816663936059666,1.0136319911151717,934.0,3.2440926268546275,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,4,shuffled,-0.23913615966561627,1.4355532222083551,-0.0029034451013919,1.0131950031415908,934.0,2.624911494138818,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,8,common,-0.2379236664214962,1.4367657154524751,-0.00012964366127593332,1.0129595212674094,1452.0,6.173041853506828,0.9163771679949061,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,8,orthogonal,-0.23367812623722392,1.4410112556367476,-0.0023132735606317336,1.0127717583769555,1532.0,6.265870233825598,0.905976687579106,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,8,random,-0.2349237901137631,1.4397655917602084,-0.0030030282200255334,1.0130266412963342,544.0,6.373535022974458,0.8947642016955752,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,8,separate,-0.22366048118504422,1.451028900688927,-0.0007798534345389,1.0135356191985307,2776.0,5.1404238350086064,0.9701103270855457,89.22266161553584
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,8,shared,-0.23783689776276476,1.4368524841112065,-0.0007820655308574667,1.0137552197002362,1532.0,5.581299336801988,0.940493361662556,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,8,shuffled,-0.23517204899215316,1.4395173328818178,-0.0027724671625774995,1.0131805302318806,1532.0,5.601297175961229,0.9454205104610377,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,16,common,-0.22758840811063671,1.4471009737633347,0.00026901462238033323,1.0129585151281086,2584.0,11.19668855503957,0.7788163276337509,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,16,orthogonal,-0.22294554124738727,1.451743840626584,-0.002892669473701367,1.0129276394776263,2872.0,12.467892721587605,0.662009348635998,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,16,random,-0.2269055587621717,1.4477838231117997,-0.0029910814726457334,1.0130369400158798,960.0,12.553533936555644,0.6507537075367623,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,16,separate,-0.21192583985332558,1.4627635420206457,-0.0003065167483475666,1.0135333529792747,5040.0,10.517069948189546,0.8366588510849727,89.24515716630656
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,16,shared,-0.22763670453114704,1.447052677342824,0.00013711923615359993,1.0135602185200117,2872.0,10.724206195954112,0.8065579244025572,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,16,shuffled,-0.22718585017094708,1.4475035317030243,-0.0026629097903207335,1.0132159223880752,2872.0,11.717445117243267,0.7373729766110646,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,32,common,-0.19972250709801295,1.4749668747759583,0.00032826306937600003,1.0129584033998602,5040.0,22.81167715839378,0.594220831227616,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,32,orthogonal,-0.2013855333887783,1.4733038484851928,-0.0034713324749986,1.012963625614028,6128.0,25.31249330044282,0.3966286240596619,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,32,random,-0.2059589092115304,1.4687304726624408,-0.0031921220585922664,1.0131699871035984,2560.0,24.774548073667574,0.44134210668259444,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,32,separate,-0.18213918957480313,1.4925501922991682,-0.0007938582113534333,1.0135370115954307,9952.0,23.30215471345906,0.571303167141212,89.33991087785569
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,32,shared,-0.19968070839704766,1.4750086734769237,0.00016486070003149996,1.0135198685327527,6128.0,23.076232013651254,0.5750467912517302,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,32,shuffled,-0.20704467448458388,1.4676447073893872,-0.0029338880553806666,1.013304492937234,6128.0,24.558334389339933,0.4621852081876063,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,2,1,common,-0.23638429008750717,1.432204542399815,-0.0015671582448944,1.0139510625662727,514.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,2,1,orthogonal,-0.2346711737614556,1.4339176587258666,-0.0027045285122915333,1.0139348364125726,517.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,2,1,random,-0.2341282457350581,1.4344605867522642,-0.003283121044851067,1.0139712160318257,390.0,1.0,1.0,0.0
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,2,1,separate,-0.22420681321951616,1.4443820192678063,-0.0016096920481526334,1.014412429799701,900.0,1.0,1.0,56.800244312988276
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,2,1,shared,-0.2361548135410636,1.4324340189462588,-0.0027159189324224998,1.0148582410689562,517.0,1.0,1.0,0.0
