seed,selection_family,candidate_family,candidate,predictive_variance,selection_nll,candidate_h,candidate_q,candidate_r,selected
39123,fixed,ema,0.02,2.63099307874053,1.8679043626981946,,,,False
39123,fixed,ema,0.05,1.3155772525064957,1.6273261072202114,,,,False
39123,fixed,ema,0.1,0.7666247021515381,1.386627823432727,,,,False
39123,fixed,ema,0.2,0.44994736565962995,1.1416264615823317,,,,False
39123,fixed,ema,0.4,0.2877158475063002,0.9398433441337423,,,,False
39123,fixed,ema,0.7,0.23657568698296663,0.8363188591507965,,,,False
39123,fixed,window,2,0.2558733290845205,0.8817323050696245,,,,False
39123,fixed,window,4,0.32937346881914614,1.0249908060976975,,,,False
39123,fixed,window,8,0.502805038907299,1.21181994634723,,,,False
39123,fixed,window,16,0.8579088987457167,1.4495187638668492,,,,False
39123,fixed,window,32,1.4704878582656697,1.7266097676551995,,,,False
39123,fixed,window,64,2.414620763200146,1.9536305458027343,,,,False
39123,fixed,fixed_jump,0.0025:0.0025:0.01,,0.8425322272440545,0.0025,0.0025,0.01,False
39123,fixed,fixed_jump,0.0025:0.0025:0.04,,0.36703521782051846,0.0025,0.0025,0.04,False
39123,fixed,fixed_jump,0.0025:0.0025:0.16,,0.4936743656834655,0.0025,0.0025,0.16,False
39123,fixed,fixed_jump,0.0025:0.01:0.01,,0.623038103937431,0.0025,0.01,0.01,False
39123,fixed,fixed_jump,0.0025:0.01:0.04,,0.3095984883967362,0.0025,0.01,0.04,False
39123,fixed,fixed_jump,0.0025:0.01:0.16,,0.4715343031109967,0.0025,0.01,0.16,False
39123,fixed,fixed_jump,0.0025:0.04:0.01,,0.4140038442455309,0.0025,0.04,0.01,False
39123,fixed,fixed_jump,0.0025:0.04:0.04,,0.3326540519564392,0.0025,0.04,0.04,False
39123,fixed,fixed_jump,0.0025:0.04:0.16,,0.5232963557750671,0.0025,0.04,0.16,False
39123,fixed,fixed_jump,0.01:0.0025:0.01,,0.7013392878044696,0.01,0.0025,0.01,False
39123,fixed,fixed_jump,0.01:0.0025:0.04,,0.32857137242432427,0.01,0.0025,0.04,False
39123,fixed,fixed_jump,0.01:0.0025:0.16,,0.46418361310324413,0.01,0.0025,0.16,False
39123,fixed,fixed_jump,0.01:0.01:0.01,,0.5307439496305876,0.01,0.01,0.01,False
39123,fixed,fixed_jump,0.01:0.01:0.04,,0.28483638292634245,0.01,0.01,0.04,False
39123,fixed,fixed_jump,0.01:0.01:0.16,,0.45573645124552353,0.01,0.01,0.16,False
39123,fixed,fixed_jump,0.01:0.04:0.01,,0.37407868834959596,0.01,0.04,0.01,False
39123,fixed,fixed_jump,0.01:0.04:0.04,,0.3170233115360587,0.01,0.04,0.04,False
39123,fixed,fixed_jump,0.01:0.04:0.16,,0.5121173249345562,0.01,0.04,0.16,False
39123,fixed,fixed_jump,0.03:0.0025:0.01,,0.586793907181532,0.03,0.0025,0.01,False
39123,fixed,fixed_jump,0.03:0.0025:0.04,,0.30017909052581293,0.03,0.0025,0.04,False
39123,fixed,fixed_jump,0.03:0.0025:0.16,,0.4519052265864422,0.03,0.0025,0.16,False
39123,fixed,fixed_jump,0.03:0.01:0.01,,0.4566835652062846,0.03,0.01,0.01,False
39123,fixed,fixed_jump,0.03:0.01:0.04,,0.27251052696525196,0.03,0.01,0.04,True
39123,fixed,fixed_jump,0.03:0.01:0.16,,0.45505916935254714,0.03,0.01,0.16,False
39123,fixed,fixed_jump,0.03:0.04:0.01,,0.34570921940104643,0.03,0.04,0.01,False
39123,fixed,fixed_jump,0.03:0.04:0.04,,0.31344054981183256,0.03,0.04,0.04,False
39123,fixed,fixed_jump,0.03:0.04:0.16,,0.5148040116349976,0.03,0.04,0.16,False
39123,fixed,fixed_jump,0.06:0.0025:0.01,,0.5198382694926109,0.06,0.0025,0.01,False
39123,fixed,fixed_jump,0.06:0.0025:0.04,,0.2918676867074274,0.06,0.0025,0.04,False
39123,fixed,fixed_jump,0.06:0.0025:0.16,,0.4608891693814024,0.06,0.0025,0.16,False
39123,fixed,fixed_jump,0.06:0.01:0.01,,0.416463212090121,0.06,0.01,0.01,False
39123,fixed,fixed_jump,0.06:0.01:0.04,,0.2763819256339419,0.06,0.01,0.04,False
39123,fixed,fixed_jump,0.06:0.01:0.16,,0.4703364488509545,0.06,0.01,0.16,False
39123,fixed,fixed_jump,0.06:0.04:0.01,,0.3373509556637393,0.06,0.04,0.01,False
39123,fixed,fixed_jump,0.06:0.04:0.04,,0.32445118224446173,0.06,0.04,0.04,False
39123,fixed,fixed_jump,0.06:0.04:0.16,,0.5316896447847883,0.06,0.04,0.16,False
39123,factorized,online_em,0.002:0.08:0.08,,0.14213907086911773,0.002,0.08,0.08,False
39123,factorized,online_em,0.002:0.08:0.2,,0.13980985622607098,0.002,0.08,0.2,False
39123,factorized,online_em,0.002:0.08:0.5,,0.16312165511219628,0.002,0.08,0.5,False
39123,factorized,online_em,0.002:0.2:0.08,,0.12245545409491404,0.002,0.2,0.08,False
39123,factorized,online_em,0.002:0.2:0.2,,0.10068226575711779,0.002,0.2,0.2,False
39123,factorized,online_em,0.002:0.2:0.5,,0.11958058165176237,0.002,0.2,0.5,False
39123,factorized,online_em,0.002:0.5:0.08,,0.11166164978625903,0.002,0.5,0.08,False
39123,factorized,online_em,0.002:0.5:0.2,,0.07717737011840149,0.002,0.5,0.2,False
39123,factorized,online_em,0.002:0.5:0.5,,0.10337258643303071,0.002,0.5,0.5,False
39123,factorized,online_em,0.01:0.08:0.08,,0.14375978557230656,0.01,0.08,0.08,False
39123,factorized,online_em,0.01:0.08:0.2,,0.13921343630196784,0.01,0.08,0.2,False
39123,factorized,online_em,0.01:0.08:0.5,,0.16239983313608922,0.01,0.08,0.5,False
39123,factorized,online_em,0.01:0.2:0.08,,0.12215121595107568,0.01,0.2,0.08,False
39123,factorized,online_em,0.01:0.2:0.2,,0.09955155224222118,0.01,0.2,0.2,False
39123,factorized,online_em,0.01:0.2:0.5,,0.11863821321193325,0.01,0.2,0.5,False
39123,factorized,online_em,0.01:0.5:0.08,,0.10866864644773362,0.01,0.5,0.08,False
39123,factorized,online_em,0.01:0.5:0.2,,0.0747919974695057,0.01,0.5,0.2,True
39123,factorized,online_em,0.01:0.5:0.5,,0.10273843590556264,0.01,0.5,0.5,False
