seed,method,event_index,sequence_id,cell,window,n_samples,nll,latent_mse
43004,learned_event_learned_qr,27,0,110,1,1,0.2944757621294556,0.003712943729360846
43004,learned_event_learned_qr,27,0,110,4,4,-0.09983764413220794,0.0017012859885779733
43004,learned_event_learned_qr,27,0,110,8,4,-0.09983764413220794,0.0017012859885779733
43004,learned_event_learned_qr,27,0,110,16,4,-0.09983764413220794,0.0017012859885779733
43004,learned_event_learned_qr,32,0,110,1,1,0.039519323041550404,0.006748220814492706
43004,learned_event_learned_qr,32,0,110,4,4,0.10945258630477414,0.02905322525981641
43004,learned_event_learned_qr,32,0,110,8,8,0.03169820060092016,0.030528195850977432
43004,learned_event_learned_qr,32,0,110,16,11,0.14418707153509722,0.0356636682040258
43004,learned_event_learned_qr,44,0,110,1,1,0.4449560251334731,0.00013121102818550482
43004,learned_event_learned_qr,44,0,110,4,4,0.42505920313109535,0.011826846823370544
43004,learned_event_learned_qr,44,0,110,8,8,0.4959894710855563,0.01765884607005827
43004,learned_event_learned_qr,44,0,110,16,11,0.3477053324939852,0.013967241927009029
43004,learned_event_learned_qr,56,0,110,1,1,0.36074720394708726,0.0017150378867846368
43004,learned_event_learned_qr,56,0,110,4,4,0.15595351095065316,0.009616848357397297
43004,learned_event_learned_qr,56,0,110,8,8,0.41296415329193603,0.042553468268875454
43004,learned_event_learned_qr,56,0,110,16,8,0.41296415329193603,0.042553468268875454
43004,learned_event_learned_qr,65,0,110,1,1,0.09867188364632272,0.013398728930822076
43004,learned_event_learned_qr,65,0,110,4,2,0.19699547903747391,0.018486900222363968
43004,learned_event_learned_qr,65,0,110,8,2,0.19699547903747391,0.018486900222363968
43004,learned_event_learned_qr,65,0,110,16,2,0.19699547903747391,0.018486900222363968
43004,learned_event_learned_qr,68,0,110,1,1,-0.16132172912121776,0.00035508650922163714
43004,learned_event_learned_qr,68,0,110,4,4,-0.12009446371864599,0.0034156540357898253
43004,learned_event_learned_qr,68,0,110,8,8,0.1356793862559292,0.03614667714596618
43004,learned_event_learned_qr,68,0,110,16,16,0.0971058768692064,0.028612742932260647
43004,learned_event_learned_qr,88,0,110,1,1,0.7642221907144015,0.016845980576676748
43004,learned_event_learned_qr,88,0,110,4,4,0.268780472207136,0.017492110211030053
43004,learned_event_learned_qr,88,0,110,8,8,0.042544408208098156,0.011073985213410489
43004,learned_event_learned_qr,88,0,110,16,16,-0.1359110885372502,0.007398459675668833
43004,learned_event_learned_qr,119,0,110,1,1,0.11099254673827232,0.050572255550120924
43004,learned_event_learned_qr,119,0,110,4,4,0.512151358805113,0.024800243504693675
43004,learned_event_learned_qr,119,0,110,8,7,0.21268213782975715,0.015406723715029139
43004,learned_event_learned_qr,119,0,110,16,7,0.21268213782975715,0.015406723715029139
43004,learned_event_learned_qr,127,0,110,1,1,-0.005615583127644625,0.0011426767396061181
43004,learned_event_learned_qr,127,0,110,4,4,0.2278692530935383,0.009423833626630898
43004,learned_event_learned_qr,127,0,110,8,8,1.228942128556293,0.03963197455115432
43004,learned_event_learned_qr,127,0,110,16,16,1.089426795433655,0.056128014640477286
43004,learned_event_learned_qr,153,0,011,1,1,0.30377475927918585,0.07506286942465841
43004,learned_event_learned_qr,153,0,011,4,4,1.4169160935657519,0.037281585456288395
43004,learned_event_learned_qr,153,0,011,8,8,1.3676822605294385,0.035888294251121056
43004,learned_event_learned_qr,153,0,011,16,16,1.2910032389553951,0.09374761960895668
43004,learned_event_learned_qr,276,0,110,1,1,0.13384199695936247,0.04356726173503824
43004,learned_event_learned_qr,276,0,110,4,4,-0.007689349404002843,0.017874974629606962
43004,learned_event_learned_qr,276,0,110,8,8,0.0359890307952702,0.02424547124516057
43004,learned_event_learned_qr,276,0,110,16,16,0.040043864650864985,0.019872139597369783
43004,learned_event_learned_qr,311,0,110,1,1,-0.276300192968541,0.018159543024277577
43004,learned_event_learned_qr,311,0,110,4,4,-0.12637343639294807,0.007831762726217342
43004,learned_event_learned_qr,311,0,110,8,8,0.06382804192819527,0.0084495297636073
43004,learned_event_learned_qr,311,0,110,16,11,-0.005392642273303872,0.009540080604349887
43004,learned_event_learned_qr,323,0,110,1,1,-0.13120343702141274,0.006657183099037309
43004,learned_event_learned_qr,323,0,110,4,2,-0.25592431384461933,0.004624170113304134
43004,learned_event_learned_qr,323,0,110,8,2,-0.25592431384461933,0.004624170113304134
43004,learned_event_learned_qr,323,0,110,16,2,-0.25592431384461933,0.004624170113304134
43004,learned_event_learned_qr,326,0,110,1,1,0.6619999347698073,0.03953302220188993
43004,learned_event_learned_qr,326,0,110,4,4,-0.17162425327973407,0.014271563324169149
43004,learned_event_learned_qr,326,0,110,8,6,-0.2887596245746343,0.01105434997880954
43004,learned_event_learned_qr,326,0,110,16,6,-0.2887596245746343,0.01105434997880954
43004,learned_event_learned_qr,333,0,110,1,1,3.3795024851923166,0.0932437815152806
43004,learned_event_learned_qr,333,0,110,4,4,0.8704019413459396,0.032422151301316586
43004,learned_event_learned_qr,333,0,110,8,5,0.6657984094685431,0.03459961529517285
43004,learned_event_learned_qr,333,0,110,16,5,0.6657984094685431,0.03459961529517285
43004,learned_event_learned_qr,339,0,110,1,1,-0.2025108839566506,0.00013552037036232553
43004,learned_event_learned_qr,339,0,110,4,4,-0.3097183954265254,0.008512347947035596
43004,learned_event_learned_qr,339,0,110,8,4,-0.3097183954265254,0.008512347947035596
43004,learned_event_learned_qr,339,0,110,16,4,-0.3097183954265254,0.008512347947035596
43004,learned_event_learned_qr,344,0,110,1,1,0.3160018446537303,0.05303161379615111
43004,learned_event_learned_qr,344,0,110,4,4,0.730595813907539,0.03847023754308236
43004,learned_event_learned_qr,344,0,110,8,8,0.4311570076928188,0.02587078070336621
43004,learned_event_learned_qr,344,0,110,16,16,0.4224378974240478,0.01740774087900261
43004,learned_event_learned_qr,396,0,101,1,1,0.7863078734992743,0.26239709939411077
43004,learned_event_learned_qr,396,0,101,4,2,1.714403408190781,0.1318401555366882
43004,learned_event_learned_qr,396,0,101,8,2,1.714403408190781,0.1318401555366882
43004,learned_event_learned_qr,396,0,101,16,2,1.714403408190781,0.1318401555366882
43004,learned_event_learned_qr,399,0,101,1,1,0.30364723677708055,0.08951655158690616
43004,learned_event_learned_qr,399,0,101,4,4,0.31295952196825916,0.08262960960712137
43004,learned_event_learned_qr,399,0,101,8,8,0.25000897618574097,0.04495239633207396
43004,learned_event_learned_qr,399,0,101,16,16,0.5704625858451836,0.0373630424536721
43004,learned_event_learned_qr,434,0,101,1,1,0.3074873469161401,0.5351119308232409
43004,learned_event_learned_qr,434,0,101,4,4,2.81414774162864,0.25635071678364774
43004,learned_event_learned_qr,434,0,101,8,4,2.81414774162864,0.25635071678364774
43004,learned_event_learned_qr,434,0,101,16,4,2.81414774162864,0.25635071678364774
43004,learned_event_learned_qr,439,0,101,1,1,1.7284537364824126,0.1406372639585774
43004,learned_event_learned_qr,439,0,101,4,4,1.006216394784204,0.05292564192019178
43004,learned_event_learned_qr,439,0,101,8,8,0.7250157986684743,0.031838343951253255
43004,learned_event_learned_qr,439,0,101,16,16,0.4787616631777099,0.01987587221171542
43004,learned_event_learned_qr,463,0,101,1,1,0.4391932286193956,0.031784083431087885
43004,learned_event_learned_qr,463,0,101,4,4,1.0641254226032404,0.061937453238331074
43004,learned_event_learned_qr,463,0,101,8,8,0.8208225581072922,0.04428638867064322
43004,learned_event_learned_qr,463,0,101,16,11,0.9959661577783887,0.046193901385029726
43004,learned_event_learned_qr,475,0,101,1,1,4.130796346724816,0.0034651227278921816
43004,learned_event_learned_qr,475,0,101,4,4,1.541333698644143,0.10654290332513111
43004,learned_event_learned_qr,475,0,101,8,8,1.3110794996949193,0.10084054253642134
43004,learned_event_learned_qr,475,0,101,16,10,1.2386337167534733,0.08287330874706142
43004,learned_event_learned_qr,486,0,101,1,1,0.6022947284077859,4.621829268056635e-05
43004,learned_event_learned_qr,486,0,101,4,4,0.687550722633271,0.027264943801226647
43004,learned_event_learned_qr,486,0,101,8,8,0.7981507794663859,0.07161784443659659
43004,learned_event_learned_qr,486,0,101,16,16,0.7916249587767139,0.052196109185021114
43004,learned_event_learned_qr,504,0,101,1,1,1.2429915838594883,0.07786846395979269
43004,learned_event_learned_qr,504,0,101,4,4,0.6392566211367265,0.02729359615525637
43004,learned_event_learned_qr,504,0,101,8,8,0.7656163446675135,0.042873453266384656
43004,learned_event_learned_qr,504,0,101,16,9,0.8591519593330453,0.04013813343675601
43004,learned_event_learned_qr,514,0,101,1,1,0.5020253905455392,0.35151999872063466
43004,learned_event_learned_qr,514,0,101,4,4,0.9512581479988982,0.09439189997497331
43004,learned_event_learned_qr,514,0,101,8,8,0.7912705661085431,0.07511287748621036
43004,learned_event_learned_qr,514,0,101,16,16,0.8383890733911703,0.08689261613564137
43004,learned_event_learned_qr,535,0,101,1,1,1.7318144608672397,0.03398416598893998
43004,learned_event_learned_qr,535,0,101,4,4,0.8407345658542147,0.0711238438055074
43004,learned_event_learned_qr,535,0,101,8,8,0.6525368796704499,0.07085297294935497
43004,learned_event_learned_qr,535,0,101,16,13,0.5373424810495611,0.05907386262101387
43004,learned_event_learned_qr,549,0,101,1,1,0.4955523234233023,0.00020063079639085429
43004,learned_event_learned_qr,549,0,101,4,4,0.44528104723898043,0.009955598267292316
43004,learned_event_learned_qr,549,0,101,8,8,0.679024476353283,0.038808393064710914
43004,learned_event_learned_qr,549,0,101,16,10,0.6098620816472107,0.03516101105205473
43004,learned_event_learned_qr,561,0,101,1,1,3.7417558979030363,0.0075952190127822426
43004,learned_event_learned_qr,561,0,101,4,4,1.849951108712411,0.05206781928918863
43004,learned_event_learned_qr,561,0,101,8,8,1.323995136319388,0.052171015744023386
43004,learned_event_learned_qr,561,0,101,16,16,1.0269098443555105,0.07010756012275685
43004,learned_event_learned_qr,585,0,101,1,1,0.3794173198460571,0.46506978561992457
43004,learned_event_learned_qr,585,0,101,4,2,0.3607406982480924,0.4685634534114718
43004,learned_event_learned_qr,585,0,101,8,2,0.3607406982480924,0.4685634534114718
43004,learned_event_learned_qr,585,0,101,16,2,0.3607406982480924,0.4685634534114718
43004,learned_event_learned_qr,588,0,101,1,1,0.7070551349152381,0.021308131545240003
43004,learned_event_learned_qr,588,0,101,4,3,0.5026493384508,0.008496706651927461
43004,learned_event_learned_qr,588,0,101,8,3,0.5026493384508,0.008496706651927461
43004,learned_event_learned_qr,588,0,101,16,3,0.5026493384508,0.008496706651927461
43004,learned_event_learned_qr,592,0,101,1,1,0.3986978472922521,0.03233911470415154
43004,learned_event_learned_qr,592,0,101,4,4,0.430347065026206,0.08034243769905519
43004,learned_event_learned_qr,592,0,101,8,8,0.47252343837363897,0.049329945468605904
43004,learned_event_learned_qr,592,0,101,16,16,0.6823433131285752,0.05832251026728895
43004,learned_event_learned_qr,611,0,101,1,1,0.7925706583112806,0.043693524835845925
43004,learned_event_learned_qr,611,0,101,4,4,0.534005847996781,0.01898703047714431
43004,learned_event_learned_qr,611,0,101,8,8,0.5441482887971932,0.034857474953339566
43004,learned_event_learned_qr,611,0,101,16,13,0.4396788718825025,0.030138087869151103
43004,learned_event_learned_qr,625,0,101,1,1,0.7379690170978438,0.5202553769714117
43004,learned_event_learned_qr,625,0,101,4,4,0.698458302756964,0.25609330966141264
43004,learned_event_learned_qr,625,0,101,8,8,0.6310527278972918,0.18185085889804284
43004,learned_event_learned_qr,625,0,101,16,16,0.8698807985768144,0.10446771078203396
43004,learned_event_learned_qr,644,0,111,1,1,0.6396607950308887,0.060284442609326465
43004,learned_event_learned_qr,644,0,111,4,4,0.5760802088828364,0.023596928978745588
43004,learned_event_learned_qr,644,0,111,8,8,0.8117767334642589,0.01887482968320635
43004,learned_event_learned_qr,644,0,111,16,16,0.8715956740854228,0.025948199425620613
43004,learned_event_learned_qr,682,0,111,1,1,0.6574904556133715,0.7321884594339311
43004,learned_event_learned_qr,682,0,111,4,4,0.8466083736843756,0.2521249453369858
