seed,method,event_index,sequence_id,cell,window,n_samples,nll,latent_mse
43007,learned_event_learned_qr,21,0,101,1,1,0.017944755583967256,0.1941815903728752
43007,learned_event_learned_qr,21,0,101,4,4,0.8761494984443995,0.09325634892191151
43007,learned_event_learned_qr,21,0,101,8,8,0.7649909331910467,0.08878056942793802
43007,learned_event_learned_qr,21,0,101,16,16,0.7082909573704486,0.050657046894701144
43007,learned_event_learned_qr,47,0,101,1,1,0.833249932014031,0.2823545056670582
43007,learned_event_learned_qr,47,0,101,4,4,0.9516802599536192,0.0948265816286233
43007,learned_event_learned_qr,47,0,101,8,8,0.6883501398541638,0.06450861400571033
43007,learned_event_learned_qr,47,0,101,16,16,0.8508488868911229,0.06644737403368177
43007,learned_event_learned_qr,69,0,101,1,1,0.6088362516161672,0.004584062296804951
43007,learned_event_learned_qr,69,0,101,4,3,0.47919730220986917,0.002417163915961669
43007,learned_event_learned_qr,69,0,101,8,3,0.47919730220986917,0.002417163915961669
43007,learned_event_learned_qr,69,0,101,16,3,0.47919730220986917,0.002417163915961669
43007,learned_event_learned_qr,74,0,101,1,1,0.3852394883535394,0.010173633715249713
43007,learned_event_learned_qr,74,0,101,4,4,0.43230302178158964,0.013442357516790938
43007,learned_event_learned_qr,74,0,101,8,8,0.672702869918198,0.019859803580610833
43007,learned_event_learned_qr,74,0,101,16,16,0.7057428342838956,0.06833959311009984
43007,learned_event_learned_qr,118,0,111,1,1,1.4474779982897026,0.004556026861638831
43007,learned_event_learned_qr,118,0,111,4,4,1.9013440244234874,0.1635422417852138
43007,learned_event_learned_qr,118,0,111,8,8,1.415161193459847,0.15253320874186482
43007,learned_event_learned_qr,118,0,111,16,16,1.1678202406635227,0.09763026407965808
43007,learned_event_learned_qr,136,0,111,1,1,1.1678125174606746,0.009952932482905406
43007,learned_event_learned_qr,136,0,111,4,4,1.4746152628475477,0.1402471359307001
43007,learned_event_learned_qr,136,0,111,8,8,1.0863159932299646,0.09949600319230512
43007,learned_event_learned_qr,136,0,111,16,16,0.8997232337265394,0.07063333441185808
43007,learned_event_learned_qr,155,0,111,1,1,0.29027426706085585,0.03939037932065709
43007,learned_event_learned_qr,155,0,111,4,4,0.6391963393611435,0.02411216649345903
43007,learned_event_learned_qr,155,0,111,8,8,0.6875126880602868,0.046487155272088215
43007,learned_event_learned_qr,155,0,111,16,16,0.7730261857358023,0.040528024485810714
43007,learned_event_learned_qr,265,0,111,1,1,0.303764738158778,0.3709446909663191
43007,learned_event_learned_qr,265,0,111,4,4,1.2139141533495825,0.15701483874983407
43007,learned_event_learned_qr,265,0,111,8,8,0.9749186133815049,0.09094113331480522
43007,learned_event_learned_qr,265,0,111,16,16,1.0695948495924479,0.06625536361773905
43007,learned_event_learned_qr,319,0,111,1,1,0.26388304991858524,0.04682642242042769
43007,learned_event_learned_qr,319,0,111,4,4,0.5582126202001357,0.030880092815318193
43007,learned_event_learned_qr,319,0,111,8,8,0.6063595830291721,0.022593622161174776
43007,learned_event_learned_qr,319,0,111,16,16,0.554846833655826,0.04329306066471192
43007,learned_event_learned_qr,348,0,111,1,1,0.8057304601166347,0.27690642827858397
43007,learned_event_learned_qr,348,0,111,4,4,1.5731947707975897,0.10393263575759337
43007,learned_event_learned_qr,348,0,111,8,8,1.0050491978201184,0.06775901858858305
43007,learned_event_learned_qr,348,0,111,16,16,0.6729679031936775,0.06469253583085921
43007,learned_event_learned_qr,374,0,101,1,1,0.5593510096971385,0.003377731708285397
43007,learned_event_learned_qr,374,0,101,4,4,0.43029009235111537,0.017820802760627412
43007,learned_event_learned_qr,374,0,101,8,8,0.47748289583275855,0.027939562702617327
43007,learned_event_learned_qr,374,0,101,16,16,0.43150052809464445,0.016313801952581197
43007,learned_event_learned_qr,403,0,101,1,1,0.3821121353516437,0.029592824268025293
43007,learned_event_learned_qr,403,0,101,4,4,0.910493990722153,0.02762335128235715
43007,learned_event_learned_qr,403,0,101,8,8,0.906333702456793,0.026106070898680125
43007,learned_event_learned_qr,403,0,101,16,9,0.9758297445895927,0.028151132153717475
43007,learned_event_learned_qr,413,0,101,1,1,0.6433075027359093,0.015485971590067977
43007,learned_event_learned_qr,413,0,101,4,4,0.7273253827787173,0.07768095505741346
43007,learned_event_learned_qr,413,0,101,8,8,0.9453544800384306,0.05099788917958435
43007,learned_event_learned_qr,413,0,101,16,8,0.9453544800384306,0.05099788917958435
43007,learned_event_learned_qr,422,0,011,1,1,0.957920277460719,0.06765949398272524
43007,learned_event_learned_qr,422,0,011,4,4,1.3642903837503617,0.16170819699963188
43007,learned_event_learned_qr,422,0,011,8,8,1.2222352904862825,0.11684636068886846
43007,learned_event_learned_qr,422,0,011,16,16,0.9754781644372963,0.09270349548093594
43007,learned_event_learned_qr,447,0,011,1,1,0.4978378603411025,0.04250643372603767
43007,learned_event_learned_qr,447,0,011,4,4,0.8615885555239289,0.15695441509733138
43007,learned_event_learned_qr,447,0,011,8,8,0.774322882487199,0.09269079057951926
43007,learned_event_learned_qr,447,0,011,16,16,0.9049911270961926,0.0736400884193613
43007,learned_event_learned_qr,552,0,110,1,1,0.20103717514098704,0.0006519490521892164
43007,learned_event_learned_qr,552,0,110,4,1,0.20103717514098704,0.0006519490521892164
43007,learned_event_learned_qr,552,0,110,8,1,0.20103717514098704,0.0006519490521892164
43007,learned_event_learned_qr,552,0,110,16,1,0.20103717514098704,0.0006519490521892164
43007,learned_event_learned_qr,554,0,110,1,1,0.3461682951907538,0.005117875119343376
43007,learned_event_learned_qr,554,0,110,4,4,0.1596422198523402,0.004032458181433156
43007,learned_event_learned_qr,554,0,110,8,8,0.166161876930956,0.0032330505056160715
43007,learned_event_learned_qr,554,0,110,16,16,0.012042494742023152,0.003347934077890565
43007,learned_event_learned_qr,573,0,110,1,1,0.3485407225526548,0.0012111180896751622
43007,learned_event_learned_qr,573,0,110,4,1,0.3485407225526548,0.0012111180896751622
