seed,method,block_id,sequence_id,previous_cell,cell,window,n_samples,nll,latent_mse
43007,learned_event_learned_qr,1,0,101,111,1,1,0.6596704408975964,0.0015618903117918413
43007,learned_event_learned_qr,1,0,101,111,4,4,0.6525945228431939,0.061537367430350876
43007,learned_event_learned_qr,1,0,101,111,8,8,0.49423485874483175,0.06663221237201143
43007,learned_event_learned_qr,1,0,101,111,16,16,0.4415936503599659,0.05715097850221833
43007,learned_event_learned_qr,2,0,111,011,1,1,0.4093355229286437,0.19547307991217924
43007,learned_event_learned_qr,2,0,111,011,4,4,0.73582903675943,0.06886214405071739
43007,learned_event_learned_qr,2,0,111,011,8,8,0.7331981027251178,0.0505523305710496
43007,learned_event_learned_qr,2,0,111,011,16,16,0.8671295972206096,0.04416100634385234
43007,learned_event_learned_qr,3,0,011,111,1,1,0.5566387354761319,0.05173960813720372
43007,learned_event_learned_qr,3,0,011,111,4,4,0.2595187016059499,0.052318117071372086
43007,learned_event_learned_qr,3,0,011,111,8,8,0.5264131970525697,0.07028227965160254
43007,learned_event_learned_qr,3,0,011,111,16,16,1.180557874388779,0.09329806050923206
43007,learned_event_learned_qr,4,0,111,101,1,1,0.499074320213727,0.06579489525834722
43007,learned_event_learned_qr,4,0,111,101,4,4,0.546690281503303,0.03063254002640036
43007,learned_event_learned_qr,4,0,111,101,8,8,0.4117847789359127,0.024900798655271075
43007,learned_event_learned_qr,4,0,111,101,16,16,0.3637513835631093,0.05300781753217815
43007,learned_event_learned_qr,5,0,101,011,1,1,0.6519275870273613,0.19695366390673935
43007,learned_event_learned_qr,5,0,101,011,4,4,1.111992172397231,0.09583964607289634
43007,learned_event_learned_qr,5,0,101,011,8,8,1.5923760547621322,0.1133695491937956
43007,learned_event_learned_qr,5,0,101,011,16,16,1.382630241913472,0.11583668632156123
43007,learned_event_learned_qr,6,0,011,110,1,1,0.2517437500184969,0.007113873046373578
43007,learned_event_learned_qr,6,0,011,110,4,4,0.40434285560236594,0.016415555303406694
43007,learned_event_learned_qr,6,0,011,110,8,8,0.28671721619620893,0.01268848317710139
43007,learned_event_learned_qr,6,0,011,110,16,16,0.9137705861755652,0.01050995035462776
43007,learned_event_learned_qr,7,0,110,101,1,1,5.49394422799581,0.0022376042383854553
43007,learned_event_learned_qr,7,0,110,101,4,4,2.102819933350437,0.008604166403291934
43007,learned_event_learned_qr,7,0,110,101,8,8,1.146196337419911,0.009783925375031196
