experiment,profile,n_seeds,panel_complete,feedback_access_audit_passed,scale_decision,claim_classification,mean_reward_only_minus_fixed,mean_reward_only_minus_random,mean_oracle_opportunity,mean_oracle_gain_retained,mean_reliability_crossover,mean_associative_query_specificity,mean_selector_choice_accuracy,mean_memory_pressure_spearman,positive_seed_fraction,both_winners_seed_fraction,fixed_best_mean_accuracy,query_shuffled_mean_accuracy,high_rank_carrier_claimed,strong_baseline_claimed,reward_only_over_train_fixed_best_ci_lower,reward_only_over_train_fixed_best_ci_upper,reward_only_over_train_fixed_best_raw_p,reward_only_over_train_fixed_best_threshold,reliability_crossover_ci_lower,reliability_crossover_ci_upper,reliability_crossover_raw_p,reliability_crossover_threshold,associative_query_specificity_ci_lower,associative_query_specificity_ci_upper,associative_query_specificity_raw_p,associative_query_specificity_threshold,oracle_gain_retention_ci_lower,oracle_gain_retention_ci_upper,oracle_gain_retention_raw_p,oracle_gain_retention_threshold,reward_only_over_train_fixed_best_holm_p,reliability_crossover_holm_p,associative_query_specificity_holm_p,oracle_gain_retention_holm_p
exp31_hidden_reliability_reward_selector,formal,30,True,True,formal-complete,support,0.04720775462962964,0.04794560185185185,0.09968894675925928,0.4731953441747045,0.3960937500000001,0.34670138888888885,0.9496913580246912,-0.970825589206576,1.0,1.0,0.749095775462963,0.49931278935185186,False,False,0.045912905092592604,0.04853395061728394,9.99990000099999e-06,0.02,0.38593749999999993,0.40607638888888886,9.99990000099999e-06,0.1,0.34010416666666676,0.3532986111111111,9.99990000099999e-06,0.05,0.021224561149691366,0.023380232445987643,9.99990000099999e-06,0.0,3.999960000399996e-05,3.999960000399996e-05,3.999960000399996e-05,3.999960000399996e-05
