seed,run_path,run_status,condition_failures,condition_invalid
3400,/home/spco/sow_linear/exp34_runs/smoke_v5_official_video_exclusion/runs/exp34_orbit_causal_consensus/seed_3400/20260723T185502.674999Z_smoke,complete,0,0
3401,/home/spco/sow_linear/exp34_runs/smoke_v5_official_video_exclusion/runs/exp34_orbit_causal_consensus/seed_3401/20260723T185502.680162Z_smoke,complete,0,0
3402,/home/spco/sow_linear/exp34_runs/smoke_v5_official_video_exclusion/runs/exp34_orbit_causal_consensus/seed_3402/20260723T185502.678507Z_smoke,complete,0,0
