branch,tip_sha,path,blob_sha,bytes,materialized_path,archive_member,archive_format,retention
agent/real-lowdim-validation,71f980bbf2a93872e5e2ad47b866f0aaec67d396,results/raw_metrics.csv,ca8070885cfcec2e72b0db5dd2dc9aeddc633162,29417930,results/history/branch_snapshots/real-lowdim-validation/raw_metrics.csv.tar.gz,local_plasticity_gated_dynamics/results/raw_metrics.csv,tar.gz,Materialized as a deterministic compressed historical archive and verified against the original Git blob
