panel,comparison,endpoint,mean_nll_gain,positive_seeds,n_seeds
all_blocks_including_sequence_initialization,selected_fixed_minus_factorized_nll,early_nll,0.06111336013628562,24,30
all_blocks_including_sequence_initialization,selected_fixed_minus_factorized_nll,late_nll,0.35315433572846516,30,30
all_blocks_including_sequence_initialization,seen_mode_imm_minus_factorized_nll,early_nll,-0.08669827528932655,2,30
all_blocks_including_sequence_initialization,seen_mode_imm_minus_factorized_nll,late_nll,0.08191536801844329,29,30
transition_blocks_only,selected_fixed_minus_factorized_nll,early_nll,0.05595757109738451,24,30
transition_blocks_only,selected_fixed_minus_factorized_nll,late_nll,0.3538713473802577,30,30
transition_blocks_only,seen_mode_imm_minus_factorized_nll,early_nll,-0.08752313656232821,4,30
transition_blocks_only,seen_mode_imm_minus_factorized_nll,late_nll,0.08315263870785343,29,30
