seed,cell,comparison,nll_gain
39100,011,seen_mode_imm_minus_factorized_nll,0.03410220512472484
39101,011,seen_mode_imm_minus_factorized_nll,-0.00670814083676774
39102,011,seen_mode_imm_minus_factorized_nll,0.02105934701352785
39103,011,seen_mode_imm_minus_factorized_nll,0.0644385439065922
39104,011,seen_mode_imm_minus_factorized_nll,0.06907714910415541
39105,011,seen_mode_imm_minus_factorized_nll,0.00938621686153418
39106,011,seen_mode_imm_minus_factorized_nll,0.03563605869790287
39107,011,seen_mode_imm_minus_factorized_nll,0.04162732942653524
39108,011,seen_mode_imm_minus_factorized_nll,0.07238639978757211
39109,011,seen_mode_imm_minus_factorized_nll,0.057491232614970245
39110,011,seen_mode_imm_minus_factorized_nll,0.04281768684132803
39111,011,seen_mode_imm_minus_factorized_nll,0.03130009388484423
39112,011,seen_mode_imm_minus_factorized_nll,0.04361015029989379
39113,011,seen_mode_imm_minus_factorized_nll,0.04364660784942498
39114,011,seen_mode_imm_minus_factorized_nll,0.04344059388514143
39115,011,seen_mode_imm_minus_factorized_nll,0.056981307459902264
39116,011,seen_mode_imm_minus_factorized_nll,0.004084181051132285
39117,011,seen_mode_imm_minus_factorized_nll,0.06738798756120867
39118,011,seen_mode_imm_minus_factorized_nll,0.05354165755246465
39119,011,seen_mode_imm_minus_factorized_nll,0.05271395645605548
39120,011,seen_mode_imm_minus_factorized_nll,0.0766169643828527
39121,011,seen_mode_imm_minus_factorized_nll,0.023145039654617894
39122,011,seen_mode_imm_minus_factorized_nll,0.0461028108299254
39123,011,seen_mode_imm_minus_factorized_nll,-0.004922788727543925
39124,011,seen_mode_imm_minus_factorized_nll,-0.06316630747393659
39125,011,seen_mode_imm_minus_factorized_nll,0.13222391939440847
39126,011,seen_mode_imm_minus_factorized_nll,0.028675385482075044
39127,011,seen_mode_imm_minus_factorized_nll,0.05521383848348871
39128,011,seen_mode_imm_minus_factorized_nll,0.03313267858056157
39129,011,seen_mode_imm_minus_factorized_nll,0.1133613668688811
39100,101,seen_mode_imm_minus_factorized_nll,0.008104276361188045
39101,101,seen_mode_imm_minus_factorized_nll,0.0333287344336739
39102,101,seen_mode_imm_minus_factorized_nll,0.019545278475486927
39103,101,seen_mode_imm_minus_factorized_nll,0.07166396931590457
39104,101,seen_mode_imm_minus_factorized_nll,0.01645261111562424
39105,101,seen_mode_imm_minus_factorized_nll,-0.012348013841289474
39106,101,seen_mode_imm_minus_factorized_nll,0.025736354901878533
39107,101,seen_mode_imm_minus_factorized_nll,0.011775753766522179
39108,101,seen_mode_imm_minus_factorized_nll,0.04015453764220578
39109,101,seen_mode_imm_minus_factorized_nll,0.08178428212641475
39110,101,seen_mode_imm_minus_factorized_nll,0.05320639740897848
39111,101,seen_mode_imm_minus_factorized_nll,0.0006179601695568415
39112,101,seen_mode_imm_minus_factorized_nll,0.045489442295301385
39113,101,seen_mode_imm_minus_factorized_nll,0.049066269140993324
39114,101,seen_mode_imm_minus_factorized_nll,0.0005154475604720599
39115,101,seen_mode_imm_minus_factorized_nll,0.04894310560647264
39116,101,seen_mode_imm_minus_factorized_nll,-0.07144463686343261
39117,101,seen_mode_imm_minus_factorized_nll,0.007193169126931798
39118,101,seen_mode_imm_minus_factorized_nll,-0.012632569438999375
39119,101,seen_mode_imm_minus_factorized_nll,0.051442458367646715
39120,101,seen_mode_imm_minus_factorized_nll,-0.01141371790454726
39121,101,seen_mode_imm_minus_factorized_nll,-0.0023389865205072358
39122,101,seen_mode_imm_minus_factorized_nll,-0.0032189553100234747
39123,101,seen_mode_imm_minus_factorized_nll,-0.020618166773573088
39124,101,seen_mode_imm_minus_factorized_nll,0.03705122577718867
39125,101,seen_mode_imm_minus_factorized_nll,0.06620240613073392
39126,101,seen_mode_imm_minus_factorized_nll,-0.001866679242216951
39127,101,seen_mode_imm_minus_factorized_nll,0.024029921456107273
39128,101,seen_mode_imm_minus_factorized_nll,0.03191506002380806
39129,101,seen_mode_imm_minus_factorized_nll,0.040416656194669054
39100,110,seen_mode_imm_minus_factorized_nll,-0.002431588135816176
39101,110,seen_mode_imm_minus_factorized_nll,-0.013456431370312716
39102,110,seen_mode_imm_minus_factorized_nll,-0.01900281132690962
39103,110,seen_mode_imm_minus_factorized_nll,-0.005119727074607727
39104,110,seen_mode_imm_minus_factorized_nll,0.009032438486818728
39105,110,seen_mode_imm_minus_factorized_nll,0.033120403428051726
39106,110,seen_mode_imm_minus_factorized_nll,-0.0472926028589048
39107,110,seen_mode_imm_minus_factorized_nll,-0.006988090002340908
39108,110,seen_mode_imm_minus_factorized_nll,-0.02532807666049175
39109,110,seen_mode_imm_minus_factorized_nll,-0.04419247376192642
39110,110,seen_mode_imm_minus_factorized_nll,0.007545080722685116
39111,110,seen_mode_imm_minus_factorized_nll,0.030179013690857626
39112,110,seen_mode_imm_minus_factorized_nll,0.009211477471518847
39113,110,seen_mode_imm_minus_factorized_nll,-0.004732521126660116
39114,110,seen_mode_imm_minus_factorized_nll,0.007504255933153792
39115,110,seen_mode_imm_minus_factorized_nll,0.02381762292885259
39116,110,seen_mode_imm_minus_factorized_nll,-0.018974744228294815
39117,110,seen_mode_imm_minus_factorized_nll,0.004412908119377168
39118,110,seen_mode_imm_minus_factorized_nll,0.03708473336307849
39119,110,seen_mode_imm_minus_factorized_nll,-0.02836348967806379
39120,110,seen_mode_imm_minus_factorized_nll,-0.0025145756828960364
39121,110,seen_mode_imm_minus_factorized_nll,-0.002805047940213412
39122,110,seen_mode_imm_minus_factorized_nll,-0.04804595814819529
39123,110,seen_mode_imm_minus_factorized_nll,-0.018653686700267624
39124,110,seen_mode_imm_minus_factorized_nll,-0.002769430396838246
39125,110,seen_mode_imm_minus_factorized_nll,-0.006023283979539107
39126,110,seen_mode_imm_minus_factorized_nll,0.00015644713927487341
39127,110,seen_mode_imm_minus_factorized_nll,0.005789829560352622
39128,110,seen_mode_imm_minus_factorized_nll,-0.022126147761316717
39129,110,seen_mode_imm_minus_factorized_nll,0.020971877343947842
39100,111,seen_mode_imm_minus_factorized_nll,0.10495085533690474
39101,111,seen_mode_imm_minus_factorized_nll,0.11713774221235385
39102,111,seen_mode_imm_minus_factorized_nll,0.10361584130262336
39103,111,seen_mode_imm_minus_factorized_nll,0.1540805937151526
39104,111,seen_mode_imm_minus_factorized_nll,0.09961433278382481
39105,111,seen_mode_imm_minus_factorized_nll,0.061240103742233654
39106,111,seen_mode_imm_minus_factorized_nll,0.13280804425518555
39107,111,seen_mode_imm_minus_factorized_nll,0.16844203004699598
39108,111,seen_mode_imm_minus_factorized_nll,0.13641489582380983
39109,111,seen_mode_imm_minus_factorized_nll,0.15962972625515492
39110,111,seen_mode_imm_minus_factorized_nll,0.1372925123001334
39111,111,seen_mode_imm_minus_factorized_nll,0.12413080093034146
39112,111,seen_mode_imm_minus_factorized_nll,0.17374627236338291
39113,111,seen_mode_imm_minus_factorized_nll,0.0917059199300001
39114,111,seen_mode_imm_minus_factorized_nll,0.16481941008288925
39115,111,seen_mode_imm_minus_factorized_nll,0.1005084438149153
39116,111,seen_mode_imm_minus_factorized_nll,0.17205859945123803
39117,111,seen_mode_imm_minus_factorized_nll,0.1432970832166116
39118,111,seen_mode_imm_minus_factorized_nll,0.05441128690193264
39119,111,seen_mode_imm_minus_factorized_nll,0.16380209931183076
39120,111,seen_mode_imm_minus_factorized_nll,0.12151649788606123
39121,111,seen_mode_imm_minus_factorized_nll,0.22262568701524343
39122,111,seen_mode_imm_minus_factorized_nll,0.14673369297596894
39123,111,seen_mode_imm_minus_factorized_nll,0.14514441538673095
39124,111,seen_mode_imm_minus_factorized_nll,0.19068656991463984
39125,111,seen_mode_imm_minus_factorized_nll,0.16270526980560573
39126,111,seen_mode_imm_minus_factorized_nll,0.12859127613435728
39127,111,seen_mode_imm_minus_factorized_nll,0.0827065451563409
39128,111,seen_mode_imm_minus_factorized_nll,0.067985565440988
39129,111,seen_mode_imm_minus_factorized_nll,0.15140493793419663
39100,011,selected_fixed_minus_factorized_nll,0.40502009277988593
39101,011,selected_fixed_minus_factorized_nll,0.3022457468592392
39102,011,selected_fixed_minus_factorized_nll,0.48677425976144917
39103,011,selected_fixed_minus_factorized_nll,0.46474695279347333
39104,011,selected_fixed_minus_factorized_nll,0.45618525120017817
39105,011,selected_fixed_minus_factorized_nll,0.4494297099554785
39106,011,selected_fixed_minus_factorized_nll,0.4845931212869926
39107,011,selected_fixed_minus_factorized_nll,0.44654609006805224
39108,011,selected_fixed_minus_factorized_nll,0.44444201241488834
39109,011,selected_fixed_minus_factorized_nll,0.4692115637669766
39110,011,selected_fixed_minus_factorized_nll,0.4676669061629588
39111,011,selected_fixed_minus_factorized_nll,0.4674052853131373
39112,011,selected_fixed_minus_factorized_nll,0.44226964002219304
39113,011,selected_fixed_minus_factorized_nll,0.4468934379291638
39114,011,selected_fixed_minus_factorized_nll,0.44839215652637
39115,011,selected_fixed_minus_factorized_nll,0.6473215457435968
39116,011,selected_fixed_minus_factorized_nll,0.33370403239790436
39117,011,selected_fixed_minus_factorized_nll,0.45700919302138887
39118,011,selected_fixed_minus_factorized_nll,0.45769815657307034
39119,011,selected_fixed_minus_factorized_nll,0.5362665257573854
39120,011,selected_fixed_minus_factorized_nll,0.5100468762996965
39121,011,selected_fixed_minus_factorized_nll,0.36890507520300353
39122,011,selected_fixed_minus_factorized_nll,0.4921757680146003
39123,011,selected_fixed_minus_factorized_nll,0.3702726591559481
39124,011,selected_fixed_minus_factorized_nll,0.36280949685637376
39125,011,selected_fixed_minus_factorized_nll,0.411528233106218
39126,011,selected_fixed_minus_factorized_nll,0.45806146488624544
39127,011,selected_fixed_minus_factorized_nll,0.46890701981761274
39128,011,selected_fixed_minus_factorized_nll,0.349552006047248
39129,011,selected_fixed_minus_factorized_nll,0.48328462579708575
39100,101,selected_fixed_minus_factorized_nll,0.2770000275717681
39101,101,selected_fixed_minus_factorized_nll,0.32729198337296306
39102,101,selected_fixed_minus_factorized_nll,0.3461281792832529
39103,101,selected_fixed_minus_factorized_nll,0.283552348876028
39104,101,selected_fixed_minus_factorized_nll,0.29006787094785036
39105,101,selected_fixed_minus_factorized_nll,0.24695418901770905
39106,101,selected_fixed_minus_factorized_nll,0.330248431693017
39107,101,selected_fixed_minus_factorized_nll,0.3173240237611239
39108,101,selected_fixed_minus_factorized_nll,0.27313523915141236
39109,101,selected_fixed_minus_factorized_nll,0.3466056823372803
39110,101,selected_fixed_minus_factorized_nll,0.4234349095414427
39111,101,selected_fixed_minus_factorized_nll,0.3050650407726718
39112,101,selected_fixed_minus_factorized_nll,0.4089770620581954
39113,101,selected_fixed_minus_factorized_nll,0.31340068859844017
39114,101,selected_fixed_minus_factorized_nll,0.3269910676811971
39115,101,selected_fixed_minus_factorized_nll,0.34769476649458997
39116,101,selected_fixed_minus_factorized_nll,0.23693957671942678
39117,101,selected_fixed_minus_factorized_nll,0.2698401666032011
39118,101,selected_fixed_minus_factorized_nll,0.2804228108727935
39119,101,selected_fixed_minus_factorized_nll,0.2906314893760311
39120,101,selected_fixed_minus_factorized_nll,0.3533212775327026
39121,101,selected_fixed_minus_factorized_nll,0.20288946123982043
39122,101,selected_fixed_minus_factorized_nll,0.35066648424114244
39123,101,selected_fixed_minus_factorized_nll,0.2442355873412294
39124,101,selected_fixed_minus_factorized_nll,0.3522954795434601
39125,101,selected_fixed_minus_factorized_nll,0.30747030319688184
39126,101,selected_fixed_minus_factorized_nll,0.2673015269128437
39127,101,selected_fixed_minus_factorized_nll,0.2877426058902324
39128,101,selected_fixed_minus_factorized_nll,0.24847431515209206
39129,101,selected_fixed_minus_factorized_nll,0.30316853264123256
39100,110,selected_fixed_minus_factorized_nll,-0.001245558023292015
39101,110,selected_fixed_minus_factorized_nll,0.003935889029547779
39102,110,selected_fixed_minus_factorized_nll,-0.01608417892093761
39103,110,selected_fixed_minus_factorized_nll,0.0028463687598740406
39104,110,selected_fixed_minus_factorized_nll,-0.031734369161251275
39105,110,selected_fixed_minus_factorized_nll,-0.01614178719839504
39106,110,selected_fixed_minus_factorized_nll,-0.020611567147868215
39107,110,selected_fixed_minus_factorized_nll,-0.030288254693454086
39108,110,selected_fixed_minus_factorized_nll,-0.0301824688859188
39109,110,selected_fixed_minus_factorized_nll,-0.029486016325890096
39110,110,selected_fixed_minus_factorized_nll,-0.006377626810060766
39111,110,selected_fixed_minus_factorized_nll,0.009826819527007313
39112,110,selected_fixed_minus_factorized_nll,-0.01115316487435214
39113,110,selected_fixed_minus_factorized_nll,-0.013823307496457216
39114,110,selected_fixed_minus_factorized_nll,-0.0039603703286253955
39115,110,selected_fixed_minus_factorized_nll,-0.02482469256562858
39116,110,selected_fixed_minus_factorized_nll,-0.0012494964241651085
39117,110,selected_fixed_minus_factorized_nll,-0.03644636940091878
39118,110,selected_fixed_minus_factorized_nll,-0.00031529299906990493
39119,110,selected_fixed_minus_factorized_nll,-0.008096416356591085
39120,110,selected_fixed_minus_factorized_nll,-0.02380199153121426
39121,110,selected_fixed_minus_factorized_nll,-0.022081847456083714
39122,110,selected_fixed_minus_factorized_nll,0.021153282031103005
39123,110,selected_fixed_minus_factorized_nll,-0.010144746679400019
39124,110,selected_fixed_minus_factorized_nll,-0.002026710891527228
39125,110,selected_fixed_minus_factorized_nll,-0.022896920659945308
39126,110,selected_fixed_minus_factorized_nll,-0.015880337991841076
39127,110,selected_fixed_minus_factorized_nll,-0.0029611250096834296
39128,110,selected_fixed_minus_factorized_nll,-0.01088330812374727
39129,110,selected_fixed_minus_factorized_nll,-0.0127675143819172
39100,111,selected_fixed_minus_factorized_nll,0.38204901112487866
39101,111,selected_fixed_minus_factorized_nll,0.39671024980770997
39102,111,selected_fixed_minus_factorized_nll,0.43935578419301313
39103,111,selected_fixed_minus_factorized_nll,0.4745752018298841
39104,111,selected_fixed_minus_factorized_nll,0.47312017451294364
