row_kind,claim_id,experiment,scope,unit_id,condition,status,metric,comparison,stats_unit,n_planned,n_complete,n_failed,n_invalid,n_sessions,estimate,ci_low,ci_high,threshold,p_value,p_adjusted,multiplicity_method,alpha,conclusion,criterion,note
condition_coverage,,exp24_factorized_control_benchmark,,seed:0,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:0,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:1,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:1,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:10,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:10,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:11,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:11,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:12,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:12,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:13,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:13,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:14,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:14,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:15,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:15,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:16,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:16,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:17,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
condition_coverage,,exp24_factorized_control_benchmark,,seed:17,frozen,complete,planned_condition_coverage,,seed,1,1,0,0,,,,,,,,,,inconclusive,coverage row; not a hypothesis test,
