seed,selection_family,candidate_family,candidate,predictive_variance,selection_nll,candidate_h,candidate_q,candidate_r,selected
39101,fixed,ema,0.02,1.4361921202730559,1.6965828664028946,,,,False
39101,fixed,ema,0.05,0.9175739349154344,1.3986790152692885,,,,False
39101,fixed,ema,0.1,0.6175085741655187,1.1648597221824788,,,,False
39101,fixed,ema,0.2,0.40355064854113687,0.9389682850189004,,,,False
39101,fixed,ema,0.4,0.2749932422532119,0.7448161708545399,,,,False
39101,fixed,ema,0.7,0.23491911515660938,0.6632907770280584,,,,False
39101,fixed,window,2,0.2513586543924859,0.6953236511728761,,,,False
39101,fixed,window,4,0.31498415346474645,0.8109617881945347,,,,False
39101,fixed,window,8,0.4701889226443734,1.0110104328860052,,,,False
39101,fixed,window,16,0.7423455255225845,1.2321854752311632,,,,False
39101,fixed,window,32,1.1002637555414818,1.448575197353227,,,,False
39101,fixed,window,64,1.5402516386979819,1.6872334126451296,,,,False
39101,fixed,fixed_jump,0.0025:0.0025:0.01,,0.8467633547239979,0.0025,0.0025,0.01,False
39101,fixed,fixed_jump,0.0025:0.0025:0.04,,0.3719702913667482,0.0025,0.0025,0.04,False
39101,fixed,fixed_jump,0.0025:0.0025:0.16,,0.4597527279811257,0.0025,0.0025,0.16,False
39101,fixed,fixed_jump,0.0025:0.01:0.01,,0.5961229977570737,0.0025,0.01,0.01,False
39101,fixed,fixed_jump,0.0025:0.01:0.04,,0.28631338052913907,0.0025,0.01,0.04,False
39101,fixed,fixed_jump,0.0025:0.01:0.16,,0.4385604292474527,0.0025,0.01,0.16,False
39101,fixed,fixed_jump,0.0025:0.04:0.01,,0.3857842687852961,0.0025,0.04,0.01,False
39101,fixed,fixed_jump,0.0025:0.04:0.04,,0.2967746704001672,0.0025,0.04,0.04,False
39101,fixed,fixed_jump,0.0025:0.04:0.16,,0.49089901044719325,0.0025,0.04,0.16,False
39101,fixed,fixed_jump,0.01:0.0025:0.01,,0.7072804622398644,0.01,0.0025,0.01,False
39101,fixed,fixed_jump,0.01:0.0025:0.04,,0.3288306507236239,0.01,0.0025,0.04,False
39101,fixed,fixed_jump,0.01:0.0025:0.16,,0.43846774122970267,0.01,0.0025,0.16,False
39101,fixed,fixed_jump,0.01:0.01:0.01,,0.5139627286041323,0.01,0.01,0.01,False
39101,fixed,fixed_jump,0.01:0.01:0.04,,0.27018368228427475,0.01,0.01,0.04,False
39101,fixed,fixed_jump,0.01:0.01:0.16,,0.43015599975025304,0.01,0.01,0.16,False
39101,fixed,fixed_jump,0.01:0.04:0.01,,0.35365874286086435,0.01,0.04,0.01,False
39101,fixed,fixed_jump,0.01:0.04:0.04,,0.28768064085083633,0.01,0.04,0.04,False
39101,fixed,fixed_jump,0.01:0.04:0.16,,0.4853010153213873,0.01,0.04,0.16,False
39101,fixed,fixed_jump,0.03:0.0025:0.01,,0.592425195347471,0.03,0.0025,0.01,False
39101,fixed,fixed_jump,0.03:0.0025:0.04,,0.2984487726705383,0.03,0.0025,0.04,False
39101,fixed,fixed_jump,0.03:0.0025:0.16,,0.43119774472523636,0.03,0.0025,0.16,False
39101,fixed,fixed_jump,0.03:0.01:0.01,,0.44633270102919176,0.03,0.01,0.01,False
39101,fixed,fixed_jump,0.03:0.01:0.04,,0.2621386388444426,0.03,0.01,0.04,True
39101,fixed,fixed_jump,0.03:0.01:0.16,,0.43459826686647823,0.03,0.01,0.16,False
39101,fixed,fixed_jump,0.03:0.04:0.01,,0.3303498787397844,0.03,0.04,0.01,False
39101,fixed,fixed_jump,0.03:0.04:0.04,,0.29045655596801806,0.03,0.04,0.04,False
39101,fixed,fixed_jump,0.03:0.04:0.16,,0.4926120497334237,0.03,0.04,0.16,False
39101,fixed,fixed_jump,0.06:0.0025:0.01,,0.5256335729622641,0.06,0.0025,0.01,False
39101,fixed,fixed_jump,0.06:0.0025:0.04,,0.29031035474183314,0.06,0.0025,0.04,False
39101,fixed,fixed_jump,0.06:0.0025:0.16,,0.4423170298031786,0.06,0.0025,0.16,False
39101,fixed,fixed_jump,0.06:0.01:0.01,,0.4091966945293275,0.06,0.01,0.01,False
39101,fixed,fixed_jump,0.06:0.01:0.04,,0.26802605626237685,0.06,0.01,0.04,False
39101,fixed,fixed_jump,0.06:0.01:0.16,,0.4524245310958223,0.06,0.01,0.16,False
39101,fixed,fixed_jump,0.06:0.04:0.01,,0.32526566519546457,0.06,0.04,0.01,False
39101,fixed,fixed_jump,0.06:0.04:0.04,,0.30597406718565445,0.06,0.04,0.04,False
39101,fixed,fixed_jump,0.06:0.04:0.16,,0.5124528658834473,0.06,0.04,0.16,False
39101,factorized,online_em,0.002:0.08:0.08,,0.1143570821375055,0.002,0.08,0.08,False
39101,factorized,online_em,0.002:0.08:0.2,,0.10519612616535719,0.002,0.08,0.2,False
39101,factorized,online_em,0.002:0.08:0.5,,0.1260342991405566,0.002,0.08,0.5,False
39101,factorized,online_em,0.002:0.2:0.08,,0.09663961248642795,0.002,0.2,0.08,False
39101,factorized,online_em,0.002:0.2:0.2,,0.07716241870186337,0.002,0.2,0.2,False
39101,factorized,online_em,0.002:0.2:0.5,,0.09577203721117321,0.002,0.2,0.5,False
39101,factorized,online_em,0.002:0.5:0.08,,0.09854636674251975,0.002,0.5,0.08,False
39101,factorized,online_em,0.002:0.5:0.2,,0.06715893144140517,0.002,0.5,0.2,True
39101,factorized,online_em,0.002:0.5:0.5,,0.08938912567204933,0.002,0.5,0.5,False
39101,factorized,online_em,0.01:0.08:0.08,,0.12051323993852314,0.01,0.08,0.08,False
39101,factorized,online_em,0.01:0.08:0.2,,0.1074835787915683,0.01,0.08,0.2,False
39101,factorized,online_em,0.01:0.08:0.5,,0.12784205133381984,0.01,0.08,0.5,False
39101,factorized,online_em,0.01:0.2:0.08,,0.10221461931318214,0.01,0.2,0.08,False
39101,factorized,online_em,0.01:0.2:0.2,,0.07969166206893903,0.01,0.2,0.2,False
39101,factorized,online_em,0.01:0.2:0.5,,0.09705830558420729,0.01,0.2,0.5,False
39101,factorized,online_em,0.01:0.5:0.08,,0.10136705075652806,0.01,0.5,0.08,False
39101,factorized,online_em,0.01:0.5:0.2,,0.06987635889391566,0.01,0.5,0.2,False
