method,comparator,n_users,mean_difference,ci_low,ci_high,positive_users,sign_flip_pvalue,holm_adjusted_pvalue
causal_consensus,selection_fixed_best,17,0.029289870512132134,0.015487261486797873,0.043682754237128925,15,0.000946044921875,0.00189208984375
causal_consensus,memoryless_consensus,17,0.01567691421876964,0.0038648276535538056,0.027868602482722105,11,0.02545166015625,0.02545166015625
causal_consensus,instantaneous_majority,17,0.025251949389296553,0.014996824215576304,0.03618826982129049,16,4.57763671875e-05,0.00018310546875
causal_consensus,delayed_consensus,17,0.006567201290554247,0.004332719759939636,0.008760103602497064,15,9.1552734375e-05,0.000274658203125
