seed,selection_family,candidate_family,candidate,predictive_variance,selection_nll,candidate_h,candidate_q,candidate_r,selected
39113,fixed,ema,0.02,1.5182820277642317,2.0229027994319093,,,,False
39113,fixed,ema,0.05,0.8514475046935811,1.7644320819746528,,,,False
39113,fixed,ema,0.1,0.5364877927822853,1.5231541114533709,,,,False
39113,fixed,ema,0.2,0.3421414184298039,1.2601604253762257,,,,False
39113,fixed,ema,0.4,0.24162309859931216,1.0191202010729186,,,,False
39113,fixed,ema,0.7,0.21332224421934234,0.8881882664366665,,,,False
39113,fixed,window,2,0.23221689033063786,0.9415766807895941,,,,False
39113,fixed,window,4,0.27546251424411494,1.1054700713024344,,,,False
39113,fixed,window,8,0.3910001525198792,1.340495945030379,,,,False
39113,fixed,window,16,0.5980176369879556,1.6022058447753016,,,,False
39113,fixed,window,32,1.0040342269706868,1.8582233301795406,,,,False
39113,fixed,window,64,1.4905736913638041,2.0742477772701595,,,,False
39113,fixed,fixed_jump,0.0025:0.0025:0.01,,0.9353544997571311,0.0025,0.0025,0.01,False
39113,fixed,fixed_jump,0.0025:0.0025:0.04,,0.38625767535259525,0.0025,0.0025,0.04,False
39113,fixed,fixed_jump,0.0025:0.0025:0.16,,0.507653135067556,0.0025,0.0025,0.16,False
39113,fixed,fixed_jump,0.0025:0.01:0.01,,0.6608182839907258,0.0025,0.01,0.01,False
39113,fixed,fixed_jump,0.0025:0.01:0.04,,0.306260846185659,0.0025,0.01,0.04,False
39113,fixed,fixed_jump,0.0025:0.01:0.16,,0.4711445009227953,0.0025,0.01,0.16,False
39113,fixed,fixed_jump,0.0025:0.04:0.01,,0.41782691982126413,0.0025,0.04,0.01,False
39113,fixed,fixed_jump,0.0025:0.04:0.04,,0.32468494653388946,0.0025,0.04,0.04,False
39113,fixed,fixed_jump,0.0025:0.04:0.16,,0.5185409791123506,0.0025,0.04,0.16,False
39113,fixed,fixed_jump,0.01:0.0025:0.01,,0.8081947513059733,0.01,0.0025,0.01,False
39113,fixed,fixed_jump,0.01:0.0025:0.04,,0.34445154031772196,0.01,0.0025,0.04,False
39113,fixed,fixed_jump,0.01:0.0025:0.16,,0.47886714599398267,0.01,0.0025,0.16,False
39113,fixed,fixed_jump,0.01:0.01:0.01,,0.5822467286602079,0.01,0.01,0.01,False
39113,fixed,fixed_jump,0.01:0.01:0.04,,0.28482058543715527,0.01,0.01,0.04,False
39113,fixed,fixed_jump,0.01:0.01:0.16,,0.4573918583944649,0.01,0.01,0.16,False
39113,fixed,fixed_jump,0.01:0.04:0.01,,0.3824616275276915,0.01,0.04,0.01,False
39113,fixed,fixed_jump,0.01:0.04:0.04,,0.31014111152431884,0.01,0.04,0.04,False
39113,fixed,fixed_jump,0.01:0.04:0.16,,0.5083781829202901,0.01,0.04,0.16,False
39113,fixed,fixed_jump,0.03:0.0025:0.01,,0.6972377246959396,0.03,0.0025,0.01,False
39113,fixed,fixed_jump,0.03:0.0025:0.04,,0.3192860348168513,0.03,0.0025,0.04,False
39113,fixed,fixed_jump,0.03:0.0025:0.16,,0.46800741732376944,0.03,0.0025,0.16,False
39113,fixed,fixed_jump,0.03:0.01:0.01,,0.518616818357355,0.03,0.01,0.01,False
39113,fixed,fixed_jump,0.03:0.01:0.04,,0.27719491024815823,0.03,0.01,0.04,True
39113,fixed,fixed_jump,0.03:0.01:0.16,,0.45760126860770467,0.03,0.01,0.16,False
39113,fixed,fixed_jump,0.03:0.04:0.01,,0.35990186945260416,0.03,0.04,0.01,False
39113,fixed,fixed_jump,0.03:0.04:0.04,,0.309281433260362,0.03,0.04,0.04,False
39113,fixed,fixed_jump,0.03:0.04:0.16,,0.5122029358127608,0.03,0.04,0.16,False
