seed,method,sequence_id,block_id,block_within_sequence,regime,pair_id,q_dominant,transition_eligible,n_steps,mean_nll,latent_mse,late_nll,mean_q_estimate,mean_r_estimate,true_q,true_r,q_bias,r_bias,q_log_error,r_log_error,q_absolute_log_error,r_absolute_log_error,true_increment_variance,true_gamma0,true_gamma1,mean_implied_gamma0_estimate,mean_implied_gamma1_estimate,implied_gamma0_bias,implied_gamma1_bias,direct_covariance_diagnostic,mean_direct_gamma0_estimate,mean_direct_gamma1_estimate,direct_gamma0_absolute_error,direct_gamma1_absolute_error,q_clipping_fraction,r_clipping_fraction,any_clipping_fraction,parameter_saturation_fraction,invalid_rows,parameter_update_l1,parameter_update_l2,parameter_update_squared_sum,parameter_update_count,generator_hazard,filter_hazard_floor,test_tape_digest,transition_nll_1,transition_nll_4,transition_nll_8,transition_nll_16
41006,selected_fixed_jump,0,0,0,m12_q_dominant,m12,True,False,256,0.3703401998854417,0.020863810900620117,0.38196191408008506,0.04,0.02875,0.08,0.02,-0.04,0.00875,-0.693147180559945,0.36290549368936853,0.693147180559945,0.36290549368936853,0.12,0.12,-0.02,0.09749999999999999,-0.02875,-0.022500000000000006,-0.00875,not_applicable,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0001,4e4e7e3db782f19f5597fb27e2dbe1fad4ceac669f7ad8848047725bd548abfb,,,,
41006,current_online_em,0,0,0,m12_q_dominant,m12,True,False,256,0.35964619519279917,0.017918293793685362,0.3630475225966392,0.06034700163756006,0.024710604199906075,0.08,0.02,-0.019652998362439944,0.0047106041999060745,-0.28191537125504773,0.2115001977828026,0.28191537125504773,0.2115001977828026,0.12,0.12,-0.02,0.10976821003737222,-0.024710604199906075,-0.010231789962627774,-0.0047106041999060745,not_applicable,,,,,0.0,0.0,0.0,0.0,0,0.979427202885114,0.09350527328729412,0.008743236132531558,255,0.0,0.0001,4e4e7e3db782f19f5597fb27e2dbe1fad4ceac669f7ad8848047725bd548abfb,,,,
41006,h_plus_total_variance,0,0,0,m12_q_dominant,m12,True,False,256,0.35219166081829095,0.01847142641189619,0.35348169729523093,0.05557796970619384,0.02778898485309692,0.08,0.02,-0.024422030293806164,0.007788984853096918,-0.3642397402423878,0.32890744031755714,0.3642397402423878,0.32890744031755714,0.12,0.12,-0.02,0.11115593941238767,-0.02778898485309692,-0.00884406058761232,-0.007788984853096918,lag0_only,0.11136767586198482,,0.00863232413801518,,0.0,0.0,0.0,0.0,0,0.5098860113995074,0.03341067219736727,0.0011162730166799305,254,0.0,0.0001,4e4e7e3db782f19f5597fb27e2dbe1fad4ceac669f7ad8848047725bd548abfb,,,,
41006,autocov_factorized,0,0,0,m12_q_dominant,m12,True,False,256,0.3617552891299747,0.01779676642848234,0.3507676674922094,0.06640174572498875,0.022030237985311,0.08,0.02,-0.013598254275011254,0.002030237985311,-0.18630328749810943,0.09668368998497945,0.18630328749810943,0.09668368998497945,0.12,0.12,-0.02,0.11046222169561074,-0.022030237985311,-0.00953777830438926,-0.002030237985311,lag0_and_lag1,0.11069198451091108,-0.022035127561955473,0.009308015489088911,0.002035127561955473,0.0,0.0,0.0,0.0,0,1.2683052097792613,0.11475448275145823,0.013168591311554725,254,0.0,0.0001,4e4e7e3db782f19f5597fb27e2dbe1fad4ceac669f7ad8848047725bd548abfb,,,,
41006,generator_supported_seen_regime_imm,0,0,0,m12_q_dominant,m12,True,False,256,0.3469411372175177,0.017390079730107998,0.3428013219892739,0.06821753765438933,0.022674290014781044,0.08,0.02,-0.011782462345610673,0.0026742900147810438,-0.15932495252433654,0.12549941059122283,0.15932495252433654,0.12549941059122283,0.12,0.12,-0.02,0.1135661176839514,-0.022674290014781044,-0.006433882316048592,-0.0026742900147810438,not_applicable,,,,,0.0,0.0,0.0,0.0,0,0.8370335162501412,0.07649148705129583,0.005850947591318557,255,0.0,0.0001,4e4e7e3db782f19f5597fb27e2dbe1fad4ceac669f7ad8848047725bd548abfb,,,,
41006,dynamic_qr_oracle,0,0,0,m12_q_dominant,m12,True,False,256,0.3390959269201225,0.016477139155226684,0.3360288503221496,0.08,0.02,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,-0.02,0.12000000000000005,-0.02,5.551115123125783e-17,0.0,not_applicable,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0001,4e4e7e3db782f19f5597fb27e2dbe1fad4ceac669f7ad8848047725bd548abfb,,,,
41006,selected_fixed_jump,0,1,1,m06_q_dominant,m06,True,True,256,0.039870428503909726,0.011945350982150865,0.1733401102161446,0.04,0.02875,0.04,0.01,0.0,0.018750000000000003,0.0,1.0560526742493135,0.0,1.0560526742493135,0.06,0.06,-0.01,0.09749999999999999,-0.02875,0.03749999999999999,-0.018750000000000003,not_applicable,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0001,4e4e7e3db782f19f5597fb27e2dbe1fad4ceac669f7ad8848047725bd548abfb,0.20959091198335955,0.7441876719394449,0.3104051845167604,0.18110930032250971
41006,current_online_em,0,1,1,m06_q_dominant,m06,True,True,256,0.02899926802859044,0.014376506048903177,0.28562265172742285,0.024969426424905745,0.024366817335123473,0.04,0.01,-0.015030573575094255,0.014366817335123473,-0.4712273206545343,0.8906371684584604,0.4712273206545343,0.8906371684584604,0.06,0.06,-0.01,0.07370306109515269,-0.024366817335123473,0.013703061095152694,-0.014366817335123473,not_applicable,,,,,0.0,0.0,0.0,0.0,0,0.28973784874778985,0.025255800627829252,0.0006378554653526604,256,0.0,0.0001,4e4e7e3db782f19f5597fb27e2dbe1fad4ceac669f7ad8848047725bd548abfb,0.1659879904938049,0.6839971116009061,0.30858437644517916,0.1892893475473874
41006,h_plus_total_variance,0,1,1,m06_q_dominant,m06,True,True,256,0.009294294965110599,0.010394087102293892,0.18774352746374712,0.035189274089094946,0.017594637044547473,0.04,0.01,-0.004810725910905055,0.007594637044547473,-0.1281381313224239,0.5650090492375215,0.1281381313224239,0.5650090492375215,0.06,0.06,-0.01,0.07037854817818989,-0.017594637044547473,0.010378548178189895,-0.007594637044547473,lag0_only,0.0701815925072033,,0.010181592507203296,,0.0,0.0,0.0,0.0,0,0.2378319846523472,0.015347867631607486,0.00023555704083734477,256,0.0,0.0001,4e4e7e3db782f19f5597fb27e2dbe1fad4ceac669f7ad8848047725bd548abfb,0.17700193056141902,0.6614912935973511,0.29605842865610044,0.18664885531702705
41006,autocov_factorized,0,1,1,m06_q_dominant,m06,True,True,256,0.02709528393310704,0.009428139564902585,0.17859653501351688,0.04922954275230148,0.015709391615558642,0.04,0.01,0.009229542752301478,0.005709391615558642,0.20761445162403813,0.45167363258845583,0.20761445162403813,0.45167363258845583,0.06,0.06,-0.01,0.08064832598341876,-0.015709391615558642,0.020648325983418758,-0.005709391615558642,lag0_and_lag1,0.08043905978661417,-0.01567454760406393,0.020439059786614172,0.005674547604063931,0.0,0.0,0.0,0.0,0,0.36642633503668315,0.025749222695545578,0.0006630224694247995,256,0.0,0.0001,4e4e7e3db782f19f5597fb27e2dbe1fad4ceac669f7ad8848047725bd548abfb,0.15804104597368032,0.6048641252801067,0.2744957624503645,0.19095669584665537
