name,mean,lower_confidence,upper_confidence,p_value,p_value_holm,opposition_p_value,opposition_p_value_holm
local_noninferiority_contrast,0.009963699494949518,0.007113320707070728,0.012733704229798037,9.99990000099999e-06,1.999980000199998e-05,1.0,1.0
local_minus_fixed_best,0.1002604166666667,0.09537563131313134,0.10465593434343436,9.99990000099999e-06,1.999980000199998e-05,1.0,1.0
