method,candidate_id,parameters_json,train_mse,train_sigma,selected,selection_scope,fold
total_uncertainty,total_uncertainty:202472e85e64,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.1}",45.741412103093715,6.763239763833138,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:3552450120e2,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.2}",38.169640025787785,6.178158303717038,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:aa93fabfef4b,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.3}",34.0819591917007,5.837975607323201,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:85ccf810b153,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.4}",31.8078325993286,5.639843313366835,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:aa4b6290576e,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.5}",30.800783240899303,5.549845334862883,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:0ee2f18136d4,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.6}",30.87194044878667,5.556252374468484,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:3c0032e11cc4,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.7}",32.018886876993925,5.658523383091557,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:b73b4ba78d2b,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.8}",34.39721677285337,5.864914046501736,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:0f6e6fd75e32,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.9}",38.371896307644136,6.194505331957035,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:d7575317fc9d,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.95}",41.16662724542017,6.416122446261462,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:7451fc69fa05,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 64.0, ""q_fraction"": 0.05}",52.76233101664636,7.263768375756922,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:635e6a0aa5c0,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 64.0, ""q_fraction"": 0.1}",45.82564370857248,6.76946406361482,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:dc2eda729670,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 64.0, ""q_fraction"": 0.2}",38.249970121300095,6.1846560228763,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:8dd24c8a446f,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 64.0, ""q_fraction"": 0.3}",34.13702261003147,5.842689672576447,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:2d60599884dd,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 64.0, ""q_fraction"": 0.4}",31.84438161544885,5.643082634114872,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:c9c08c64eae4,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 64.0, ""q_fraction"": 0.5}",30.82530641959993,5.552054252220517,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:d6d1934aab04,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 64.0, ""q_fraction"": 0.6}",30.88840236549255,5.557733563737339,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:035ef6471e39,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 64.0, ""q_fraction"": 0.7}",32.029748189074006,5.659483031962726,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:772f1c9050b0,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 64.0, ""q_fraction"": 0.8}",34.40424234065991,5.865512964836061,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:84d11253e485,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 64.0, ""q_fraction"": 0.9}",38.37553151580146,6.194798746997473,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:0ddfafa3e4bc,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 64.0, ""q_fraction"": 0.95}",41.16811833060493,6.416238643520433,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:58ee64608ec4,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 64.0, ""q_fraction"": 0.05}",51.58230810239525,7.182082434948463,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:32450ba9f1b2,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 64.0, ""q_fraction"": 0.1}",45.15884381596975,6.7200330219404245,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:558faa67b478,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 64.0, ""q_fraction"": 0.2}",38.081214787379466,6.170997876144463,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:3811e8cc0f42,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 64.0, ""q_fraction"": 0.3}",34.12322048742563,5.841508408572706,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:a2375d7e25a7,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 64.0, ""q_fraction"": 0.4}",31.87788833410171,5.646050684691177,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:6e371146bbc2,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 64.0, ""q_fraction"": 0.5}",30.874105862121404,5.556447233810594,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:72d454541cff,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 64.0, ""q_fraction"": 0.6}",30.9463042688781,5.56294025393749,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:a9acba01c89b,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 64.0, ""q_fraction"": 0.7}",32.09863802267427,5.665565993144399,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:512e99783cc7,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 64.0, ""q_fraction"": 0.8}",34.48064454293734,5.8720221851537096,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:178fac9353b7,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 64.0, ""q_fraction"": 0.9}",38.43053059600352,6.199236291351018,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:008a82feb526,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 64.0, ""q_fraction"": 0.95}",41.19303362476229,6.418179930849734,False,outer_fold_2_train,2
total_uncertainty,total_uncertainty:64658cb5838e,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 2.0, ""q_fraction"": 0.05}",52.299918924031566,7.231868287243039,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:3fb464e4781b,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 2.0, ""q_fraction"": 0.1}",45.36655169063301,6.735469671124131,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:44a6e29b85f1,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 2.0, ""q_fraction"": 0.2}",37.34669445719658,6.111194192397798,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:e0c55c778f48,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 2.0, ""q_fraction"": 0.3}",32.76059864568754,5.723687504195834,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:b420916b7f80,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 2.0, ""q_fraction"": 0.4}",30.028629995826275,5.4798385008890795,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:7383f6e57b87,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 2.0, ""q_fraction"": 0.5}",28.57737810584851,5.345781337264788,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:bad5a7f4824b,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 2.0, ""q_fraction"": 0.6}",28.19176141769164,5.309591454875943,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:6fe8bb77608c,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 2.0, ""q_fraction"": 0.7}",28.846939553100633,5.370934700133733,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:3bc45b0b68fa,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 2.0, ""q_fraction"": 0.8}",30.67423500656214,5.538432540580605,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:ee1dfee53ae4,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 2.0, ""q_fraction"": 0.9}",33.99828344116802,5.830804699281911,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:a998c79ca0b4,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 2.0, ""q_fraction"": 0.95}",36.40530633023724,6.033680993410012,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:54670490b341,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 2.0, ""q_fraction"": 0.05}",52.45755023853271,7.242758468879983,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:9eefb11c4655,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 2.0, ""q_fraction"": 0.1}",45.59870440879227,6.752681275522507,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:468fadeae27d,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 2.0, ""q_fraction"": 0.2}",37.54494766783912,6.127393219619508,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:4d07d0f1479e,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 2.0, ""q_fraction"": 0.3}",32.893278654200806,5.735266223480894,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:a22b9c966e4c,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 2.0, ""q_fraction"": 0.4}",30.102588921596183,5.486582626881344,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:9fabd6a9c363,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 2.0, ""q_fraction"": 0.5}",28.60935288743712,5.348771156764619,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:4280fcddba37,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 2.0, ""q_fraction"": 0.6}",28.200265473909262,5.310392214696506,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:6bb7a677afb5,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 2.0, ""q_fraction"": 0.7}",28.847890310816982,5.371023208925557,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:0a81572649eb,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 2.0, ""q_fraction"": 0.8}",30.67692410854135,5.538675302682163,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:70685b462ad9,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 2.0, ""q_fraction"": 0.9}",34.0015925651799,5.83108845458375,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:76de815cdd0c,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 2.0, ""q_fraction"": 0.95}",36.406566601240904,6.033785428836603,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:18591e88bc8f,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 2.0, ""q_fraction"": 0.05}",51.48389217106721,7.1752276738140655,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:f29929535c10,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 2.0, ""q_fraction"": 0.1}",44.95317302660675,6.704712747508781,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:1fc695289494,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 2.0, ""q_fraction"": 0.2}",37.32062861435334,6.109061189278868,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:5d655e47132e,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 2.0, ""q_fraction"": 0.3}",32.84288076256883,5.730870855513046,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:3b05e4c43e93,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 2.0, ""q_fraction"": 0.4}",30.119287125975216,5.488104146786504,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:a09ae6f498a3,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 2.0, ""q_fraction"": 0.5}",28.65498134772381,5.35303477923727,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:e6e72b375209,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 2.0, ""q_fraction"": 0.6}",28.263930596691893,5.316383225153346,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:89744ab3b7d2,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 2.0, ""q_fraction"": 0.7}",28.92630334907818,5.378317892155333,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:12a9bfbe10ea,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 2.0, ""q_fraction"": 0.8}",30.76005906910947,5.546175174758679,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:a6a6b1eb0c2a,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 2.0, ""q_fraction"": 0.9}",34.05688064056964,5.835827331284712,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:dd10c958def4,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 2.0, ""q_fraction"": 0.95}",36.43045837331894,6.035764936884052,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:8619d02ef092,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 8.0, ""q_fraction"": 0.05}",52.20351538640922,7.225200023972293,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:a967cae1940e,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 8.0, ""q_fraction"": 0.1}",45.07769932631494,6.713992800585576,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:a9894c35b822,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 8.0, ""q_fraction"": 0.2}",37.10945387842014,6.091752939706283,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:aa93b4c7811f,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 8.0, ""q_fraction"": 0.3}",32.61519032969683,5.710971049628673,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:7656326ad7e1,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 8.0, ""q_fraction"": 0.4}",29.944609570173345,5.47216680759764,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:a0bf72696beb,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 8.0, ""q_fraction"": 0.5}",28.533300284876912,5.341657072938782,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:2ade3e47abb7,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 8.0, ""q_fraction"": 0.6}",28.172197885555352,5.307748852908863,True,outer_fold_3_train,3
total_uncertainty,total_uncertainty:cbb9b5c187ab,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 8.0, ""q_fraction"": 0.7}",28.83990724495799,5.370279996886381,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:cf4cb7f466d5,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 8.0, ""q_fraction"": 0.8}",30.67029630799781,5.5380769503499865,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:5387c347f6c4,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 8.0, ""q_fraction"": 0.9}",33.993215375397206,5.830370089059287,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:b9e9bdf4ef6d,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 8.0, ""q_fraction"": 0.95}",36.4032609931267,6.0335114977206015,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:a7ece936d7d7,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 8.0, ""q_fraction"": 0.05}",52.34851211511732,7.235227164029981,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:1e7284352706,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 8.0, ""q_fraction"": 0.1}",45.28938451197814,6.729738814543856,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:876439255c5d,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 8.0, ""q_fraction"": 0.2}",37.28867176615896,6.106445100560469,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:265514904add,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 8.0, ""q_fraction"": 0.3}",32.73289648459433,5.721267034896582,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:1ada3077332f,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 8.0, ""q_fraction"": 0.4}",30.00934987854348,5.478079031790567,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:8d2e53eb40cc,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 8.0, ""q_fraction"": 0.5}",28.56027595072275,5.34418150428321,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:565f0f782564,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 8.0, ""q_fraction"": 0.6}",28.177141532990262,5.308214533436856,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:8f0c1500e1e3,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 8.0, ""q_fraction"": 0.7}",28.836773952048794,5.369988263678869,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:3396be2ab563,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 8.0, ""q_fraction"": 0.8}",30.66863809608908,5.537927238244385,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:7da9a7f67ac2,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 8.0, ""q_fraction"": 0.9}",33.9946902942417,5.830496573555438,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:70f7764850f0,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 8.0, ""q_fraction"": 0.95}",36.4043215915471,6.03359938938169,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:093054f6bfaf,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 8.0, ""q_fraction"": 0.05}",51.35870251890696,7.166498623379967,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:a7fcffb82c8a,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 8.0, ""q_fraction"": 0.1}",44.694830234735015,6.685419226550794,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:703d5d5a180b,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 8.0, ""q_fraction"": 0.2}",37.10313375763335,6.091234173600072,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:2c9f1feddc58,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 8.0, ""q_fraction"": 0.3}",32.68868182190144,5.717401667007613,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:b3230d7c86e7,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 8.0, ""q_fraction"": 0.4}",30.0164299431648,5.4787252115035665,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:a4a80eee19b7,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 8.0, ""q_fraction"": 0.5}",28.590128760473736,5.34697379463129,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:522e08c7aea6,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 8.0, ""q_fraction"": 0.6}",28.223878741358227,5.312615056764251,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:d5734d3dbe35,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 8.0, ""q_fraction"": 0.7}",28.900559452452974,5.375924055681309,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:58a4657cd4d6,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 8.0, ""q_fraction"": 0.8}",30.742401723812755,5.5445830973854795,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:f82087636b20,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 8.0, ""q_fraction"": 0.9}",34.04748515309542,5.83502229242489,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:4ce05b9766ec,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 8.0, ""q_fraction"": 0.95}",36.42801589650297,6.035562599833007,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:7e5fe50cd059,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 32.0, ""q_fraction"": 0.05}",52.29599341926642,7.231596878924213,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:aa9ff6cbc09c,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 32.0, ""q_fraction"": 0.1}",45.10396210278927,6.715948339794557,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:5b268c98be04,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 32.0, ""q_fraction"": 0.2}",37.12576960389171,6.093091957610004,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:6466fb8c5f8e,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 32.0, ""q_fraction"": 0.3}",32.640628260501714,5.713197726361456,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:7846bc18a9e7,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 32.0, ""q_fraction"": 0.4}",29.971109263239665,5.474587588416105,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:b8158b81a68e,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 32.0, ""q_fraction"": 0.5}",28.5546226713816,5.343652559006957,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:91e1938e08ac,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 32.0, ""q_fraction"": 0.6}",28.186421401088253,5.309088565948797,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:d7b2964623b7,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 32.0, ""q_fraction"": 0.7}",28.847078814306556,5.370947664454249,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:b665af8d0ee0,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 32.0, ""q_fraction"": 0.8}",30.670439536275733,5.538089881563474,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:0b05f5cf213f,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 32.0, ""q_fraction"": 0.9}",33.98772510891396,5.829899236600403,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:7f90ed9fad19,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 32.0, ""q_fraction"": 0.95}",36.3978474057903,6.033062854453806,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:30bd0747e6ec,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 32.0, ""q_fraction"": 0.05}",52.389229872967846,7.2380404719072855,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:1653dda095d0,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 32.0, ""q_fraction"": 0.1}",45.26853763811549,6.728189774234633,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:8e3f0e810498,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 32.0, ""q_fraction"": 0.2}",37.26688388274921,6.104660832736673,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:f3c5573e5266,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 32.0, ""q_fraction"": 0.3}",32.73370369319589,5.721337579027818,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:bbe8aa917b51,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 32.0, ""q_fraction"": 0.4}",30.026074118408996,5.479605288559478,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:20be21655430,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 32.0, ""q_fraction"": 0.5}",28.583502743691785,5.346354154345911,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:59bc25b04838,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 32.0, ""q_fraction"": 0.6}",28.199024669909345,5.310275385505854,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:34b0171d145f,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 32.0, ""q_fraction"": 0.7}",28.85133732466061,5.371344089207152,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:73cd5d53d44e,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 32.0, ""q_fraction"": 0.8}",30.67241917928549,5.538268608444835,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:e38377f3246c,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 32.0, ""q_fraction"": 0.9}",33.98960536849288,5.830060494411089,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:b842454b5bfe,"{""adaptation_rate"": 0.1, ""initial_total_variance"": 32.0, ""q_fraction"": 0.95}",36.39884218297024,6.033145297684305,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:31ea53d10a12,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 32.0, ""q_fraction"": 0.05}",51.2386842717522,7.158120163265786,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:06ad8234b2aa,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 32.0, ""q_fraction"": 0.1}",44.58335408209138,6.677076761734238,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:1a4339b38258,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 32.0, ""q_fraction"": 0.2}",37.050850944790284,6.08694101702902,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:88df6e6d7cd3,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 32.0, ""q_fraction"": 0.3}",32.67751974020521,5.716425433800848,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:9241bd403148,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 32.0, ""q_fraction"": 0.4}",30.02667716967752,5.4796603151726035,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:d8e1e29ca845,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 32.0, ""q_fraction"": 0.5}",28.607326003529003,5.348581681486131,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:16cd008379f4,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 32.0, ""q_fraction"": 0.6}",28.238131849614522,5.313956327409412,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:df6137dbaa4b,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 32.0, ""q_fraction"": 0.7}",28.906143612101374,5.3764433980189335,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:957ec833b564,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 32.0, ""q_fraction"": 0.8}",30.73831926570551,5.544214936824285,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:f0a6e86b2274,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 32.0, ""q_fraction"": 0.9}",34.03880072476653,5.834278080856836,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:ecd291e89809,"{""adaptation_rate"": 0.5, ""initial_total_variance"": 32.0, ""q_fraction"": 0.95}",36.42135773246916,6.035010996880549,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:5d16aa7d136b,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.05}",52.42336742904636,7.240398292155367,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:202472e85e64,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.1}",45.16822598872151,6.720731060585709,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:3552450120e2,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.2}",37.16893264698986,6.096632894228573,False,outer_fold_3_train,3
total_uncertainty,total_uncertainty:aa93fabfef4b,"{""adaptation_rate"": 0.02, ""initial_total_variance"": 64.0, ""q_fraction"": 0.3}",32.678339051523864,5.7164970962578,False,outer_fold_3_train,3
