participant_id,fold,method,candidate_id,response_sigma,conditional_update_nll,conditional_update_mse,free_run_bucket_mse,early_update_nll,late_update_nll
88,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.839561861972925,70.51541927860409,81.18686862533254,4.138062911865566,3.7360563555359363
93,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.0561709412634914,26.37269359697143,27.889251736530056,3.3525716123603386,2.8697552797001755
94,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,2.8451617548801025,14.482690299012248,22.918995409524296,2.843761577670296,2.8321161479803316
96,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,2.8141407646874006,12.734711066359184,13.158368199995321,2.8662523552280246,2.857792982351593
117,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.835979515522875,70.3135602418694,81.6032368556959,4.1439072194344995,3.7632394479532096
121,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,2.6597323848397445,4.034065482685711,4.645237161396582,2.6214559616886235,2.6524449046307517
122,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.2321533463425056,36.28899825003265,38.00436258228126,3.4390490775380345,3.0775295385984194
128,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,2.6615565740159006,4.136855392889795,4.09883063318745,2.6974495535253853,2.62784988938999
129,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.1543314635506023,31.903869531665304,33.92694352766855,3.0316300155948044,3.2453869470014345
148,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.771114929621925,66.65855282962448,74.49282180309304,3.7991675638811637,3.543767673555634
149,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.664687534091404,60.661552862277546,66.7342676936564,3.1874371850014813,4.052001559978608
153,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,2.953941489917813,20.61224053574694,31.620488055174988,3.0884764354370295,2.8368674800875517
161,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.6977915665835743,62.526907931665306,67.6807731436679,4.1453093876893075,3.0987010892184097
170,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,4.400041660143052,102.09748811125715,119.81033831665559,4.96343852990198,4.236644052023436
172,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.4692003386566963,49.646186952073464,52.60730761485242,3.4732361283210027,3.5141854403636437
178,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,2.6852973512628355,5.47460719697143,6.799364743583905,2.668869824167433,2.6880390927648934
188,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.8886102771485054,73.2792127806449,80.79336003816007,4.4012374430089,4.039789801214743
190,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,2.7653128388932355,9.983341760236735,11.733020963361032,2.8370151065203855,2.6907286956788843
191,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.0499860475413882,26.024185515338772,34.65558875864411,3.06655382151838,3.011452799355676
193,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.6102199638130514,57.59239932758368,112.04885353974745,2.905996553760123,3.771568799195363
196,3,fixed_gain,fixed_gain:656de11688f3,5.307931483894583,3.1238423944073093,30.185863131665307,31.593952439069604,3.2118705754138204,3.0942299616158215
