comparison,mean_nll_gain,median_nll_gain,positive_seeds,n_seeds,seed,factor,high_penalty,low_penalty,selectivity
factorized_over_selected_fixed,0.29058048303731177,0.29552875948663065,30.0,30.0,,,,,
factorized_over_seen_mode_imm,0.048008079302522225,0.046304129669633876,30.0,30.0,,,,,
factorized_over_oracle_factorial_imm,-0.0768583597091644,-0.07716522938752274,0.0,30.0,,,,,
factorized_over_oracle_dynamic,-0.11657304147427767,-0.11838387714251997,0.0,30.0,,,,,
,,,,,39100.0,h,0.026576286579115455,-0.009136528930042223,0.035712815509157676
,,,,,39101.0,h,0.026592618910287337,-0.009290742530741521,0.035883361441028855
,,,,,39102.0,h,0.025724758824957658,-0.01581318534128969,0.04153794416624735
,,,,,39103.0,h,0.027532234830971294,-0.01112888313657733,0.038661117967548626
,,,,,39104.0,h,0.01926093307122363,-0.009740876082027035,0.029001809153250666
,,,,,39105.0,h,0.028434075340688765,-0.018660569014354922,0.04709464435504369
,,,,,39106.0,h,0.024440760010644543,-0.009785613295928986,0.03422637330657353
,,,,,39107.0,h,0.02311593846689414,-0.011055921600832179,0.03417186006772632
,,,,,39108.0,h,0.014935018329056447,-0.005176322976531037,0.020111341305587484
,,,,,39109.0,h,0.029128921492809486,-0.013403954516767359,0.042532876009576844
,,,,,39110.0,h,0.02958086005590074,-0.008944549695893431,0.03852540975179417
,,,,,39111.0,h,0.0284336083824156,-0.020180230929232733,0.04861383931164833
,,,,,39112.0,h,0.03429276271588813,-0.013372541035796949,0.04766530375168508
,,,,,39113.0,h,0.02238998274101964,-0.01172052386436779,0.03411050660538743
,,,,,39114.0,h,0.03020976767542647,-0.012408295904228097,0.042618063579654565
,,,,,39115.0,h,0.03450365153646434,-0.01240615317474397,0.046909804711208314
,,,,,39116.0,h,0.025342398424944124,-0.010048421670662576,0.0353908200956067
,,,,,39117.0,h,0.02682787521338231,-0.007898318852862343,0.03472619406624465
,,,,,39118.0,h,0.023564338513135077,-0.009376781390267465,0.03294111990340254
,,,,,39119.0,h,0.02518371242424373,-0.00876725706768714,0.03395096949193087
,,,,,39120.0,h,0.021653594513343186,-0.011563273178952102,0.03321686769229529
,,,,,39121.0,h,0.033901992191298996,-0.010964828904766808,0.0448668210960658
,,,,,39122.0,h,0.01805206565716124,-0.00855256417766607,0.02660462983482731
,,,,,39123.0,h,0.02759283572992147,-0.014051409963641253,0.041644245693562724
,,,,,39124.0,h,0.024277133788617133,-0.00891704987334896,0.033194183661966095
,,,,,39125.0,h,0.024002918621144977,-0.007114527386458879,0.031117446007603855
,,,,,39126.0,h,0.02534809856418653,-0.00987501016800399,0.03522310873219052
,,,,,39127.0,h,0.027900836665772304,-0.011354102269921215,0.03925493893569352
,,,,,39128.0,h,0.029652624640004812,-0.010893255741637643,0.04054588038164245
,,,,,39129.0,h,0.023478406421154972,-0.009374631655756189,0.03285303807691116
,,,,,39100.0,q,0.032214382078885426,0.019748994698380883,0.012465387380504542
,,,,,39101.0,q,0.05325341027225379,0.009156024539225146,0.04409738573302864
,,,,,39102.0,q,0.035378046586111704,0.00792730333647208,0.027450743249639625
,,,,,39103.0,q,0.043632923986710856,0.018428273561267028,0.025204650425443828
,,,,,39104.0,q,0.050588596639377606,0.011357386159503147,0.03923121047987446
,,,,,39105.0,q,0.027081188679065123,0.012193012433717652,0.014888176245347471
,,,,,39106.0,q,0.0596029118863035,0.010103495379810534,0.04949941650649296
,,,,,39107.0,q,0.05682939903476796,0.02390702690438869,0.03292237213037927
,,,,,39108.0,q,0.02424159552375605,0.017994463369332234,0.0062471321544238165
,,,,,39109.0,q,0.04463322280747467,0.01780345648831659,0.02682976631915808
,,,,,39110.0,q,0.029820117559276008,0.012308648317300396,0.01751146924197561
,,,,,39111.0,q,0.05180058331025688,0.0183510415454211,0.03344954176483578
,,,,,39112.0,q,0.05340579421175695,0.01366242316956364,0.03974337104219331
,,,,,39113.0,q,0.028225366915772827,0.017092900394592183,0.011132466521180644
,,,,,39114.0,q,0.0407905966775243,0.01616255693033379,0.024628039747190508
,,,,,39115.0,q,0.017239760947139145,0.020257185285016455,-0.0030174243378773107
,,,,,39116.0,q,0.0483119723362011,0.013514221102371812,0.03479775123382929
,,,,,39117.0,q,0.052022111263999665,0.010320126882335795,0.04170198438166387
,,,,,39118.0,q,0.0307277788195688,0.03883588966118304,-0.008108110841614238
,,,,,39119.0,q,0.026452106705058483,0.02678528836879576,-0.0003331816637372753
,,,,,39120.0,q,0.05179855920862801,0.009291500428103235,0.04250705878052478
,,,,,39121.0,q,0.030299181638340708,0.027463446732216325,0.0028357349061243833
,,,,,39122.0,q,0.056969780357686926,0.0032500719305716,0.05371970842711533
,,,,,39123.0,q,0.03487469439128245,0.00994686802359009,0.02492782636769236
,,,,,39124.0,q,0.04077291738403491,0.005925090752024944,0.034847826632009964
,,,,,39125.0,q,0.04032909990482418,0.01597911854794063,0.02434998135688355
,,,,,39126.0,q,0.041742663407141514,0.017761646701792724,0.02398101670534879
,,,,,39127.0,q,0.04680594975146358,0.0012513277573322056,0.04555462199413137
,,,,,39128.0,q,0.05335526117459465,0.01407251826953259,0.03928274290506206
,,,,,39129.0,q,0.04931499865542857,0.011187428751519627,0.03812756990390895
,,,,,39100.0,r,0.1588923377882712,0.1076958865301051,0.05119645125816609
,,,,,39101.0,r,0.17439621523583115,0.08415774007105299,0.09023847516477816
,,,,,39102.0,r,0.15201702168503065,0.10732014601611278,0.04469687566891786
,,,,,39103.0,r,0.1488181623598228,0.09895554072397114,0.049862621635851645
,,,,,39104.0,r,0.15386416515900395,0.10069661727497886,0.053167547884025085
,,,,,39105.0,r,0.13212961542750104,0.09554262346452116,0.036586991962979876
,,,,,39106.0,r,0.1825982909373372,0.08113516186778262,0.10146312906955458
,,,,,39107.0,r,0.1540873736113937,0.08873362137956706,0.06535375223182666
,,,,,39108.0,r,0.15535557797297275,0.11258930918379813,0.042766268789174625
,,,,,39109.0,r,0.15327870010391667,0.08137756944539058,0.07190113065852609
,,,,,39110.0,r,0.16407717888576784,0.0867163958407615,0.07736078304500633
,,,,,39111.0,r,0.17808883318106386,0.08870313336455231,0.08938569981651155
,,,,,39112.0,r,0.13851130778125775,0.0994638019208792,0.039047505860378556
,,,,,39113.0,r,0.13170249027218306,0.10299773363161951,0.028704756640563545
,,,,,39114.0,r,0.17984637560596606,0.089220047600393,0.09062632800557306
,,,,,39115.0,r,0.13888891340730833,0.1060192719839633,0.03286964142334503
,,,,,39116.0,r,0.12194310562487667,0.10171779266766309,0.02022531295721358
,,,,,39117.0,r,0.14427625777803244,0.10208861635306803,0.04218764142496441
,,,,,39118.0,r,0.13117515787821363,0.10182488917572324,0.029350268702490384
,,,,,39119.0,r,0.1386346723903511,0.11800135476785303,0.020633317622498065
,,,,,39120.0,r,0.17317953167034042,0.09247858005131472,0.0807009516190257
,,,,,39121.0,r,0.13014145610489902,0.10321003650079522,0.026931419604103807
,,,,,39122.0,r,0.14622390500129517,0.11909161494804725,0.027132290053247923
,,,,,39123.0,r,0.13707108353377429,0.10911871287432803,0.027952370659446252
,,,,,39124.0,r,0.13112376375440288,0.1092824446920571,0.02184131906234578
,,,,,39125.0,r,0.14965622379797072,0.09083199441592053,0.05882422938205019
,,,,,39126.0,r,0.13778023848108298,0.09003078257946788,0.0477494559016151
,,,,,39127.0,r,0.1499218784537315,0.08606343713410344,0.06385844131962806
,,,,,39128.0,r,0.14937374621738986,0.10348930374193686,0.045884442475452994
,,,,,39129.0,r,0.18694136353070073,0.09435006241313776,0.09259130111756297
