seed,method,sequence_id,block_id,cell,h_high,q_high,r_high,heldout_composition,n_steps,mean_nll,latent_mse,early_nll,late_nll,mean_h_estimate,mean_q_estimate,mean_r_estimate,true_h,true_q,true_r,jump_count,test_tape_digest
39100,clamp_h,0,0,101,1,0,1,True,96,1.3141590849096436,0.07410992703679871,1.3735890831381234,0.886382955037914,0.012247448713915891,0.02963133049022677,0.15211364822580115,0.06,0.0025,0.16,9,5ea6ed98de84ede4d2d9c5945f425ec41253dfdf666c11ccaffca6237d37497e
39100,clamp_h,0,1,100,1,0,0,False,96,-0.03760267615335122,0.005463725775154349,1.3965294514854918,-0.23915611323997707,0.012247448713915891,0.008516989809371869,0.025090978588986897,0.06,0.0025,0.01,6,5ea6ed98de84ede4d2d9c5945f425ec41253dfdf666c11ccaffca6237d37497e
39100,clamp_h,0,2,010,0,1,0,False,96,0.20827292188393365,0.018955588572238554,0.9230357819346504,0.16659529405243173,0.012247448713915891,0.013255039822225605,0.03363518576664026,0.0025,0.04,0.01,0,5ea6ed98de84ede4d2d9c5945f425ec41253dfdf666c11ccaffca6237d37497e
39100,clamp_h,0,3,110,1,1,0,True,96,0.6008402019455704,0.02497173113027558,0.8450747249660884,1.0597684050857628,0.012247448713915891,0.019023665302317028,0.04759593544867744,0.06,0.04,0.01,6,5ea6ed98de84ede4d2d9c5945f425ec41253dfdf666c11ccaffca6237d37497e
39100,clamp_h,0,4,111,1,1,1,True,96,0.8653697256634837,0.08038384553244277,0.9657006972642627,0.694464341343519,0.012247448713915891,0.04655018934969123,0.1155835547457939,0.06,0.04,0.16,3,5ea6ed98de84ede4d2d9c5945f425ec41253dfdf666c11ccaffca6237d37497e
39100,clamp_h,0,5,011,0,1,1,True,96,0.7526645628368537,0.0485934955088532,0.6683538658952431,0.6493372792782015,0.012247448713915891,0.05279999933214758,0.13147562717898953,0.0025,0.04,0.16,0,5ea6ed98de84ede4d2d9c5945f425ec41253dfdf666c11ccaffca6237d37497e
39100,clamp_h,0,6,000,0,0,0,False,96,-0.32565917743624734,0.005050859348645502,0.49902379396934804,-0.3880513722924679,0.012247448713915891,0.008785302564885729,0.02199417163520577,0.0025,0.0025,0.01,1,5ea6ed98de84ede4d2d9c5945f425ec41253dfdf666c11ccaffca6237d37497e
39100,clamp_h,0,7,001,0,0,1,False,96,0.9014949732380004,0.06122699363303424,1.2778082729924918,0.8106765386725439,0.012247448713915891,0.04142522720409752,0.10409691885720372,0.0025,0.0025,0.16,0,5ea6ed98de84ede4d2d9c5945f425ec41253dfdf666c11ccaffca6237d37497e
39100,clamp_h,0,8,000,0,0,0,False,96,-0.5620578121289443,0.0034546203109940715,-0.02944651564234392,-0.7922186276130669,0.012247448713915891,0.007983775587846942,0.019983554334123695,0.0025,0.0025,0.01,0,5ea6ed98de84ede4d2d9c5945f425ec41253dfdf666c11ccaffca6237d37497e
39100,clamp_h,0,9,001,0,0,1,False,96,0.711468644499873,0.05425891963295837,0.9372054364259761,0.5068619615479331,0.012247448713915891,0.03681890987337264,0.09210183775071996,0.0025,0.0025,0.16,0,5ea6ed98de84ede4d2d9c5945f425ec41253dfdf666c11ccaffca6237d37497e
