seed,method,block_id,sequence_id,cell,block_length,n_jumps,nll,latent_mse,late_nll,late_latent_mse,mean_h,mean_q,mean_r,mean_jump_probability,mean_release_probability
43002,learned_event_learned_qr,0,0,101,128,6,1.0451353399398162,0.10259918885876734,0.9975706902143258,0.07689583067064679,0.013739397173474409,0.08972485841357061,0.12539795359785155,0.031547680343948774,0.031547680343948774
43002,learned_event_learned_qr,1,0,111,96,5,1.1224680201227393,0.11290163592064116,1.004716111308082,0.2007411353283067,0.015978256188537404,0.14511022580472513,0.14531962821989056,0.026106697810334256,0.026106697810334256
43002,learned_event_learned_qr,2,0,110,128,4,0.1988882056569466,0.009685543634955779,0.5198134462028103,0.013006451044710064,0.016612314864207937,0.028746374774679995,0.028700475069159487,0.027972844792663043,0.027972844792663043
43002,learned_event_learned_qr,3,0,011,64,0,0.9224601322369297,0.11806271714409769,0.8534545235878681,0.09711620008983735,0.023461665619851718,0.06472880979139436,0.06464321336925412,0.05363758970772855,0.05363758970772855
43002,learned_event_learned_qr,4,0,110,96,8,0.5147938140935276,0.010190833541434996,0.2309482648645273,0.009287440317401939,0.028827580579612034,0.028670025532879017,0.028602138049123194,0.07336986444499766,0.07336986444499766
43002,learned_event_learned_qr,5,0,101,64,1,0.9117298128983794,0.09242532982640497,0.6729503602237272,0.050592797897542494,0.03262272084728343,0.09058641516500565,0.09010373498887916,0.04003768056741099,0.04003768056741099
43002,learned_event_learned_qr,6,0,101,96,7,1.0554853692432118,0.08190915600062941,0.9577062108946778,0.07855893011380166,0.03414535833958132,0.08892980094299796,0.09039992681675264,0.05798965786417451,0.05798965786417451
43002,learned_event_learned_qr,7,0,011,128,0,0.8567891664019536,0.07512641427058407,0.9083890993786864,0.05630677263381681,0.036353191883437386,0.09076018114883692,0.09046699178421543,0.037758713163084164,0.037758713163084164
43002,learned_event_learned_qr,8,0,011,96,0,0.7746698634776311,0.09459624856590733,0.8647023188470316,0.10770425165172637,0.0353910084736908,0.08998841026513142,0.0898439639585501,0.011295286016497074,0.011295286016497074
43002,learned_event_learned_qr,9,0,111,128,6,1.062094381777801,0.09614849747083754,0.3218351740687532,0.07373041858409407,0.039086229094886814,0.1126508192406536,0.11206301050811864,0.06478365216216689,0.06478365216216689
43002,learned_event_learned_qr,10,0,110,64,3,0.2023395480606662,0.00836678409605975,0.08520823617786744,0.00394705404374537,0.03982333345439283,0.021957268153473455,0.02192204359436849,0.0473563716428246,0.0473563716428246
43002,learned_event_learned_qr,11,0,111,64,5,1.0283049389819356,0.11308232876958309,0.5396474768936854,0.04448364148572645,0.04711552553296354,0.07187062526207239,0.07175695489678408,0.09553299365768508,0.09553299365768508
43002,learned_event_learned_qr,12,1,011,64,0,1.0559184626010256,0.09656930203914944,1.0016092263936076,0.09996230928799717,0.010505873389600311,0.0799407644709306,0.13022068773245116,0.01344684552031484,0.01344684552031484
43002,learned_event_learned_qr,13,1,110,64,3,0.43386791648916523,0.011147179126160405,0.04313141677254926,0.005659475773944114,0.013008663448967837,0.04358759641294985,0.04488630315912914,0.0344248311426984,0.0344248311426984
43002,learned_event_learned_qr,14,1,011,128,1,1.027884623868176,0.10218858690054103,0.9465749359144887,0.1134090749908103,0.013636515405988302,0.13414418922793017,0.13422941718780226,0.011215593165259052,0.011215593165259052
43002,learned_event_learned_qr,15,1,011,96,0,0.7938996569368116,0.07768496003830867,0.8324689167132098,0.07494545937687438,0.0114620783907916,0.09152815687866196,0.09155937700011822,0.0009301359609051709,0.0009301359609051709
