candidate_type,retention,window_frames,natural_accuracy,hidden_accuracy,post_switch_accuracy,natural_accuracy_loss,eligible,selected
fixed_forgetting,0.0,,0.7358310508021031,0.7389455782312925,0.7465846994535519,0.0,True,False
fixed_forgetting,0.25,,0.751412825350048,0.7542517006802721,0.758879781420765,-0.01558177454794496,True,True
fixed_forgetting,0.5,,0.7597111023345667,0.753968253968254,0.7445355191256832,-0.023880051532463642,True,False
fixed_forgetting,0.7,,0.7732609335244253,0.7409297052154196,0.6953551912568307,-0.03742988272232217,True,False
fixed_forgetting,0.85,,0.7854013354433206,0.6921768707482994,0.5587431693989071,-0.04957028464121749,True,False
fixed_forgetting,0.93,,0.7958038773280001,0.5847505668934241,0.3319672131147541,-0.05997282652589697,True,False
fixed_forgetting,0.97,,0.8025203212154967,0.4424603174603175,0.15095628415300547,-0.06668927041339356,True,False
fixed_forgetting,0.99,,0.8015285892400554,0.29931972789115646,0.05054644808743169,-0.06569753843795234,True,False
fixed_forgetting,1.0,,0.7997491737701637,0.20238095238095238,0.03620218579234973,-0.06391812296806065,True,False
sliding_window,,2.0,0.7532863744436684,0.75,0.7424863387978141,-0.017455323641565323,True,True
sliding_window,,4.0,0.763693440571599,0.7358276643990929,0.6960382513661203,-0.027862389769495954,True,False
sliding_window,,8.0,0.7775462779541881,0.6992630385487528,0.5840163934426229,-0.04171522715208498,True,False
sliding_window,,16.0,0.7904669381486424,0.6023242630385487,0.3374316939890711,-0.05463588734653935,True,False
sliding_window,,32.0,0.7967004753345606,0.4016439909297052,0.08879781420765026,-0.06086942453245747,True,False
