candidate_index,retention_floor,retention_ceiling,bias,surprise_weight,entropy_weight,disagreement_weight,fast_retention,slow_retention,evidence_weight_floor,epsilon,natural_accuracy,natural_accuracy_loss,hidden_accuracy,post_switch_accuracy,reachability_auc,reachability_recall,false_alarms_per_1000,median_delay,mean_retention,eligible,selected
0,0.0,0.93,0.5,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7527701485823713,0.0005162258612970705,0.7556689342403627,0.7575136612021857,0.5298584759088897,0.2786885245901639,19.579169713217972,4.0,0.35630841924161116,True,False
1,0.0,0.93,0.5,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7557703627119714,-0.0024839882683029835,0.7536848072562358,0.7561475409836065,0.8266272714677155,0.0,0.0,,0.3593843729643522,False,False
2,0.0,0.93,0.5,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7544708288544801,-0.0011844544108117194,0.7542517006802721,0.7547814207650273,0.7656115694363921,0.00819672131147541,6.986757656998944,0.0,0.35459263049903594,False,False
3,0.0,0.93,0.5,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7534874262341728,-0.0002010517905043363,0.7548185941043084,0.7554644808743168,0.7203207664173191,0.00819672131147541,6.824274920789666,0.0,0.3541468197334125,False,False
4,0.0,0.93,0.25,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.754468970187516,-0.0011825957438476031,0.7556689342403627,0.7520491803278687,0.5298584759088897,0.4344262295081967,34.20261597205297,2.0,0.409523327973232,True,False
5,0.0,0.93,0.25,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7575610610487223,-0.004274686605053923,0.7545351473922902,0.7534153005464481,0.8266272714677155,0.11475409836065574,31.602892192704527,0.0,0.41310833457784524,True,False
6,0.0,0.93,0.25,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7561982790938352,-0.0029119046501667745,0.7545351473922902,0.7527322404371585,0.7656115694363921,0.08196721311475409,28.109513364205053,0.0,0.4090887113182273,False,False
7,0.0,0.93,0.25,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7560919865768284,-0.002805612133159996,0.753968253968254,0.7520491803278687,0.7203207664173191,0.10655737704918032,24.69737590381022,0.0,0.4088022651284776,True,False
8,0.0,0.93,-0.0,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7561203266679817,-0.002833952224313263,0.7502834467120181,0.7397540983606556,0.5298584759088897,0.5655737704918032,44.68275245755139,1.0,0.46424018140114565,True,False
9,0.0,0.93,-0.0,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7592989857335404,-0.006012611289871961,0.7551020408163265,0.753415300546448,0.8266272714677155,0.1885245901639344,14.379722154521081,0.0,0.4679871620578078,True,False
