seed,fixed_routing_macro_accuracy,fixed_associative_macro_accuracy,associative_query_shuffled_macro_accuracy,train_fixed_best_macro_accuracy,matched_probe_random_macro_accuracy,reward_only_local_macro_accuracy,oracle_hidden_train_map_macro_accuracy,reward_only_minus_fixed,reward_only_minus_random,oracle_opportunity,oracle_gain_retained,oracle_retention_margin,reliability_crossover,associative_query_specificity,reward_selector_posthoc_choice_accuracy,mean_local_regret,memory_pressure_spearman,n_memory_better_cells,n_routing_better_cells,both_actuator_winners_present
9200,0.7494936342592593,0.7501446759259259,0.5007957175925926,0.7494936342592593,0.7562934027777778,0.7939814814814815,0.8467158564814815,0.04448784722222221,0.03768807870370372,0.09722222222222221,0.45758928571428564,0.020182291666666657,0.3867187500000001,0.34895833333333337,0.9259259259259259,0.05309606481481482,-0.9761904761904763,9,9,True
9201,0.7515190972222222,0.7538339120370371,0.5006510416666666,0.7515190972222222,0.7582465277777778,0.7984664351851852,0.8524305555555556,0.04694733796296302,0.04021990740740744,0.10091145833333337,0.46523297491039467,0.021719473379629678,0.4140625,0.3932291666666667,0.9351851851851852,0.05396412037037037,-0.9581010095306072,9,9,True
9202,0.7510127314814815,0.740234375,0.49189814814814814,0.7510127314814815,0.7408130787037037,0.7932581018518519,0.8430989583333334,0.04224537037037035,0.05244502314814814,0.09208622685185186,0.45875883739198714,0.019223813657407385,0.43619791666666663,0.32682291666666663,0.9629629629629629,0.04984085648148148,-0.9761904761904763,9,9,True
9203,0.7529658564814815,0.748046875,0.4927662037037037,0.748046875,0.7428385416666666,0.7967303240740741,0.8511284722222222,0.04868344907407407,0.05389178240740744,0.10308159722222221,0.47228070175438597,0.022913049768518517,0.44921875,0.34244791666666674,0.9444444444444444,0.05439814814814815,-1.0,9,9,True
9204,0.7499276620370371,0.7438512731481481,0.5035445601851852,0.7499276620370371,0.7513020833333334,0.7888454861111112,0.8449074074074074,0.03891782407407407,0.03754340277777779,0.09497974537037035,0.4097486671744098,0.015172887731481483,0.3984375,0.33723958333333337,0.9444444444444444,0.056061921296296294,-1.0,9,9,True
