seed,strict_unseen_generators,fixed_best_mode,routing_utility,gain_utility,low_rank_utility,fixed_best_utility,oracle_utility,gru_bptt_utility,local_three_factor_utility,local_minus_fixed_best,oracle_minus_fixed_best,gru_minus_fixed_best,local_noninferiority_contrast,local_regret,gru_regret,local_selection_accuracy,gru_selection_accuracy,local_recovered_oracle_gain,gru_recovered_oracle_gain,positive_oracle_gain_cells,local_cell_recovery_mean,gru_cell_recovery_mean,local_update_l1,local_update_l2,gru_update_l1,gru_update_l2
0,43,low_rank,0.6419573643410852,0.5167151162790697,0.7507267441860465,0.7507267441860465,0.8660368217054263,0.8553779069767442,0.8498062015503876,0.0990794573643411,0.11531007751937986,0.10465116279069768,0.006831395348837199,0.01623062015503876,0.010658914728682174,0.9069767441860465,0.9069767441860465,0.8592436974789917,0.907563025210084,12,0.9166666666666666,0.8333333333333334,17062.613256093933,16.142407680145524,464.19225780938996,2.319349394054313
1,43,low_rank,0.6327519379844961,0.5428779069767441,0.7553294573643412,0.7553294573643412,0.8670058139534885,0.8580426356589148,0.8585271317829458,0.10319767441860463,0.11167635658914728,0.10271317829457363,0.013856589147286796,0.008478682170542635,0.008963178294573644,0.9069767441860465,0.8837209302325582,0.9240780911062906,0.9197396963123644,14,0.49999999999999867,0.4285714285714272,17021.46123215408,16.168027007468574,465.5172595833672,2.383567894200618
2,43,low_rank,0.6107073643410852,0.5123546511627907,0.7744670542635658,0.7744670542635658,0.8687015503875969,0.8495639534883721,0.8493217054263567,0.07485465116279069,0.094234496124031,0.07509689922480621,-0.000532945736434115,0.01937984496124031,0.019137596899224806,0.8837209302325582,0.8837209302325582,0.7943444730077122,0.7969151670951159,12,0.9166666666666666,0.8333333333333334,16991.491686696307,16.176435335624234,438.0012928516888,2.273930683037311
3,43,low_rank,0.6191860465116279,0.5390019379844961,0.7548449612403101,0.7548449612403101,0.869670542635659,0.8611918604651164,0.8616763565891475,0.10683139534883719,0.11482558139534882,0.10634689922480617,0.014970930232558133,0.00799418604651163,0.008478682170542639,0.8837209302325582,0.9069767441860465,0.930379746835443,0.9261603375527425,13,0.9230769230769231,0.9230769230769231,16939.290888283173,16.043221939895787,418.5900903796708,2.2129356636825492
4,43,low_rank,0.6092538759689922,0.5193798449612402,0.7669573643410852,0.7669573643410852,0.8544089147286822,0.8527131782945737,0.8498062015503877,0.08284883720930232,0.0874515503875969,0.08575581395348837,0.012887596899224793,0.004602713178294574,0.0016957364341085288,0.8837209302325582,0.9069767441860465,0.9473684210526315,0.9806094182825484,11,0.7181818181818183,0.8090909090909091,16938.702093012504,16.12324523185084,414.2104253369213,2.1946888781922884
5,43,low_rank,0.6337209302325582,0.5276162790697675,0.748062015503876,0.748062015503876,0.8672480620155039,0.8619186046511627,0.8594961240310076,0.11143410852713179,0.11918604651162791,0.11385658914728682,0.016085271317829455,0.007751937984496121,0.0053294573643410835,0.8837209302325582,0.9302325581395349,0.9349593495934959,0.9552845528455284,14,0.8571428571428571,0.8571428571428571,17205.804492603078,16.264592138155823,436.1362127739809,2.218421582869327
6,43,low_rank,0.625968992248062,0.5469961240310077,0.7659883720930233,0.7659883720930233,0.8825096899224807,0.8759689922480621,0.8750000000000001,0.10901162790697674,0.11652131782945738,0.10998062015503876,0.01579457364341083,0.0075096899224806205,0.006540697674418603,0.8837209302325582,0.9069767441860465,0.9355509355509355,0.9438669438669438,12,0.8333333333333334,0.9166666666666666,17199.774770545322,16.27738204892219,446.4712060867016,2.245745581172318
7,43,low_rank,0.622093023255814,0.5348837209302325,0.7349806201550387,0.7349806201550387,0.8527131782945736,0.8357558139534884,0.8415697674418605,0.10658914728682171,0.11773255813953488,0.10077519379844961,0.012403100775193798,0.011143410852713176,0.016957364341085267,0.8604651162790697,0.8372093023255814,0.9053497942386832,0.8559670781893004,13,0.8461538461538461,0.7692307692307693,17031.630013052247,16.09155369399448,414.53332873381646,2.1871222284401917
8,43,low_rank,0.623062015503876,0.5360949612403101,0.7252906976744186,0.7252906976744186,0.838420542635659,0.8304263565891472,0.8241279069767442,0.0988372093023256,0.11312984496124033,0.1051356589147287,0.008333333333333331,0.01429263565891473,0.00799418604651163,0.8837209302325582,0.9302325581395349,0.8736616702355461,0.9293361884368309,15,0.8047619047619048,0.8714285714285714,16985.630784024557,16.086054786980117,420.6022470324319,2.2024618644425686
9,43,low_rank,0.626453488372093,0.5300387596899224,0.7478197674418605,0.7478197674418605,0.8621608527131782,0.8495639534883719,0.8544089147286822,0.10658914728682171,0.11434108527131784,0.10174418604651163,0.015116279069767438,0.007751937984496124,0.012596899224806203,0.9069767441860465,0.9302325581395349,0.9322033898305084,0.8898305084745762,14,0.7857142857142857,0.8571428571428571,17273.861376176053,16.29659422239527,398.19445893252765,2.100286054506706
