seed,strict_unseen_generators,fixed_best_mode,routing_utility,gain_utility,low_rank_utility,fixed_best_utility,oracle_utility,gru_bptt_utility,local_three_factor_utility,local_minus_fixed_best,oracle_minus_fixed_best,gru_minus_fixed_best,local_noninferiority_contrast,local_regret,gru_regret,local_selection_accuracy,gru_selection_accuracy,local_recovered_oracle_gain,gru_recovered_oracle_gain,positive_oracle_gain_cells,local_cell_recovery_mean,gru_cell_recovery_mean,local_update_l1,local_update_l2,gru_update_l1,gru_update_l2
10,43,low_rank,0.659156976744186,0.533187984496124,0.7456395348837209,0.7456395348837209,0.8844476744186046,0.8810562015503877,0.8810562015503877,0.13541666666666666,0.13880813953488372,0.13541666666666666,0.02437015503875968,0.003391472868217055,0.003391472868217055,0.9534883720930233,0.9534883720930233,0.9755671902268761,0.9755671902268761,15,0.9333333333333333,0.9333333333333333,17095.532198526318,16.146185211233046,438.632478967187,2.2427163540401174
11,43,low_rank,0.6417151162790696,0.533672480620155,0.7451550387596899,0.7451550387596899,0.874515503875969,0.871124031007752,0.874515503875969,0.12936046511627908,0.12936046511627908,0.12596899224806202,0.025872093023255813,0.0,0.003391472868217055,0.9767441860465116,0.9534883720930233,1.0,0.9737827715355805,15,1.0,1.0,16838.358203758464,16.030494970855127,405.06515852003076,2.1496987532916623
12,43,low_rank,0.6351744186046512,0.5465116279069767,0.7507267441860465,0.7507267441860465,0.8638565891472869,0.8548934108527133,0.8582848837209303,0.10755813953488375,0.11312984496124033,0.10416666666666667,0.017054263565891473,0.00557170542635659,0.008963178294573642,0.9534883720930233,0.9069767441860465,0.9507494646680943,0.9207708779443253,14,0.8571428571428571,0.8571428571428571,16734.33842609603,15.915588365403059,404.7360966162048,2.1078128655909123
13,43,low_rank,0.6448643410852712,0.5072674418604651,0.7429748062015503,0.7429748062015503,0.8737887596899226,0.8638565891472869,0.872093023255814,0.12911821705426357,0.1308139534883721,0.12088178294573644,0.02446705426356588,0.0016957364341085288,0.009932170542635657,0.9767441860465116,0.9534883720930233,0.987037037037037,0.924074074074074,15,0.9333333333333333,0.9333333333333333,17021.86192704021,16.132134800950794,437.11809449162894,2.229923250482451
14,43,low_rank,0.6148255813953489,0.5215600775193797,0.7347383720930233,0.7347383720930233,0.8454457364341086,0.8304263565891473,0.8316375968992249,0.09689922480620156,0.11070736434108527,0.09568798449612402,0.008333333333333331,0.013808139534883726,0.015019379844961244,0.8837209302325582,0.8604651162790697,0.87527352297593,0.8643326039387308,14,0.607142857142857,0.607142857142857,17049.534772132614,16.21923271317054,421.3814490950535,2.160978294040785
15,43,low_rank,0.6768410852713178,0.5588662790697675,0.7185077519379844,0.7185077519379844,0.8694282945736433,0.8621608527131784,0.8602228682170543,0.14171511627906977,0.1509205426356589,0.1436531007751938,0.020978682170542634,0.009205426356589146,0.007267441860465114,0.9302325581395349,0.9302325581395349,0.9390048154093099,0.9518459069020868,19,0.8947368421052632,0.8947368421052632,17331.46473530477,16.3152748046264,437.755606598341,2.254119606437683
16,43,low_rank,0.652858527131783,0.5525678294573643,0.7180232558139535,0.7180232558139535,0.8594961240310076,0.8570736434108527,0.850048449612403,0.1320251937984496,0.14147286821705427,0.13905038759689922,0.018846899224806174,0.00944767441860465,0.002422480620155038,0.8837209302325582,0.9534883720930233,0.9332191780821917,0.982876712328767,18,0.7222222222222222,0.8888888888888888,17063.304410867808,16.119389720726236,389.88054012983554,2.0802689214505823
17,43,low_rank,0.6213662790697675,0.5339147286821707,0.7570251937984497,0.7570251937984497,0.8723352713178296,0.8631298449612403,0.867248062015504,0.11022286821705428,0.11531007751937986,0.10610465116279069,0.017974806201550383,0.005087209302325579,0.009205426356589146,0.9302325581395349,0.9069767441860465,0.9558823529411765,0.9201680672268906,13,0.8461538461538461,0.8461538461538461,16750.930122045578,15.980605847322554,405.9754650113623,2.1226203103437897
18,43,low_rank,0.655281007751938,0.5545058139534884,0.726986434108527,0.726986434108527,0.8742732558139537,0.8645833333333334,0.8640988372093024,0.13711240310077522,0.14728682170542637,0.1375968992248062,0.019282945736434118,0.010174418604651164,0.009689922480620155,0.9302325581395349,0.8837209302325582,0.930921052631579,0.9342105263157894,17,0.8382352941176472,0.8382352941176472,17091.8271110873,16.129106446567935,434.2223936327607,2.2391831648055387
19,43,low_rank,0.617248062015504,0.5525678294573644,0.779796511627907,0.779796511627907,0.8810562015503876,0.8708817829457364,0.8757267441860465,0.09593023255813954,0.1012596899224806,0.09108527131782945,0.014922480620155054,0.005329457364341087,0.010174418604651164,0.9534883720930233,0.9302325581395349,0.9473684210526317,0.8995215311004785,11,0.9090909090909091,1.0,17124.619542884717,16.159280773757136,415.6427822182404,2.1921272789654878
20,43,low_rank,0.6051356589147286,0.563468992248062,0.7790697674418605,0.7790697674418605,0.8677325581395349,0.8544089147286822,0.8582848837209303,0.07921511627906977,0.08866279069767442,0.07533914728682171,0.008284883720930225,0.00944767441860465,0.013323643410852714,0.8837209302325582,0.8837209302325582,0.8934426229508197,0.8497267759562842,10,0.7676470588235293,0.8676470588235293,17250.381705304946,16.292673276545415,403.3197949088492,2.1254271301013525
21,43,low_rank,0.6310562015503876,0.5518410852713178,0.7611434108527131,0.7611434108527131,0.872093023255814,0.8691860465116279,0.8679748062015505,0.10683139534883723,0.11094961240310079,0.10804263565891474,0.018071705426356596,0.004118217054263565,0.0029069767441860478,0.9534883720930233,0.9534883720930233,0.9628820960698691,0.9737991266375545,14,0.9285714285714286,0.9285714285714286,16810.714338850605,15.975559730094849,453.94560450855613,2.3158138705261155
22,43,low_rank,0.6487403100775194,0.5436046511627907,0.7466085271317829,0.7466085271317829,0.8808139534883721,0.8805717054263567,0.8759689922480619,0.12936046511627908,0.13420542635658914,0.13396317829457366,0.021996124031007758,0.004844961240310078,0.000242248062015503,0.9534883720930233,0.9767441860465116,0.9638989169675092,0.9981949458483756,16,0.8124999999999993,0.9375,16873.894373916293,16.051362192863817,393.733139356332,2.0880195525197776
23,43,low_rank,0.631782945736434,0.5380329457364341,0.7313468992248062,0.7313468992248062,0.8633720930232558,0.8498062015503876,0.8396317829457366,0.10828488372093026,0.13202519379844962,0.11845930232558141,0.0026647286821705474,0.023740310077519384,0.013565891472868219,0.9069767441860465,0.9302325581395349,0.8201834862385322,0.8972477064220183,14,0.8571428571428571,0.8571428571428571,17030.77686472656,16.170922624010256,415.86636899902896,2.171691947339291
24,43,low_rank,0.6085271317829458,0.5155038759689922,0.7870639534883721,0.7870639534883721,0.8839631782945737,0.8781492248062016,0.8759689922480619,0.08890503875968993,0.09689922480620156,0.09108527131782947,0.011385658914728675,0.007994186046511626,0.005813953488372095,0.9302325581395349,0.9302325581395349,0.9175,0.9400000000000001,12,0.861111111111111,0.6111111111111102,17124.35621380561,16.243258185753866,398.9108663187736,2.1243305771702015
25,43,low_rank,0.6465600775193799,0.5506298449612405,0.7301356589147286,0.7301356589147286,0.8548934108527131,0.8427810077519381,0.8328488372093025,0.10271317829457363,0.1247577519379845,0.11264534883720928,0.002906976744186024,0.02204457364341085,0.012112403100775198,0.8604651162790697,0.8837209302325582,0.8233009708737863,0.9029126213592231,17,0.6911764705882352,0.8676470588235293,16777.102138960257,16.05175792357431,420.55562709934327,2.1978344248394026
26,43,low_rank,0.6172480620155039,0.5106589147286822,0.7645348837209303,0.7645348837209303,0.8597383720930233,0.8478682170542634,0.8580426356589146,0.09350775193798451,0.09520348837209303,0.08333333333333334,0.017344961240310083,0.001695736434108525,0.011870155038759687,0.9302325581395349,0.8604651162790697,0.9821882951653945,0.8753180661577609,12,0.8333333333333334,0.7916666666666669,17033.994938921718,16.05909110343982,381.64560281758526,2.0323463932107044
27,43,low_rank,0.6351744186046511,0.5428779069767442,0.744670542635659,0.744670542635659,0.8689437984496124,0.8633720930232557,0.8570736434108527,0.11240310077519379,0.12427325581395349,0.11870155038759689,0.012984496124030992,0.011870155038759688,0.005571705426356589,0.8837209302325582,0.9534883720930233,0.9044834307992202,0.9551656920077972,14,0.8571428571428571,0.9285714285714286,17053.489839302536,16.21846843616385,386.40631729474575,2.0579334691395874
28,43,low_rank,0.6121608527131782,0.5627422480620154,0.7727713178294573,0.7727713178294573,0.8679748062015503,0.8541666666666666,0.8592538759689922,0.08648255813953488,0.09520348837209303,0.08139534883720931,0.010319767441860458,0.00872093023255814,0.013808139534883721,0.9302325581395349,0.9069767441860465,0.9083969465648855,0.8549618320610688,10,0.9,0.9,17053.892084478048,16.15953999196932,427.2014201536765,2.21203871493239
29,43,low_rank,0.6424418604651163,0.5494186046511628,0.7361918604651163,0.7361918604651163,0.8594961240310076,0.8558624031007751,0.8563468992248061,0.12015503875968991,0.12330426356589148,0.1196705426356589,0.02151162790697672,0.003149224806201548,0.003633720930232557,0.9534883720930233,0.9302325581395349,0.974459724950884,0.9705304518664045,13,0.9230769230769231,0.9230769230769231,17207.163901184187,16.2383268579234,430.5431428165643,2.214025339838832
