seed,selection_family,candidate_family,candidate,predictive_variance,selection_nll,candidate_h,candidate_q,candidate_r,selected
39110,fixed,ema,0.02,2.511835712933211,1.7563716832932486,,,,False
39110,fixed,ema,0.05,1.343083337542849,1.4512575827356766,,,,False
39110,fixed,ema,0.1,0.7951560417749732,1.2012272702120594,,,,False
39110,fixed,ema,0.2,0.474390668268358,0.9590025532443568,,,,False
39110,fixed,ema,0.4,0.3120388502309153,0.7629183365050135,,,,False
39110,fixed,ema,0.7,0.26045774060482585,0.6834105800006455,,,,False
39110,fixed,window,2,0.2845307727681001,0.7188689602230278,,,,False
39110,fixed,window,4,0.35902001420197815,0.8298230182321586,,,,False
39110,fixed,window,8,0.5384529352320082,1.0142031875964357,,,,False
39110,fixed,window,16,0.9003186880228758,1.255448931215665,,,,False
39110,fixed,window,32,1.5533103612330013,1.5096393914142094,,,,False
39110,fixed,window,64,2.5268582196377487,1.7456656511824848,,,,False
39110,fixed,fixed_jump,0.0025:0.0025:0.01,,0.816624034391499,0.0025,0.0025,0.01,False
39110,fixed,fixed_jump,0.0025:0.0025:0.04,,0.31114173957399954,0.0025,0.0025,0.04,False
39110,fixed,fixed_jump,0.0025:0.0025:0.16,,0.4329168672951824,0.0025,0.0025,0.16,False
39110,fixed,fixed_jump,0.0025:0.01:0.01,,0.5837403630638877,0.0025,0.01,0.01,False
39110,fixed,fixed_jump,0.0025:0.01:0.04,,0.2592171374688972,0.0025,0.01,0.04,False
39110,fixed,fixed_jump,0.0025:0.01:0.16,,0.4232846875217577,0.0025,0.01,0.16,False
39110,fixed,fixed_jump,0.0025:0.04:0.01,,0.3601314476589315,0.0025,0.04,0.01,False
39110,fixed,fixed_jump,0.0025:0.04:0.04,,0.28322998427978646,0.0025,0.04,0.04,False
39110,fixed,fixed_jump,0.0025:0.04:0.16,,0.48357289664216535,0.0025,0.04,0.16,False
39110,fixed,fixed_jump,0.01:0.0025:0.01,,0.687268556601866,0.01,0.0025,0.01,False
39110,fixed,fixed_jump,0.01:0.0025:0.04,,0.2763165518029835,0.01,0.0025,0.04,False
39110,fixed,fixed_jump,0.01:0.0025:0.16,,0.41377154003538424,0.01,0.0025,0.16,False
39110,fixed,fixed_jump,0.01:0.01:0.01,,0.5044419863932935,0.01,0.01,0.01,False
39110,fixed,fixed_jump,0.01:0.01:0.04,,0.24483125804350295,0.01,0.01,0.04,False
39110,fixed,fixed_jump,0.01:0.01:0.16,,0.41551199918583276,0.01,0.01,0.16,False
39110,fixed,fixed_jump,0.01:0.04:0.01,,0.33177588663168495,0.01,0.04,0.01,False
39110,fixed,fixed_jump,0.01:0.04:0.04,,0.27486176680340796,0.01,0.04,0.04,False
39110,fixed,fixed_jump,0.01:0.04:0.16,,0.47860366232478024,0.01,0.04,0.16,False
39110,fixed,fixed_jump,0.03:0.0025:0.01,,0.583199892034125,0.03,0.0025,0.01,False
39110,fixed,fixed_jump,0.03:0.0025:0.04,,0.2530169783167229,0.03,0.0025,0.04,False
39110,fixed,fixed_jump,0.03:0.0025:0.16,,0.4102115459464653,0.03,0.0025,0.16,False
39110,fixed,fixed_jump,0.03:0.01:0.01,,0.4395161564761015,0.03,0.01,0.01,False
39110,fixed,fixed_jump,0.03:0.01:0.04,,0.2370635076260349,0.03,0.01,0.04,True
39110,fixed,fixed_jump,0.03:0.01:0.16,,0.4211133645338893,0.03,0.01,0.16,False
39110,fixed,fixed_jump,0.03:0.04:0.01,,0.31321619652680904,0.03,0.04,0.01,False
