seed,method,sequence_id,block_id,cell,h_high,q_high,r_high,heldout_composition,n_steps,mean_nll,latent_mse,early_nll,late_nll,mean_h_estimate,mean_q_estimate,mean_r_estimate,true_h,true_q,true_r,jump_count,test_tape_digest
39110,selected_fixed,0,0,100,1,0,0,False,96,0.11636570700834932,0.00445835799422866,1.0561555939781002,-0.251115386381198,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.01,8,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,1,001,0,0,1,False,96,0.9558808817705304,0.10270288878039861,0.8224842880872223,0.7888217616020353,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.16,0,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,2,011,0,1,1,True,96,1.1827832511169831,0.10836129344996566,1.6628401938740316,0.540981760688562,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.16,0,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,3,110,1,1,0,True,96,0.4841647787035311,0.024853544547979677,1.3037691950327208,0.3928365721357255,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.01,6,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,4,000,0,0,0,False,96,-0.25771826309959617,0.004647774020265577,-0.2577253444416554,-0.24450288630013742,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.01,0,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,5,010,0,1,0,False,96,0.15442730419587067,0.020020170821680335,0.5422988722240892,-0.0026846599095280976,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.01,0,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,6,111,1,1,1,True,96,1.0951542394001705,0.0936879695742507,0.7084172694832853,1.6303225075628764,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.16,4,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,7,101,1,0,1,True,96,1.099232328212928,0.08421881929158266,0.8213388424673636,1.348027676738294,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.16,4,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,8,010,0,1,0,False,96,0.10553448711882026,0.021184484318937866,0.4543730041949292,-0.21106988838119606,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.01,0,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,9,111,1,1,1,True,96,1.4299609853921103,0.08076322454643903,0.6027075828389308,1.7041864000102502,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.16,8,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,10,110,1,1,0,True,96,0.3814361277985008,0.02622071702513537,0.3766268007894973,0.13124738443647846,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.01,6,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,11,000,0,0,0,False,96,-0.2772121361293728,0.002993831500158075,-0.2843121901596569,-0.2326097391214808,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.01,0,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,12,011,0,1,1,True,96,0.9616561976660383,0.061939386140957876,1.2347105420103404,0.9426882856891383,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.16,0,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
39110,selected_fixed,0,13,100,1,0,0,False,96,0.09621775115987702,0.005501670113449431,0.13353961396988417,0.4969290795368604,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.01,7,a2572978e387f064849fda1252aa70d1923afc5cca0e246fe7d8d69938fc3771
