seed,method,block_id,sequence_id,previous_cell,cell,window,n_samples,nll,latent_mse
43006,learned_event_learned_qr,1,0,011,101,1,1,0.20874949187920822,0.0034390149238400355
43006,learned_event_learned_qr,1,0,011,101,4,4,0.5256585995527217,0.028283408669231392
43006,learned_event_learned_qr,1,0,011,101,8,8,0.523197699408237,0.03444828035985249
43006,learned_event_learned_qr,1,0,011,101,16,16,1.1477086697806635,0.05320718959684739
43006,learned_event_learned_qr,2,0,101,101,1,1,0.1705567192311313,0.0026904983232083055
43006,learned_event_learned_qr,2,0,101,101,4,4,0.39998115945972307,0.030442149423355942
43006,learned_event_learned_qr,2,0,101,101,8,8,1.6257218973199545,0.08056094328219328
43006,learned_event_learned_qr,2,0,101,101,16,16,1.1700645352928372,0.049182180132734454
43006,learned_event_learned_qr,3,0,101,101,1,1,0.6224946719300501,0.02321011851747598
43006,learned_event_learned_qr,3,0,101,101,4,4,0.503501098527977,0.02236550234995662
43006,learned_event_learned_qr,3,0,101,101,8,8,0.7149658926746212,0.039628131504734744
43006,learned_event_learned_qr,3,0,101,101,16,16,1.1011307494995746,0.16398887371791282
43006,learned_event_learned_qr,4,0,101,111,1,1,0.16969753260867398,0.07328448886567679
43006,learned_event_learned_qr,4,0,101,111,4,4,1.844628987242896,0.04426956944679709
43006,learned_event_learned_qr,4,0,101,111,8,8,1.7999061786082065,0.0912551083537272
43006,learned_event_learned_qr,4,0,101,111,16,16,1.5831259920649914,0.14685480728816927
43006,learned_event_learned_qr,5,0,111,111,1,1,0.40513900372997796,0.010310128334266769
43006,learned_event_learned_qr,5,0,111,111,4,4,0.6550655441752202,0.013234538916970212
43006,learned_event_learned_qr,5,0,111,111,8,8,0.6318699493078519,0.02089896513769924
43006,learned_event_learned_qr,5,0,111,111,16,16,1.006559292664548,0.11593922907823329
43006,learned_event_learned_qr,6,0,111,110,1,1,0.5341158634933801,0.0010307999682969663
43006,learned_event_learned_qr,6,0,111,110,4,4,1.522684480009274,0.018699869904898355
43006,learned_event_learned_qr,6,0,111,110,8,8,1.456415087729206,0.015900437733300223
43006,learned_event_learned_qr,6,0,111,110,16,16,1.086519916770767,0.01040624865661144
43006,learned_event_learned_qr,7,0,110,110,1,1,-0.17513593441587091,0.016663065434994635
43006,learned_event_learned_qr,7,0,110,110,4,4,1.0456436551254642,0.01038901240436565
43006,learned_event_learned_qr,7,0,110,110,8,8,0.4266391511611187,0.013574970186238721
43006,learned_event_learned_qr,7,0,110,110,16,16,0.2752242566353972,0.011005007012958007
43006,learned_event_learned_qr,8,0,110,011,1,1,-0.427795370274101,0.0007549579819961626
43006,learned_event_learned_qr,8,0,110,011,4,4,0.830227761812781,0.01485110064583935
43006,learned_event_learned_qr,8,0,110,011,8,8,0.9552742983848588,0.03745170880118724
43006,learned_event_learned_qr,8,0,110,011,16,16,0.6580984474673784,0.035538509715919604
43006,learned_event_learned_qr,9,0,011,011,1,1,0.3979340412218048,0.005310572082991834
43006,learned_event_learned_qr,9,0,011,011,4,4,0.43134346200868157,0.03116410921478941
43006,learned_event_learned_qr,9,0,011,011,8,8,0.4249824399469775,0.17142248000999943
43006,learned_event_learned_qr,9,0,011,011,16,16,0.7056411570325579,0.1307574037374158
43006,learned_event_learned_qr,10,0,011,110,1,1,0.3695105249355646,0.06186540537678953
43006,learned_event_learned_qr,10,0,011,110,4,4,0.26465555627693843,0.017925227785708982
43006,learned_event_learned_qr,10,0,011,110,8,8,0.18235292365740094,0.01684661275557847
43006,learned_event_learned_qr,10,0,011,110,16,16,0.2645065700327911,0.022957035008106596
43006,learned_event_learned_qr,11,0,110,111,1,1,0.20682640347764975,0.055546142140079816
43006,learned_event_learned_qr,11,0,110,111,4,4,0.017236783383124205,0.03327463988871082
43006,learned_event_learned_qr,11,0,110,111,8,8,0.9099225268903657,0.03451241174090755
43006,learned_event_learned_qr,11,0,110,111,16,16,1.7535484927729517,0.1855895647770208
43006,learned_event_learned_qr,13,1,111,101,1,1,1.2539983717152137,0.012014338436733994
43006,learned_event_learned_qr,13,1,111,101,4,4,0.7707092728962627,0.10076860005691098
43006,learned_event_learned_qr,13,1,111,101,8,8,1.3225171893675318,0.15011996091656898
43006,learned_event_learned_qr,13,1,111,101,16,16,1.0067466836526238,0.16314367157053894
43006,learned_event_learned_qr,14,1,101,011,1,1,1.0217241551680936,0.30237654192160224
43006,learned_event_learned_qr,14,1,101,011,4,4,0.8692278730082631,0.23080660119802068
43006,learned_event_learned_qr,14,1,101,011,8,8,0.8816903797804201,0.23061295352546418
43006,learned_event_learned_qr,14,1,101,011,16,16,0.9424500557020512,0.14722707917771818
43006,learned_event_learned_qr,15,1,011,111,1,1,0.40090506544550114,0.004088646690834958
43006,learned_event_learned_qr,15,1,011,111,4,4,0.5699243081501649,0.029239287853996866
43006,learned_event_learned_qr,15,1,011,111,8,8,0.5456349678341215,0.046061394367942855
43006,learned_event_learned_qr,15,1,011,111,16,16,1.2318388630487256,0.15189378854848806
43006,learned_event_learned_qr,16,1,111,101,1,1,0.44632639153559384,0.08757223704655732
43006,learned_event_learned_qr,16,1,111,101,4,4,0.48458751047689147,0.04430626129771271
43006,learned_event_learned_qr,16,1,111,101,8,8,0.5833846135730427,0.030128527653474686
43006,learned_event_learned_qr,16,1,111,101,16,16,0.8354804880406732,0.04133599604288502
43006,learned_event_learned_qr,17,1,101,011,1,1,0.5435504020701752,0.004849051869302067
43006,learned_event_learned_qr,17,1,101,011,4,4,0.7475612354006758,0.027774857413152602
43006,learned_event_learned_qr,17,1,101,011,8,8,1.0132529090057307,0.05975007449541028
43006,learned_event_learned_qr,17,1,101,011,16,16,0.8922054536812383,0.1427632150569888
43006,learned_event_learned_qr,18,1,011,110,1,1,0.4593426642202394,0.024134077966978407
43006,learned_event_learned_qr,18,1,011,110,4,4,0.6349042359007987,0.05795369700924829
43006,learned_event_learned_qr,18,1,011,110,8,8,0.5621005451011307,0.044746688073626126
43006,learned_event_learned_qr,18,1,011,110,16,16,0.4667192648410889,0.04078046074914625
43006,learned_event_learned_qr,19,1,110,101,1,1,-0.521968457335946,0.006325719055846529
43006,learned_event_learned_qr,19,1,110,101,4,4,1.7544909041356904,0.1783465952234765
43006,learned_event_learned_qr,19,1,110,101,8,8,1.3914721638498526,0.09896061176737958
43006,learned_event_learned_qr,19,1,110,101,16,16,1.2968740253343918,0.07856893009180367
43006,learned_event_learned_qr,20,1,101,111,1,1,0.4262698996357992,0.0400031986624684
43006,learned_event_learned_qr,20,1,101,111,4,4,0.42370860870142124,0.14571823462169964
43006,learned_event_learned_qr,20,1,101,111,8,8,0.8310521931836541,0.10557660892029558
43006,learned_event_learned_qr,20,1,101,111,16,16,1.0948140178001315,0.0924226165175262
43006,learned_event_learned_qr,21,1,111,110,1,1,0.26225637569857385,0.008194122646121783
43006,learned_event_learned_qr,21,1,111,110,4,4,0.3227657671048544,0.009111413498016613
43006,learned_event_learned_qr,21,1,111,110,8,8,0.8461108316073285,0.021455557296946114
43006,learned_event_learned_qr,21,1,111,110,16,16,0.8895405310840598,0.023857939803033416
43006,learned_event_learned_qr,22,1,110,110,1,1,4.282156832909708,5.7500303794098617e-05
43006,learned_event_learned_qr,22,1,110,110,4,4,1.1821323886603339,0.0399633141217999
43006,learned_event_learned_qr,22,1,110,110,8,8,0.9389962975078257,0.03710954249921241
43006,learned_event_learned_qr,22,1,110,110,16,16,0.4587174419179255,0.02323834152809407
43006,learned_event_learned_qr,23,1,110,011,1,1,4.0506239905040875,0.006510095342984313
43006,learned_event_learned_qr,23,1,110,011,4,4,1.0889214592127874,0.025689499732569895
43006,learned_event_learned_qr,23,1,110,011,8,8,0.8251698596500148,0.033925771485197855
43006,learned_event_learned_qr,23,1,110,011,16,16,1.1289586128680613,0.040271118971352306
43006,learned_event_learned_qr,25,2,110,111,1,1,1.257081026694019,0.0010075616509769155
43006,learned_event_learned_qr,25,2,110,111,4,4,0.2855354675121093,0.021811917147162945
43006,learned_event_learned_qr,25,2,110,111,8,8,0.7550105309567774,0.013673040034211418
43006,learned_event_learned_qr,25,2,110,111,16,16,0.7724386136599547,0.022940072665088938
43006,learned_event_learned_qr,26,2,111,111,1,1,1.0809028603944972,0.057638887107754826
43006,learned_event_learned_qr,26,2,111,111,4,4,1.099541190952872,0.21834494706798466
43006,learned_event_learned_qr,26,2,111,111,8,8,1.9002213557045207,0.12719865096617533
43006,learned_event_learned_qr,26,2,111,111,16,16,1.3075514950710176,0.06693918287222313
43006,learned_event_learned_qr,27,2,111,101,1,1,1.6692839037141747,0.013387269353041594
43006,learned_event_learned_qr,27,2,111,101,4,4,1.0456731922299785,0.0957195150275166
43006,learned_event_learned_qr,27,2,111,101,8,8,0.781311689116412,0.08344817916612349
43006,learned_event_learned_qr,27,2,111,101,16,16,0.8720841727694796,0.056019141551020085
43006,learned_event_learned_qr,28,2,101,011,1,1,0.9964368909941245,0.05252568435833098
43006,learned_event_learned_qr,28,2,101,011,4,4,0.8987283332101774,0.020131872933820367
43006,learned_event_learned_qr,28,2,101,011,8,8,0.6190024459107509,0.01968434939246346
43006,learned_event_learned_qr,28,2,101,011,16,16,0.43312640309929135,0.029247743329238948
43006,learned_event_learned_qr,29,2,011,110,1,1,0.30965563376562105,0.0699553401567561
43006,learned_event_learned_qr,29,2,011,110,4,4,0.47184875427615874,0.04108025762225235
43006,learned_event_learned_qr,29,2,011,110,8,8,0.6803734581804665,0.09250343514072734
43006,learned_event_learned_qr,29,2,011,110,16,16,1.1411934126585388,0.05785626888359709
43006,learned_event_learned_qr,30,2,110,110,1,1,-0.17544503690246696,1.4521840773710858e-05
43006,learned_event_learned_qr,30,2,110,110,4,4,1.2482994164405739,0.01058370995653522
43006,learned_event_learned_qr,30,2,110,110,8,8,1.0600374914367217,0.016502780348470587
43006,learned_event_learned_qr,30,2,110,110,16,16,0.6216522765755012,0.017538202679023306
43006,learned_event_learned_qr,31,2,110,111,1,1,1.9472952801101893,0.062396422119877566
43006,learned_event_learned_qr,31,2,110,111,4,4,1.7206269813765689,0.026568353696876535
43006,learned_event_learned_qr,31,2,110,111,8,8,1.2031686023288275,0.04501595008824613
43006,learned_event_learned_qr,31,2,110,111,16,16,0.9095669155345294,0.03464989395159616
43006,learned_event_learned_qr,32,2,111,101,1,1,6.799174395700757,0.09176289505854769
43006,learned_event_learned_qr,32,2,111,101,4,4,2.022854280543868,0.060884526792315125
43006,learned_event_learned_qr,32,2,111,101,8,8,1.2334348510876427,0.06976515164796973
43006,learned_event_learned_qr,32,2,111,101,16,16,1.198234754050342,0.057566312413736914
43006,learned_event_learned_qr,33,2,101,011,1,1,0.13572589855283815,0.02285986841109119
43006,learned_event_learned_qr,33,2,101,011,4,4,0.7104911621484029,0.04417375734441438
43006,learned_event_learned_qr,33,2,101,011,8,8,0.7557314802484205,0.040077775937809465
43006,learned_event_learned_qr,33,2,101,011,16,16,0.7493135875560908,0.0330737982348178
43006,learned_event_learned_qr,34,2,011,011,1,1,0.9058083945534964,0.14744629388493594
43006,learned_event_learned_qr,34,2,011,011,4,4,1.0870595954137163,0.07445828125259024
43006,learned_event_learned_qr,34,2,011,011,8,8,0.8126433564929816,0.09855864955485243
43006,learned_event_learned_qr,34,2,011,011,16,16,0.9578838991285359,0.07121494538738254
43006,learned_event_learned_qr,35,2,011,101,1,1,0.7819342059106102,0.02037669467238172
43006,learned_event_learned_qr,35,2,011,101,4,4,0.5716883468840923,0.026438891927588408
43006,learned_event_learned_qr,35,2,011,101,8,8,1.1540050717545134,0.11718218098689008
43006,learned_event_learned_qr,35,2,011,101,16,16,0.9201068956330837,0.0699420175371662
43006,learned_event_learned_qr,37,3,101,111,1,1,0.4853905601534451,0.009979025822285516
43006,learned_event_learned_qr,37,3,101,111,4,4,0.8235498739797485,0.03368329480099452
43006,learned_event_learned_qr,37,3,101,111,8,8,0.9488259909529198,0.052212666549447104
43006,learned_event_learned_qr,37,3,101,111,16,16,0.9108661560389217,0.06672861930173048
43006,learned_event_learned_qr,38,3,111,110,1,1,0.3320312944395613,0.001383135298133017
43006,learned_event_learned_qr,38,3,111,110,4,4,0.2798285010942421,0.0026150040261132585
43006,learned_event_learned_qr,38,3,111,110,8,8,0.2716986502268009,0.00843841267045107
43006,learned_event_learned_qr,38,3,111,110,16,16,0.7684177699527621,0.011470954041888769
43006,learned_event_learned_qr,39,3,110,111,1,1,-0.13428835215562787,0.005698769395601243
43006,learned_event_learned_qr,39,3,110,111,4,4,2.8969184386714484,0.3256821530307048
43006,learned_event_learned_qr,39,3,110,111,8,8,2.323275572271922,0.20567655381059508
43006,learned_event_learned_qr,39,3,110,111,16,16,1.9124976516137577,0.11723167393803527
43006,learned_event_learned_qr,40,3,111,101,1,1,0.8531235298248058,0.007893405000130863
43006,learned_event_learned_qr,40,3,111,101,4,4,1.0141286815742894,0.04804389989792074
43006,learned_event_learned_qr,40,3,111,101,8,8,0.8027968891455914,0.03158595948431358
43006,learned_event_learned_qr,40,3,111,101,16,16,0.8324572917266437,0.02791206992715311
43006,learned_event_learned_qr,41,3,101,011,1,1,1.8264265616464734,0.013539452490626526
43006,learned_event_learned_qr,41,3,101,011,4,4,0.8612481293270142,0.019338144217730394
43006,learned_event_learned_qr,41,3,101,011,8,8,1.304001336043634,0.082847136442142
43006,learned_event_learned_qr,41,3,101,011,16,16,1.0658126598520576,0.053779813927449495
43006,learned_event_learned_qr,42,3,011,011,1,1,0.3510417810494851,0.005257549557850092
43006,learned_event_learned_qr,42,3,011,011,4,4,0.554979172780975,0.23617620809039394
43006,learned_event_learned_qr,42,3,011,011,8,8,0.6485878676867798,0.1733499674943732
43006,learned_event_learned_qr,42,3,011,011,16,16,0.7085253519015846,0.11619903514807928
43006,learned_event_learned_qr,43,3,011,110,1,1,0.09571344578532812,0.006375517526384533
43006,learned_event_learned_qr,43,3,011,110,4,4,0.12711061696746356,0.016857828633892225
43006,learned_event_learned_qr,43,3,011,110,8,8,1.066811435873875,0.03295029973308172
43006,learned_event_learned_qr,43,3,011,110,16,16,0.709400844123968,0.029292851169612305
43006,learned_event_learned_qr,44,3,110,101,1,1,0.80262902713829,0.021809326494773715
43006,learned_event_learned_qr,44,3,110,101,4,4,2.118637194673141,0.05248199995347941
43006,learned_event_learned_qr,44,3,110,101,8,8,1.1145286495268611,0.031093810513036262
43006,learned_event_learned_qr,44,3,110,101,16,16,1.0039468932448576,0.03163039527565495
43006,learned_event_learned_qr,45,3,101,011,1,1,0.1831015173216416,0.02433030755043902
