candidate_index,retention_floor,retention_ceiling,bias,surprise_weight,entropy_weight,disagreement_weight,fast_retention,slow_retention,evidence_weight_floor,epsilon,natural_accuracy,natural_accuracy_loss,hidden_accuracy,post_switch_accuracy,reachability_auc,reachability_recall,false_alarms_per_1000,median_delay,mean_retention,eligible,selected
10,0.0,0.93,-0.0,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7574849267766243,0.002226175557942467,0.7497165532879819,0.7295081967213115,0.7528218055520058,0.2786885245901639,35.17751238930864,0.0,0.4651888403892444,True,False
11,0.0,0.93,-0.0,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7572723417426107,0.002438760591956024,0.7491496598639455,0.7274590163934426,0.7049994148561959,0.32786885245901637,35.82744333414575,1.0,0.46508570510811403,True,False
12,0.0,0.93,-0.25,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7590254430806118,0.0006856592539549178,0.7443310657596373,0.7110655737704918,0.5099454269330259,0.5655737704918032,37.69599480055244,2.0,0.5191165449170712,True,False
13,0.0,0.93,-0.25,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7622692089105305,-0.002558106575963781,0.7491496598639455,0.7254098360655737,0.8228184561081615,0.36065573770491804,6.336826712161833,0.0,0.5225395273146988,True,False
14,0.0,0.93,-0.25,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7610259801375399,-0.0013148778029731245,0.75,0.7247267759562841,0.7528218055520058,0.6147540983606558,19.74165244942725,1.0,0.5212154694129052,True,False
15,0.0,0.93,-0.25,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7593111275298301,0.0003999748047366358,0.7485827664399093,0.7213114754098361,0.7049994148561959,0.639344262295082,26.24096189779836,1.0,0.5213054996921537,True,False
16,0.0,0.93,-0.5,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.762606195557041,-0.0028950932224742765,0.7443310657596371,0.7069672131147541,0.5099454269330259,0.39344262295081966,26.322203265903,3.0,0.5725110323929813,True,False
17,0.0,0.93,-0.5,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7671535850405155,-0.007442482705948716,0.7505668934240364,0.7213114754098361,0.8228184561081615,0.6639344262295082,3.8183443009180276,1.0,0.5753842082409472,True,False
18,0.0,0.93,-0.5,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7646332953833261,-0.0049221930487594046,0.7440476190476191,0.7056010928961748,0.7528218055520058,0.7540983606557377,9.505240068242749,2.0,0.5756604464256682,True,False
19,0.0,0.93,-0.5,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7644076568823118,-0.004696554547745091,0.7429138321995464,0.7049180327868854,0.7049994148561959,0.6311475409836066,11.211308798440166,2.0,0.5759364845975021,True,False
20,0.0,0.93,1.0,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7470784767359427,0.012632625598623992,0.7448979591836735,0.7288251366120219,0.5099454269330259,0.2459016393442623,19.172962872694775,3.5,0.2781891026220795,False,False
21,0.0,0.93,1.0,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.752223797887211,0.0074873044473556805,0.7443310657596373,0.7247267759562842,0.8228184561081615,0.0,0.0,,0.28858106518706295,False,False
22,0.0,0.93,1.0,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.7496979727423383,0.010013129592228442,0.7434807256235827,0.7274590163934426,0.7528218055520058,0.0,7.067999025103583,,0.26954398261360357,False,False
23,0.0,0.93,1.0,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.7478857724523863,0.011825329882180435,0.7431972789115646,0.7274590163934426,0.7049994148561959,0.0,7.067999025103583,,0.26771410325323425,False,False
24,0.0,0.93,0.5,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7508999276958597,0.008811174638707064,0.7443310657596373,0.723360655737705,0.5099454269330259,0.4426229508196721,33.55268502721586,3.5,0.36630397233680645,True,False
25,0.0,0.93,0.5,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7564092366826123,0.00330186565195445,0.7448979591836735,0.7247267759562842,0.8228184561081615,0.09836065573770492,31.92785766512308,0.0,0.3836030511059545,False,False
26,0.0,0.93,0.5,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.7530693423339461,0.006641760000620667,0.7454648526077098,0.726775956284153,0.7528218055520058,0.06557377049180328,27.540823787472583,0.0,0.3636404982953554,False,False
27,0.0,0.93,0.5,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.7521301030018496,0.007580999332717164,0.7451814058956916,0.726775956284153,0.7049994148561959,0.09016393442622951,24.291169063287025,0.0,0.36216753054936257,False,False
28,0.0,0.93,-0.0,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7541947476932224,0.005516354641344368,0.7412131519274378,0.709016393442623,0.5099454269330259,0.5409836065573771,43.951580144609636,2.0,0.46217022575391475,True,False
29,0.0,0.93,-0.0,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7617076075243779,-0.001996505189811204,0.7480158730158731,0.7301912568306012,0.8228184561081615,0.21311475409836064,14.54220489073036,0.0,0.4821351794530778,True,False
30,0.0,0.93,-0.0,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.757952062908871,0.0017590394256957742,0.7471655328798186,0.7254098360655737,0.7528218055520058,0.2786885245901639,35.17751238930864,0.0,0.46630974320055496,True,False
31,0.0,0.93,-0.0,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.7565134992679263,0.0031976030666404087,0.7463151927437641,0.7226775956284154,0.7049994148561959,0.32786885245901637,35.82744333414575,1.0,0.46555923802560123,True,False
32,0.0,0.93,-0.5,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7597271860784125,-1.6083743845762832e-05,0.7369614512471655,0.6967213114754098,0.5099454269330259,0.5655737704918032,37.69599480055244,2.0,0.5585764048880316,True,False
33,0.0,0.93,-0.5,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7677881431810312,-0.008077040846464434,0.7460317460317459,0.7199453551912568,0.8228184561081615,0.36065573770491804,6.336826712161833,0.0,0.5754900695010258,True,False
34,0.0,0.93,-0.5,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.7637449904799889,-0.00403388814542216,0.7460317460317459,0.7172131147540984,0.7528218055520058,0.6147540983606558,19.74165244942725,1.0,0.5684821178137955,True,False
35,0.0,0.93,-0.5,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.7618692341057938,-0.0021581317712270343,0.7420634920634921,0.7096994535519127,0.7049994148561959,0.639344262295082,26.24096189779836,1.0,0.5687512892776482,True,False
36,0.0,0.93,-1.0,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7648570752173766,-0.005145972882809824,0.7315759637188208,0.674863387978142,0.5099454269330259,0.39344262295081966,26.322203265903,3.0,0.6481518974976614,True,False
37,0.0,0.93,-1.0,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7735396801484151,-0.013828577813848386,0.7448979591836735,0.7131147540983607,0.8228184561081615,0.6639344262295082,3.8183443009180276,1.0,0.6578519549136935,True,False
38,0.0,0.93,-1.0,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.7687063147182451,-0.008995212383678397,0.7380952380952381,0.691256830601093,0.7528218055520058,0.7540983606557377,9.505240068242749,2.0,0.6614345848739437,True,False
39,0.0,0.93,-1.0,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.7681083830504513,-0.008397280715884525,0.7361111111111112,0.6871584699453552,0.7049994148561959,0.6311475409836066,11.211308798440166,2.0,0.6627391839425597,True,False
40,0.0,0.93,2.0,2.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7408892792906313,0.018821823043935426,0.7383786848072562,0.7233606557377049,0.5099454269330259,0.2459016393442623,19.172962872694775,3.5,0.1980426842848435,False,False
41,0.0,0.93,2.0,0.0,0.0,2.0,0.5,0.98,1.0,1e-12,0.7479668697061026,0.011744232628464135,0.7386621315192743,0.7240437158469945,0.8228184561081615,0.0,0.0,,0.20553328784219593,False,False
42,0.0,0.93,2.0,1.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7428036634653538,0.016907438869212976,0.7386621315192743,0.7240437158469945,0.7528218055520058,0.0,7.067999025103583,,0.17145886212432562,False,False
43,0.0,0.93,2.0,0.8,0.4,0.8,0.5,0.98,1.0,1e-12,0.7406302404899257,0.019080861844641084,0.7372448979591837,0.7240437158469945,0.7049994148561959,0.0,7.067999025103583,,0.16861179898430106,False,False
44,0.0,0.93,1.0,2.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7450507138764129,0.014660388458153872,0.7392290249433107,0.7185792349726776,0.5099454269330259,0.4426229508196721,33.55268502721586,3.5,0.3166527155862544,False,False
45,0.0,0.93,1.0,0.0,0.0,2.0,0.5,0.98,1.0,1e-12,0.7537697729137626,0.0059413294208041645,0.7426303854875284,0.7219945355191256,0.8228184561081615,0.09836065573770492,31.92785766512308,0.0,0.36710087203551844,False,False
46,0.0,0.93,1.0,1.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7477794799353794,0.011931622399187325,0.7406462585034014,0.7213114754098361,0.7528218055520058,0.06557377049180328,27.540823787472583,0.0,0.3063285991670896,False,False
47,0.0,0.93,1.0,0.8,0.4,0.8,0.5,0.98,1.0,1e-12,0.7459021728810674,0.013808929453499319,0.7412131519274378,0.7233606557377049,0.7049994148561959,0.09016393442622951,24.291169063287025,0.0,0.3023604836385394,False,False
48,0.0,0.93,-0.0,2.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7510273262877109,0.008683776046855884,0.733843537414966,0.6960382513661202,0.5099454269330259,0.5409836065573771,43.951580144609636,2.0,0.4587377894218132,True,False
49,0.0,0.93,-0.0,0.0,0.0,2.0,0.5,0.98,1.0,1e-12,0.7636103057381664,-0.003899203403599616,0.7426303854875284,0.7219945355191257,0.8228184561081615,0.21311475409836064,14.54220489073036,0.0,0.5286327160842789,True,False
50,0.0,0.93,-0.0,1.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7569583531353993,0.002752749199167459,0.7417800453514739,0.717896174863388,0.7528218055520058,0.2786885245901639,35.17751238930864,0.0,0.47169471105972427,True,False
51,0.0,0.93,-0.0,0.8,0.4,0.8,0.5,0.98,1.0,1e-12,0.7545113347657618,0.005199767568804914,0.7397959183673469,0.71448087431694,0.7049994148561959,0.32786885245901637,35.82744333414575,1.0,0.4676744680587709,True,False
52,0.0,0.93,-1.0,2.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7602247925283998,-0.0005136901938330718,0.7196712018140589,0.6564207650273225,0.5099454269330259,0.5655737704918032,37.69599480055244,2.0,0.6022055206165747,True,False
53,0.0,0.93,-1.0,0.0,0.0,2.0,0.5,0.98,1.0,1e-12,0.7744328641142911,-0.014721761779724396,0.7420634920634921,0.7110655737704918,0.8228184561081615,0.36065573770491804,6.336826712161833,0.0,0.6497362364098882,True,False
54,0.0,0.93,-1.0,1.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.766083881689494,-0.006372779354927305,0.733843537414966,0.6960382513661203,0.7528218055520058,0.6147540983606558,19.74165244942725,1.0,0.6310905419720307,True,False
55,0.0,0.93,-1.0,0.8,0.4,0.8,0.5,0.98,1.0,1e-12,0.7632607690136245,-0.0035496666790577613,0.7315759637188209,0.6878415300546449,0.7049994148561959,0.639344262295082,26.24096189779836,1.0,0.6306663797025617,True,False
56,0.0,0.93,-2.0,2.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7688389981322621,-0.009127895797695351,0.701530612244898,0.6024590163934425,0.5099454269330259,0.39344262295081966,26.322203265903,3.0,0.725096244070019,True,False
57,0.0,0.93,-2.0,0.0,0.0,2.0,0.5,0.98,1.0,1e-12,0.7814399887301147,-0.02172888639554793,0.7383786848072562,0.6905737704918032,0.8228184561081615,0.6639344262295082,3.8183443009180276,1.0,0.7330153853640915,True,False
58,0.0,0.93,-2.0,1.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7760691580901686,-0.016358055755601897,0.7233560090702948,0.6571038251366119,0.7528218055520058,0.7540983606557377,9.505240068242749,2.0,0.7563666622080931,True,False
59,0.0,0.93,-2.0,0.8,0.4,0.8,0.5,0.98,1.0,1e-12,0.7744748871193312,-0.014763784784764478,0.7179705215419502,0.644808743169399,0.7049994148561959,0.6311475409836066,11.211308798440166,2.0,0.760754197909847,True,False
60,0.0,0.93,4.0,4.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7375942112634204,0.02211689107114634,0.7361111111111112,0.7247267759562841,0.5099454269330259,0.2459016393442623,19.172962872694775,3.5,0.14944586894829825,False,False
61,0.0,0.93,4.0,0.0,0.0,4.0,0.5,0.98,1.0,1e-12,0.742253635949474,0.017457466385092713,0.7358276643990929,0.7240437158469945,0.8228184561081615,0.0,0.0,,0.11396315570144545,False,False
62,0.0,0.93,4.0,2.0,0.0,2.0,0.5,0.98,1.0,1e-12,0.7373422586305154,0.022368843704051344,0.7349773242630386,0.7240437158469945,0.7528218055520058,0.0,7.067999025103583,,0.10045271331482415,False,False
63,0.0,0.93,4.0,1.6,0.8,1.6,0.5,0.98,1.0,1e-12,0.737109989797056,0.022601112537510737,0.7352607709750567,0.7240437158469945,0.7049994148561959,0.0,7.067999025103583,,0.1005261433554768,False,False
64,0.0,0.93,2.0,4.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7413538169575499,0.018357285377016863,0.7341269841269842,0.7124316939890712,0.5099454269330259,0.4426229508196721,33.55268502721586,3.5,0.282978859848912,False,False
65,0.0,0.93,2.0,0.0,0.0,4.0,0.5,0.98,1.0,1e-12,0.7528617842109795,0.006849318123587245,0.7412131519274378,0.7240437158469945,0.8228184561081615,0.09836065573770492,31.92785766512308,0.0,0.3767536279799999,False,False
66,0.0,0.93,2.0,2.0,0.0,2.0,0.5,0.98,1.0,1e-12,0.7441843473178421,0.015526755016724625,0.7375283446712019,0.7226775956284153,0.7528218055520058,0.06557377049180328,27.540823787472583,0.0,0.2593944514566471,False,False
67,0.0,0.93,2.0,1.6,0.8,1.6,0.5,0.98,1.0,1e-12,0.7406696080888171,0.019041494245749635,0.7363945578231292,0.7219945355191256,0.7049994148561959,0.09016393442622951,24.291169063287025,0.0,0.2549307640672967,False,False
68,0.0,0.93,-0.0,4.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7486011633274001,0.011109939007166614,0.7216553287981861,0.6734972677595629,0.5099454269330259,0.5409836065573771,43.951580144609636,2.0,0.4573165862591034,False,False
69,0.0,0.93,-0.0,0.0,0.0,4.0,0.5,0.98,1.0,1e-12,0.7666168902610416,-0.006905787926474893,0.7406462585034014,0.7219945355191256,0.8228184561081615,0.21311475409836064,14.54220489073036,0.0,0.6003921464200047,True,False
70,0.0,0.93,-0.0,2.0,0.0,2.0,0.5,0.98,1.0,1e-12,0.7561674199381428,0.003543682396423886,0.7341269841269841,0.7117486338797814,0.7528218055520058,0.2786885245901639,35.17751238930864,0.0,0.484297233084273,True,False
71,0.0,0.93,-0.0,1.6,0.8,1.6,0.5,0.98,1.0,1e-12,0.751246997489525,0.008464104845041787,0.7344104308390024,0.7090163934426229,0.7049994148561959,0.32786885245901637,35.82744333414575,1.0,0.4727604537954828,True,False
72,0.0,0.93,-2.0,4.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.760005429313433,-0.0002943269788662217,0.6992630385487528,0.6072404371584698,0.5099454269330259,0.5655737704918032,37.69599480055244,2.0,0.6317583834028307,True,False
73,0.0,0.93,-2.0,0.0,0.0,4.0,0.5,0.98,1.0,1e-12,0.7801339079133977,-0.020422805578830916,0.7389455782312925,0.7056010928961748,0.8228184561081615,0.36065573770491804,6.336826712161833,0.0,0.6987404309696671,True,False
74,0.0,0.93,-2.0,2.0,0.0,2.0,0.5,0.98,1.0,1e-12,0.7696788305253628,-0.009967728190796055,0.7287414965986394,0.6830601092896176,0.7528218055520058,0.6147540983606558,19.74165244942725,1.0,0.6822569731609668,True,False
75,0.0,0.93,-2.0,1.6,0.8,1.6,0.5,0.98,1.0,1e-12,0.7662054178570881,-0.006494315522521332,0.7210884353741497,0.6680327868852459,0.7049994148561959,0.639344262295082,26.24096189779836,1.0,0.6793210493645817,True,False
76,0.0,0.93,-4.0,4.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7699030016577214,-0.010191899323154674,0.6686507936507937,0.5307377049180327,0.5099454269330259,0.39344262295081966,26.322203265903,3.0,0.7702866250182652,True,False
77,0.0,0.93,-4.0,0.0,0.0,4.0,0.5,0.98,1.0,1e-12,0.7880309837139667,-0.028319881379400003,0.7355442176870748,0.6844262295081966,0.8228184561081615,0.6639344262295082,3.8183443009180276,1.0,0.7548209886937263,True,False
78,0.0,0.93,-4.0,2.0,0.0,2.0,0.5,0.98,1.0,1e-12,0.7826395816277025,-0.022928479293135795,0.703798185941043,0.6072404371584699,0.7528218055520058,0.7540983606557377,9.505240068242749,2.0,0.8125354352171842,True,False
79,0.0,0.93,-4.0,1.6,0.8,1.6,0.5,0.98,1.0,1e-12,0.7780727970013942,-0.018361694666827466,0.6910430839002268,0.5826502732240437,0.7049994148561959,0.6311475409836066,11.211308798440166,2.0,0.8232868691828851,True,False
80,0.0,0.97,0.5,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7534079036844121,0.006303198650154607,0.7497165532879819,0.7329234972677595,0.5099454269330259,0.2459016393442623,19.172962872694775,3.5,0.371716308860363,True,False
81,0.0,0.97,0.5,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7561955327799986,0.00351556955456811,0.7494331065759636,0.733606557377049,0.8228184561081615,0.0,0.0,,0.3748389563248033,False,False
82,0.0,0.97,0.5,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7553479389577807,0.0043631633767859945,0.7502834467120182,0.7329234972677595,0.7528218055520058,0.0,7.067999025103583,,0.36988819189565236,False,False
83,0.0,0.97,0.5,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7543448525380276,0.005366249796539102,0.7502834467120181,0.7329234972677595,0.7049994148561959,0.0,7.067999025103583,,0.36943306032980167,False,False
84,0.0,0.97,0.25,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7551138114573575,0.004597290877209281,0.7480158730158731,0.7247267759562841,0.5099454269330259,0.4426229508196721,33.55268502721586,3.5,0.42723229553938447,True,False
85,0.0,0.97,0.25,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7580088519385507,0.001702250396016014,0.75,0.733606557377049,0.8228184561081615,0.09836065573770492,31.92785766512308,0.0,0.43087019414102357,False,False
86,0.0,0.97,0.25,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7564263987818495,0.0032847035527172608,0.7517006802721088,0.7342896174863388,0.7528218055520058,0.06557377049180328,27.540823787472583,0.0,0.4267378279893796,False,False
87,0.0,0.97,0.25,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7559856940598215,0.003725408274745212,0.7511337868480726,0.7329234972677596,0.7049994148561959,0.09016393442622951,24.291169063287025,0.0,0.4264415312030291,False,False
88,0.0,0.97,-0.0,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7572895443550566,0.0024215579795101583,0.7457482993197279,0.7151639344262296,0.5099454269330259,0.5409836065573771,43.951580144609636,2.0,0.4843073158840585,True,False
89,0.0,0.97,-0.0,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7605815821054224,-0.0008704797708556367,0.7514172335600907,0.7308743169398908,0.8228184561081615,0.21311475409836064,14.54220489073036,0.0,0.4881059800241179,True,False
90,0.0,0.97,-0.0,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7582289743956719,0.001482127938894795,0.7494331065759637,0.7274590163934426,0.7528218055520058,0.2786885245901639,35.17751238930864,0.0,0.48519696255652367,True,False
91,0.0,0.97,-0.0,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7579100968446515,0.0018010054899152417,0.7485827664399093,0.7247267759562842,0.7049994148561959,0.32786885245901637,35.82744333414575,1.0,0.48508939134932316,True,False
92,0.0,0.97,-0.25,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7608324158697275,-0.0011213135351607617,0.7446145124716554,0.7096994535519127,0.5099454269330259,0.5655737704918032,37.69599480055244,2.0,0.5414441382468376,True,False
93,0.0,0.97,-0.25,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7647407067689331,-0.005029604434366397,0.7488662131519274,0.7240437158469945,0.8228184561081615,0.36065573770491804,6.336826712161833,0.0,0.5450143456938255,True,False
94,0.0,0.97,-0.25,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7626203678926419,-0.002909265558075136,0.7482993197278912,0.7199453551912568,0.7528218055520058,0.6147540983606558,19.74165244942725,1.0,0.5436333390650732,True,False
95,0.0,0.97,-0.25,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.7615574427225739,-0.0018463403880071283,0.7463151927437642,0.71448087431694,0.7049994148561959,0.639344262295082,26.24096189779836,1.0,0.5437272416143969,True,False
96,0.0,0.97,-0.5,0.5,0.0,0.0,0.5,0.98,1.0,1e-12,0.7636743482279453,-0.0039632458933785975,0.7414965986394558,0.7001366120218578,0.5099454269330259,0.39344262295081966,26.322203265903,3.0,0.5971351628184857,True,False
97,0.0,0.97,-0.5,0.0,0.0,0.5,0.5,0.98,1.0,1e-12,0.7684235837807523,-0.008712481446185527,0.75,0.7192622950819673,0.8228184561081615,0.6639344262295082,3.8183443009180276,1.0,0.6001319161222781,True,False
98,0.0,0.97,-0.5,0.25,0.0,0.25,0.5,0.98,1.0,1e-12,0.7665588743580855,-0.006847772023518717,0.7429138321995465,0.7028688524590164,0.7528218055520058,0.7540983606557377,9.505240068242749,2.0,0.6004200355192452,True,False
99,0.0,0.97,-0.5,0.2,0.1,0.2,0.5,0.98,1.0,1e-12,0.765402254302656,-0.005691151968089225,0.7417800453514739,0.6994535519125684,0.7049994148561959,0.6311475409836066,11.211308798440166,2.0,0.6007079463006204,True,False
100,0.0,0.97,1.0,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7473799609659983,0.012331141368568388,0.7446145124716554,0.7288251366120219,0.5099454269330259,0.2459016393442623,19.172962872694775,3.5,0.2901542253155023,False,False
101,0.0,0.97,1.0,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7528855766426615,0.006825525691905199,0.7443310657596373,0.7247267759562842,0.8228184561081615,0.0,0.0,,0.3009931540123129,False,False
102,0.0,0.97,1.0,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.7502562052946186,0.009454897039948174,0.7437641723356009,0.7274590163934426,0.7528218055520058,0.0,7.067999025103583,,0.28113727218838214,False,False
103,0.0,0.97,1.0,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.74831617002125,0.011394932313316786,0.7431972789115646,0.7274590163934426,0.7049994148561959,0.0,7.067999025103583,,0.27922868833939485,False,False
104,0.0,0.97,0.5,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7511125127298733,0.008598589604693396,0.7451814058956916,0.7240437158469946,0.5099454269330259,0.4426229508196721,33.55268502721586,3.5,0.38205898189967974,True,False
105,0.0,0.97,0.5,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.756617481862662,0.0030936204719047566,0.7448979591836735,0.7254098360655737,0.8228184561081615,0.09836065573770492,31.92785766512308,0.0,0.40010210706750093,False,False
106,0.0,0.97,0.5,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.7541322675040141,0.005578834830552659,0.7454648526077098,0.7260928961748635,0.7528218055520058,0.06557377049180328,27.540823787472583,0.0,0.3792809498349405,False,False
107,0.0,0.97,0.5,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.7525552730698768,0.007155829264689939,0.7446145124716554,0.7254098360655739,0.7049994148561959,0.09016393442622951,24.291169063287025,0.0,0.3777446286375072,False,False
108,0.0,0.97,-0.0,1.0,0.0,0.0,0.5,0.98,1.0,1e-12,0.7551566078471199,0.004554494487446825,0.7406462585034014,0.7069672131147541,0.5099454269330259,0.5409836065573771,43.951580144609636,2.0,0.48204851503365287,True,False
109,0.0,0.97,-0.0,0.0,0.0,1.0,0.5,0.98,1.0,1e-12,0.7627902164938917,-0.003079114159324936,0.7474489795918368,0.7274590163934428,0.8228184561081615,0.21311475409836064,14.54220489073036,0.0,0.5028721764188016,True,False
110,0.0,0.97,-0.0,0.5,0.0,0.5,0.5,0.98,1.0,1e-12,0.7587893495779245,0.0009217527566421913,0.7482993197278912,0.7260928961748634,0.7528218055520058,0.2786885245901639,35.17751238930864,0.0,0.48636607624143896,True,False
111,0.0,0.97,-0.0,0.4,0.2,0.4,0.5,0.98,1.0,1e-12,0.7571583405377675,0.0025527617967991967,0.7463151927437641,0.7219945355191257,0.7049994148561959,0.32786885245901637,35.82744333414575,1.0,0.4855832912740142,True,False
