seed,run_path,run_status,condition_failures,condition_invalid
9100,/home/spco/sow_linear/neuro_modeling_exp26_publish_20260717_130100/local_plasticity_gated_dynamics/results/runs/exp30_associative_actuator_trend/seed_9100/20260717T194107.111855Z_exp30-trend-v1-clean210,complete,0,0
9101,/home/spco/sow_linear/neuro_modeling_exp26_publish_20260717_130100/local_plasticity_gated_dynamics/results/runs/exp30_associative_actuator_trend/seed_9101/20260717T194107.266779Z_exp30-trend-v1-clean210,complete,0,0
9102,/home/spco/sow_linear/neuro_modeling_exp26_publish_20260717_130100/local_plasticity_gated_dynamics/results/runs/exp30_associative_actuator_trend/seed_9102/20260717T194107.412652Z_exp30-trend-v1-clean210,complete,0,0
9103,/home/spco/sow_linear/neuro_modeling_exp26_publish_20260717_130100/local_plasticity_gated_dynamics/results/runs/exp30_associative_actuator_trend/seed_9103/20260717T194107.561604Z_exp30-trend-v1-clean210,complete,0,0
9104,/home/spco/sow_linear/neuro_modeling_exp26_publish_20260717_130100/local_plasticity_gated_dynamics/results/runs/exp30_associative_actuator_trend/seed_9104/20260717T194107.720850Z_exp30-trend-v1-clean210,complete,0,0
