seed,method,sequence_id,block_id,cell,h_high,q_high,r_high,heldout_composition,n_steps,mean_nll,latent_mse,early_nll,late_nll,mean_h_estimate,mean_q_estimate,mean_r_estimate,true_h,true_q,true_r,jump_count,test_tape_digest
39105,selected_fixed,0,0,010,0,1,0,False,96,0.12735015905001887,0.023165326987954062,0.21885246275086037,0.24943970184087508,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.01,0,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,1,100,1,0,0,False,96,0.22364534111347997,0.007921285656085101,0.11900786225605436,1.1770622846668382,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.01,9,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,2,101,1,0,1,True,96,1.2020595671603616,0.07971707662303947,0.5990004278172276,1.5969237369969518,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.16,8,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,3,110,1,1,0,True,96,0.5811005987464072,0.021613850874998647,-0.008124685559581873,1.6212588827005783,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.01,10,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,4,000,0,0,0,False,96,-0.28054580941726454,0.002894022482902134,-0.20124933453942162,-0.34906796322508893,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.01,0,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,5,111,1,1,1,True,96,1.7554396626420512,0.16721417657027973,1.8774188608438227,1.69969441902319,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.16,5,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,6,001,0,0,1,False,96,0.8526024424482227,0.055326951816389434,1.5093828823592519,0.5369304502345951,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.16,0,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,7,011,0,1,1,True,96,1.0833151006845112,0.09384564898834606,1.305020457074952,0.996313653270864,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.16,0,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,8,100,1,0,0,False,96,0.12288419535736193,0.0034999413247213985,0.13862277911722537,0.44655374771646045,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.01,8,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,9,000,0,0,0,False,96,-0.26391851536108824,0.005992263374935843,-0.23074188006979526,-0.24873722411836138,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.01,1,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,10,101,1,0,1,True,96,0.9742210829328858,0.07107447083537742,1.4838409021537897,0.6431223957433043,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.16,7,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,11,110,1,1,0,True,96,0.34947607908965783,0.015785861737986778,0.8275502199224896,0.14090634701614463,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.01,6,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,12,010,0,1,0,False,96,0.09532622779945549,0.02080462290393782,-0.24037591112686119,0.0901392700204716,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.01,0,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,13,111,1,1,1,True,96,1.6228848245239078,0.1356743313122045,1.4290597897952906,1.7495939254996027,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.16,8,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,14,011,0,1,1,True,96,1.8888446067454618,0.11092858103439131,2.3064280808418407,0.889106027289153,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.16,0,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,0,15,001,0,0,1,False,96,1.1554288244808604,0.07684883998657138,1.20241428773674,0.5597304403336537,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.16,0,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
39105,selected_fixed,1,16,100,1,0,0,False,96,-0.033214663642210124,0.004574106632433845,0.44100122564040045,-0.25503857696776144,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.01,3,da4763d53749a2b2eff17e34d26aa67d4381c788f11de340c05ce07d3588af38
