seed,selection_family,candidate,selection_nll,data_split,fit_tape_digest,uses_true_parameters,selected,candidate_q,candidate_r,candidate_q_rate,candidate_r_rate,candidate_decay,candidate_prior_mass,candidate_q_fraction,candidate_switch
41005,selected_fixed_jump,q=0.0025:r=0.01,1.290443210398505,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.0025,0.01,,,,,,
41005,selected_fixed_jump,q=0.0025:r=0.02,0.7376263270324234,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.0025,0.02,,,,,,
41005,selected_fixed_jump,q=0.0025:r=0.02875,0.5794535579910173,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.0025,0.02875,,,,,,
41005,selected_fixed_jump,q=0.0025:r=0.055,0.45414348511790537,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.0025,0.055,,,,,,
41005,selected_fixed_jump,q=0.01:r=0.01,0.6064865329772012,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.01,0.01,,,,,,
41005,selected_fixed_jump,q=0.01:r=0.02,0.3260514611058469,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.01,0.02,,,,,,
41005,selected_fixed_jump,q=0.01:r=0.02875,0.25045620398785395,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.01,0.02875,,,,,,
41005,selected_fixed_jump,q=0.01:r=0.055,0.22438549750631254,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.01,0.055,,,,,,
41005,selected_fixed_jump,q=0.02:r=0.01,0.35406734069809087,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.02,0.01,,,,,,
41005,selected_fixed_jump,q=0.02:r=0.02,0.20756828357267132,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.02,0.02,,,,,,
41005,selected_fixed_jump,q=0.02:r=0.02875,0.17283256750743486,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.02,0.02875,,,,,,
41005,selected_fixed_jump,q=0.02:r=0.055,0.18783996944977827,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.02,0.055,,,,,,
41005,selected_fixed_jump,q=0.04:r=0.01,0.21005318722651067,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.04,0.01,,,,,,
41005,selected_fixed_jump,q=0.04:r=0.02,0.16315019637447442,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.04,0.02,,,,,,
41005,selected_fixed_jump,q=0.04:r=0.02875,0.1597550008869136,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,True,0.04,0.02875,,,,,,
41005,selected_fixed_jump,q=0.04:r=0.055,0.20345939947314218,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.04,0.055,,,,,,
41005,selected_fixed_jump,q=0.08:r=0.01,0.1950696786618633,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.08,0.01,,,,,,
41005,selected_fixed_jump,q=0.08:r=0.02,0.20102764658580852,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.08,0.02,,,,,,
41005,selected_fixed_jump,q=0.08:r=0.02875,0.21565264452838534,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.08,0.02875,,,,,,
41005,selected_fixed_jump,q=0.08:r=0.055,0.273391326261864,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,0.08,0.055,,,,,,
41005,current_online_em,beta_q=0.02:beta_r=0.02,0.14073304423552357,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,,,0.02,0.02,,,,
41005,current_online_em,beta_q=0.02:beta_r=0.1,0.14059595934687968,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,,,0.02,0.1,,,,
41005,current_online_em,beta_q=0.02:beta_r=0.2,0.14904106715156143,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,,,0.02,0.2,,,,
41005,current_online_em,beta_q=0.02:beta_r=0.5,0.16920524963500172,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,,,0.02,0.5,,,,
41005,current_online_em,beta_q=0.1:beta_r=0.02,0.13251732652096124,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,True,,,0.1,0.02,,,,
41005,current_online_em,beta_q=0.1:beta_r=0.1,0.13380320005382862,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,,,0.1,0.1,,,,
41005,current_online_em,beta_q=0.1:beta_r=0.2,0.14201799180643454,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,,,0.1,0.2,,,,
41005,current_online_em,beta_q=0.1:beta_r=0.5,0.16570943597773918,fit,b7fdf3aa4ebe20c2c9c50a643bb474ff7be3078ef8de3184b7e4eff9c682bb22,False,False,,,0.1,0.5,,,,
