seed,discovery_threshold,discovery_alpha_threshold,heldout_generators,heldout_ties,spearman_rho,classifier_balanced_accuracy,classifier_auroc,alpha_classifier_balanced_accuracy,alpha_classifier_auroc,chi_minus_alpha_auroc
9000,0.11523827240894478,0.25,12,0,0.8555926614710123,0.8333333333333333,0.9722222222222223,0.8333333333333333,0.9444444444444444,0.0277777777777779
9001,0.5616744109734503,0.25,12,1,0.7249769186635725,0.9,0.9666666666666668,0.8333333333333333,0.9666666666666668,0.0
