generator_split,actuator_mode,alpha,transition_rank,input_rank,delay,noise_std,metric,mean,sd,n_seed,statistics_unit,expected_seed_count,n_seed_observed,n_seed_complete,n_seed_failed,n_seed_invalid,n_seed_unknown,n_seed_budget_invalid,n_seed_missing,n_rows,coverage_fraction
discovery,frozen,0.0,1,4,0,0.3,chi,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,chi_energy,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,demand_cross_energy,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,empirical_train_cross_energy,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,target_test_balanced_accuracy,1.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,target_train_balanced_accuracy,1.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,target_validation_balanced_accuracy,1.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,test_absolute_observation_balanced_accuracy,0.9871527777777779,0.01766143496778584,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,test_balanced_accuracy,0.5,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,test_state_normalized_rmse,0.04031398880703489,0.026724089000605262,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,test_zero_input_normalized_rmse,,,0,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,train_absolute_observation_balanced_accuracy,0.988888888888889,0.012843823978438116,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,train_balanced_accuracy,0.5,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,train_state_normalized_rmse,0.04058241079872306,0.026856527554914605,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,train_zero_input_normalized_rmse,,,0,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,transition_energy_rank_99,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,transition_energy_rank_999,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,validation_absolute_observation_balanced_accuracy,0.982638888888889,0.02124826264402639,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,validation_balanced_accuracy,0.5,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,validation_state_normalized_rmse,0.040584844284877124,0.026767991491948376,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,1,4,0,0.3,validation_zero_input_normalized_rmse,,,0,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,chi,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,chi_energy,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,demand_cross_energy,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,empirical_train_cross_energy,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,target_test_balanced_accuracy,1.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,target_train_balanced_accuracy,1.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,target_validation_balanced_accuracy,1.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,test_absolute_observation_balanced_accuracy,1.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,test_balanced_accuracy,0.5,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,test_state_normalized_rmse,0.030205685705491626,0.020414444955612326,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,test_zero_input_normalized_rmse,0.002496935096694622,0.001877193920034083,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,train_absolute_observation_balanced_accuracy,1.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,train_balanced_accuracy,0.5,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,train_state_normalized_rmse,0.03002872117677232,0.019830634325410285,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,train_zero_input_normalized_rmse,0.002505254765428726,0.0018380251749488083,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,transition_energy_rank_99,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,transition_energy_rank_999,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,validation_absolute_observation_balanced_accuracy,1.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,validation_balanced_accuracy,0.5,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,validation_state_normalized_rmse,0.03044567034053223,0.02036193346032617,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,2,2,24,0.1,validation_zero_input_normalized_rmse,0.0025274261574198976,0.0019406120611893285,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,4,1,12,0.6,chi,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,4,1,12,0.6,chi_energy,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,4,1,12,0.6,demand_cross_energy,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,4,1,12,0.6,empirical_train_cross_energy,0.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
discovery,frozen,0.0,4,1,12,0.6,target_test_balanced_accuracy,1.0,0.0,30,seed,30,30,30,0,0,0,0,0,30,1.0
