experiment,profile,checkout_policy,archived_reanalysis,current_checkout_matches_run,current_checkout_reproducibility_claimed,n_seeds,panel_complete,access_and_pairing_audit_passed,scale_decision,claim_classification,claim_family,primary_hazard,primary_feedback_fraction,primary_feedback_delay,mean_persistent_minus_fixed,mean_persistent_minus_credit_shuffled,mean_persistent_minus_cumulative,mean_oracle_opportunity,mean_oracle_gain_retained,positive_seed_fraction,primary_expected_feedback_per_dwell,high_rank_carrier_claimed,real_data_claimed,controller_memory_time_constant_trials,mean_evidence_response_slope,mean_iso_lambda_slow_minus_fast,mean_short_minus_long_delay,mean_opposite_over_executed_reward_update_l1,credit_control_semantics,credit_budget_matched_claimed,local_context_metrics_semantics,local_minus_fixed_feedback_0.5,local_minus_fixed_feedback_0.25,local_minus_fixed_feedback_0.125,local_minus_fixed_feedback_0.0625,local_minus_fixed_feedback_0.03125,persistent_over_train_fixed_ci_lower,persistent_over_train_fixed_ci_upper,persistent_over_train_fixed_raw_p,persistent_over_train_fixed_threshold,persistent_over_opposite_eligibility_ci_lower,persistent_over_opposite_eligibility_ci_upper,persistent_over_opposite_eligibility_raw_p,persistent_over_opposite_eligibility_threshold,evidence_response_slope_ci_lower,evidence_response_slope_ci_upper,evidence_response_slope_raw_p,evidence_response_slope_threshold,persistent_over_train_fixed_holm_p,persistent_over_opposite_eligibility_holm_p,evidence_response_slope_holm_p,main_controller_claim_classification,iso_lambda_slow_minus_fast_ci_lower,iso_lambda_slow_minus_fast_ci_upper,iso_lambda_slow_minus_fast_raw_p,iso_lambda_slow_minus_fast_threshold,timescale_structure_claim_classification
exp32_persistent_sparse_feedback,formal,live,False,True,True,30,True,True,formal-complete,inconclusive,feedback_memory_timescale_phase,0.01,0.125,4,0.04348958333333333,0.08241373697916667,0.043538411458333336,0.13745930989583333,0.29748773185074195,0.9333333333333333,12.5,False,False,49.49831645250911,0.010111028630576686,0.011946614583333336,0.03323974609375,1.2153582600213573,opposite_action_eligibility_not_random_shuffle,False,action_policy_proxy_not_calibrated_context_posterior,0.07350260416666667,0.05716145833333333,0.04348958333333333,0.027937825520833334,0.013037109375,0.03445638020833334,0.05288899739583333,9.99990000099999e-06,0.02,0.07666829427083334,0.08779296875,9.99990000099999e-06,0.02,0.009622494143004834,0.01061818710538291,9.99990000099999e-06,0.005,2.999970000299997e-05,2.999970000299997e-05,2.999970000299997e-05,support,0.0031982421875000056,0.02088623046875,0.954880451195488,0.02,inconclusive
