hazard,feedback_fraction,feedback_delay,selector_mode,n_seeds,mean_accuracy,sd_accuracy,mean_dynamic_regret,mean_switch_latency,mean_false_switch_rate,mean_context_nll,mean_context_brier,expected_feedback_per_dwell,delay_fraction_of_expected_dwell
0.01,0.03125,16,credit_shuffled_local,30,0.741796875,0.013785893101251657,0.15625,0.4166666666666667,0.014169000118305134,1.0131648056719398,0.35826409847521123,3.125,0.16
0.01,0.03125,16,cumulative_sample_average,30,0.7581949869791667,0.01559717836473171,0.13985188802083334,6.883333333333334,0.0010522635565222002,2.0769378166042363,0.3977022954215575,3.125,0.16
0.01,0.03125,16,matched_random,30,0.7548828125,0.01086565294733823,0.1431640625,,,,,3.125,0.16
0.01,0.03125,16,no_feedback_local,30,0.7548828125,0.01086565294733823,0.1431640625,2.7666666666666666,0.0,0.6931471805599451,0.25,3.125,0.16
0.01,0.03125,16,oracle_hidden_state,30,0.898046875,0.008957367299152509,0.0,0.0,0.0,9.999778782803791e-13,0.0,3.125,0.16
0.01,0.03125,16,persistent_rpe_local,30,0.7692545572916667,0.014395195207022886,0.12879231770833333,11.466666666666667,0.010010417486567634,0.8341077967924821,0.28573005662469625,3.125,0.16
0.01,0.03125,16,train_fixed_best,30,0.7605875651041667,0.017647847813141417,0.13745930989583333,,,,,3.125,0.16
0.01,0.0625,0,bayes_reward_filter,30,0.7849202473958333,0.013506787422838834,0.11312662760416667,11.233333333333333,0.011654422731430301,0.6172817702554566,0.21406644172456524,6.25,0.0
0.01,0.0625,0,credit_shuffled_local,30,0.7293131510416667,0.014931230717573211,0.16873372395833333,0.8666666666666667,0.02741820793702997,1.1994982248651616,0.4085997027520376,6.25,0.0
0.01,0.0625,0,cumulative_sample_average,30,0.7614583333333333,0.011368877274594956,0.13658854166666667,8.483333333333333,0.0012571404281344334,2.1630149198654323,0.3803752755365162,6.25,0.0
0.01,0.0625,0,matched_random,30,0.7548828125,0.01086565294733823,0.1431640625,,,,,6.25,0.0
0.01,0.0625,0,no_feedback_local,30,0.7548828125,0.01086565294733823,0.1431640625,2.7666666666666666,0.0,0.6931471805599451,0.25,6.25,0.0
