hazard,feedback_fraction,feedback_delay,selector_mode,n_seeds,mean_accuracy,sd_accuracy,mean_dynamic_regret,mean_switch_latency,mean_false_switch_rate,mean_context_nll,mean_context_brier,expected_feedback_per_dwell,delay_fraction_of_expected_dwell
0.02,0.0625,16,credit_shuffled_local,30,0.7444010416666667,0.012533178910283436,0.15452473958333332,0.8833333333333333,0.024369326871361438,1.1058256779427136,0.3715278141243294,3.125,0.32
0.02,0.0625,16,cumulative_sample_average,30,0.7547932942708333,0.018226953506795707,0.14413248697916667,2.2,0.0011797990100897333,2.6520370312819823,0.4181802504096645,3.125,0.32
0.02,0.0625,16,matched_random,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,,,,,3.125,0.32
0.02,0.0625,16,no_feedback_local,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,1.3666666666666667,0.0,0.6931471805599451,0.25,3.125,0.32
0.02,0.0625,16,oracle_hidden_state,30,0.89892578125,0.007017240049676702,0.0,0.0,0.0,9.999778782803791e-13,0.0,3.125,0.32
0.02,0.0625,16,persistent_rpe_local,30,0.7684326171875,0.012917076722433573,0.1304931640625,4.966666666666667,0.016060001399656867,1.0378416460503779,0.3285793341951517,3.125,0.32
0.02,0.0625,16,train_fixed_best,30,0.76455078125,0.017595725182221328,0.134375,,,,,3.125,0.32
0.02,0.125,0,bayes_reward_filter,30,0.7881510416666667,0.009095430844041468,0.11077473958333334,6.1,0.02354657031295027,0.609252555637677,0.21080118939566675,6.25,0.0
0.02,0.125,0,credit_shuffled_local,30,0.7277018229166666,0.012520446716511186,0.17122395833333334,0.11666666666666667,0.04595573889488573,1.366401735934408,0.43261675306077524,6.25,0.0
0.02,0.125,0,cumulative_sample_average,30,0.76142578125,0.016230764970039512,0.1375,2.4833333333333334,0.0014458251108866336,2.658362170207314,0.3982128608451177,6.25,0.0
0.02,0.125,0,matched_random,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,,,,,6.25,0.0
0.02,0.125,0,no_feedback_local,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,1.3666666666666667,0.0,0.6931471805599451,0.25,6.25,0.0
0.02,0.125,0,oracle_hidden_state,30,0.89892578125,0.007017240049676702,0.0,0.0,0.0,9.999778782803791e-13,0.0,6.25,0.0
0.02,0.125,0,persistent_rpe_local,30,0.7932535807291666,0.010535293657868353,0.10567220052083333,6.816666666666666,0.017199731356317034,1.0372575585435535,0.2914905938478309,6.25,0.0
0.02,0.125,0,train_fixed_best,30,0.76455078125,0.017595725182221328,0.134375,,,,,6.25,0.0
0.02,0.125,4,bayes_reward_filter,30,0.7807291666666667,0.009217942464638753,0.11819661458333333,7.9,0.023770142316437638,0.6347840782871829,0.22223321760978637,6.25,0.08
0.02,0.125,4,credit_shuffled_local,30,0.7320963541666666,0.011573919633831265,0.16682942708333334,0.11666666666666667,0.04256394523760727,1.3470326548945952,0.42346693725677353,6.25,0.08
0.02,0.125,4,cumulative_sample_average,30,0.7562662760416666,0.017940866014190673,0.14265950520833334,2.4,0.0011967775255583002,2.408322746919768,0.40418383633328125,6.25,0.08
0.02,0.125,4,matched_random,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,,,,,6.25,0.08
0.02,0.125,4,no_feedback_local,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,1.3666666666666667,0.0,0.6931471805599451,0.25,6.25,0.08
0.02,0.125,4,oracle_hidden_state,30,0.89892578125,0.007017240049676702,0.0,0.0,0.0,9.999778782803791e-13,0.0,6.25,0.08
0.02,0.125,4,persistent_rpe_local,30,0.7849690755208333,0.01261372680270379,0.11395670572916666,7.516666666666667,0.019559900570707202,1.101660400751095,0.31058856447116423,6.25,0.08
0.02,0.125,4,train_fixed_best,30,0.76455078125,0.017595725182221328,0.134375,,,,,6.25,0.08
0.02,0.125,16,bayes_reward_filter,30,0.7664388020833334,0.009252793818353705,0.13248697916666666,6.083333333333333,0.023496205287135533,0.6708916409739221,0.23908335919707127,6.25,0.32
0.02,0.125,16,credit_shuffled_local,30,0.7406575520833333,0.00970650149911605,0.15826822916666666,0.36666666666666664,0.037112955708264235,1.3188535297692108,0.4110174955910973,6.25,0.32
0.02,0.125,16,cumulative_sample_average,30,0.7584065755208333,0.01524680406654799,0.14051920572916668,2.55,0.0020266998502430334,1.9960027651294399,0.3737153983491721,6.25,0.32
0.02,0.125,16,matched_random,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,,,,,6.25,0.32
0.02,0.125,16,no_feedback_local,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,1.3666666666666667,0.0,0.6931471805599451,0.25,6.25,0.32
0.02,0.125,16,oracle_hidden_state,30,0.89892578125,0.007017240049676702,0.0,0.0,0.0,9.999778782803791e-13,0.0,6.25,0.32
0.02,0.125,16,persistent_rpe_local,30,0.770458984375,0.011585823419172334,0.128466796875,5.116666666666666,0.02457711968707027,1.2287014819197757,0.3489304235735016,6.25,0.32
0.02,0.125,16,train_fixed_best,30,0.76455078125,0.017595725182221328,0.134375,,,,,6.25,0.32
0.02,0.25,0,bayes_reward_filter,30,0.8033121744791667,0.011222135472761007,0.09561360677083333,5.383333333333334,0.034457162221069766,0.5621518568729225,0.18966028552439282,12.5,0.0
0.02,0.25,0,credit_shuffled_local,30,0.7166829427083333,0.01380230306344156,0.18224283854166667,0.4666666666666667,0.07152230319129564,1.6625298553426215,0.48490589791754235,12.5,0.0
0.02,0.25,0,cumulative_sample_average,30,0.7642496744791667,0.010600331074357826,0.13467610677083333,3.183333333333333,0.0023926395009750668,2.027768870083686,0.35397899270658706,12.5,0.0
0.02,0.25,0,matched_random,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,,,,,12.5,0.0
0.02,0.25,0,no_feedback_local,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,1.3666666666666667,0.0,0.6931471805599451,0.25,12.5,0.0
0.02,0.25,0,oracle_hidden_state,30,0.89892578125,0.007017240049676702,0.0,0.0,0.0,9.999778782803791e-13,0.0,12.5,0.0
0.02,0.25,0,persistent_rpe_local,30,0.806591796875,0.012707513668121239,0.092333984375,7.183333333333334,0.026222415127246334,1.0578184795501882,0.26821949216747293,12.5,0.0
0.02,0.25,0,train_fixed_best,30,0.76455078125,0.017595725182221328,0.134375,,,,,12.5,0.0
0.02,0.25,4,bayes_reward_filter,30,0.7924153645833333,0.011453710917153116,0.10651041666666666,7.55,0.03520511589464117,0.6015836728909173,0.2067740320521115,12.5,0.08
0.02,0.25,4,credit_shuffled_local,30,0.7218587239583333,0.012770844792798644,0.17706705729166666,0.11666666666666667,0.06417653956914048,1.6582730678643545,0.4776144922516548,12.5,0.08
0.02,0.25,4,cumulative_sample_average,30,0.7640543619791667,0.00915057088579169,0.13487141927083332,2.85,0.0024345171718003003,1.9380136249569548,0.34621913513716585,12.5,0.08
0.02,0.25,4,matched_random,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,,,,,12.5,0.08
0.02,0.25,4,no_feedback_local,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,1.3666666666666667,0.0,0.6931471805599451,0.25,12.5,0.08
0.02,0.25,4,oracle_hidden_state,30,0.89892578125,0.007017240049676702,0.0,0.0,0.0,9.999778782803791e-13,0.0,12.5,0.08
0.02,0.25,4,persistent_rpe_local,30,0.7970865885416667,0.012945366002554031,0.10183919270833333,8.416666666666666,0.032417082859769165,1.147479700117486,0.29436328356257574,12.5,0.08
0.02,0.25,4,train_fixed_best,30,0.76455078125,0.017595725182221328,0.134375,,,,,12.5,0.08
0.02,0.25,16,bayes_reward_filter,30,0.7718668619791667,0.009569325263055461,0.12705891927083332,7.183333333333334,0.034030225540464705,0.6599146517513698,0.23375522291551792,12.5,0.32
0.02,0.25,16,credit_shuffled_local,30,0.7356363932291666,0.010950646853643027,0.16328938802083334,0.4166666666666667,0.0561430361935048,1.567191813427706,0.4474877500846221,12.5,0.32
0.02,0.25,16,cumulative_sample_average,30,0.7622395833333333,0.010903557286095501,0.13668619791666667,2.716666666666667,0.0027833425582134003,1.4998093811225306,0.33088598523378343,12.5,0.32
0.02,0.25,16,matched_random,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,,,,,12.5,0.32
0.02,0.25,16,no_feedback_local,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,1.3666666666666667,0.0,0.6931471805599451,0.25,12.5,0.32
0.02,0.25,16,oracle_hidden_state,30,0.89892578125,0.007017240049676702,0.0,0.0,0.0,9.999778782803791e-13,0.0,12.5,0.32
0.02,0.25,16,persistent_rpe_local,30,0.7794270833333333,0.012276495067244068,0.11949869791666666,5.933333333333334,0.04028202569129987,1.305630510173826,0.33760596410757493,12.5,0.32
0.02,0.25,16,train_fixed_best,30,0.76455078125,0.017595725182221328,0.134375,,,,,12.5,0.32
0.02,0.5,0,bayes_reward_filter,30,0.8210205078125,0.010016303337692987,0.0779052734375,5.166666666666667,0.04577588740935427,0.4863625721173005,0.1574940221762903,25.0,0.0
0.02,0.5,0,credit_shuffled_local,30,0.7050862630208333,0.011870787185390447,0.19383951822916667,0.18333333333333332,0.10707768059764813,2.0335428817235446,0.5413535574903494,25.0,0.0
0.02,0.5,0,cumulative_sample_average,30,0.7599446614583333,0.011566032256457597,0.13898111979166666,3.2333333333333334,0.0027919299557881,1.7883955666935247,0.33507495109053453,25.0,0.0
0.02,0.5,0,matched_random,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,,,,,25.0,0.0
0.02,0.5,0,no_feedback_local,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,1.3666666666666667,0.0,0.6931471805599451,0.25,25.0,0.0
0.02,0.5,0,oracle_hidden_state,30,0.89892578125,0.007017240049676702,0.0,0.0,0.0,9.999778782803791e-13,0.0,25.0,0.0
0.02,0.5,0,persistent_rpe_local,30,0.8244384765625,0.009973324597890253,0.0744873046875,6.816666666666666,0.03722529745636457,0.934639803861366,0.21874002529827663,25.0,0.0
0.02,0.5,0,train_fixed_best,30,0.76455078125,0.017595725182221328,0.134375,,,,,25.0,0.0
0.02,0.5,4,bayes_reward_filter,30,0.80615234375,0.010325017684229585,0.0927734375,8.083333333333334,0.04725443482701581,0.5564190799652771,0.1862880614629928,25.0,0.08
0.02,0.5,4,credit_shuffled_local,30,0.7109537760416667,0.011183139214455656,0.18797200520833332,0.06666666666666667,0.09278729077192338,2.0399113403115052,0.5327633947122047,25.0,0.08
0.02,0.5,4,cumulative_sample_average,30,0.7603841145833333,0.013751729140980426,0.13854166666666667,3.3833333333333333,0.002443266800606134,1.9330412661707261,0.34365412459808115,25.0,0.08
0.02,0.5,4,matched_random,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,,,,,25.0,0.08
0.02,0.5,4,no_feedback_local,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,1.3666666666666667,0.0,0.6931471805599451,0.25,25.0,0.08
0.02,0.5,4,oracle_hidden_state,30,0.89892578125,0.007017240049676702,0.0,0.0,0.0,9.999778782803791e-13,0.0,25.0,0.08
0.02,0.5,4,persistent_rpe_local,30,0.8070149739583333,0.009987201502692002,0.09191080729166666,9.6,0.053599913076019474,1.1252503678812893,0.26769653509144903,25.0,0.08
0.02,0.5,4,train_fixed_best,30,0.76455078125,0.017595725182221328,0.134375,,,,,25.0,0.08
0.02,0.5,16,bayes_reward_filter,30,0.77880859375,0.00907802925011823,0.1201171875,10.116666666666667,0.04802624685653777,0.6446886415160759,0.22638958186487687,25.0,0.32
0.02,0.5,16,credit_shuffled_local,30,0.7270426432291667,0.01072140460035643,0.17188313802083333,0.4,0.08580336344331481,1.9169414956317836,0.4930887035983834,25.0,0.32
0.02,0.5,16,cumulative_sample_average,30,0.759326171875,0.009182347047444915,0.139599609375,2.716666666666667,0.0030418363455486006,1.0638738228557871,0.3082893137099813,25.0,0.32
0.02,0.5,16,matched_random,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,,,,,25.0,0.32
0.02,0.5,16,no_feedback_local,30,0.7565266927083333,0.009533011656602612,0.14239908854166666,1.3666666666666667,0.0,0.6931471805599451,0.25,25.0,0.32
0.02,0.5,16,oracle_hidden_state,30,0.89892578125,0.007017240049676702,0.0,0.0,0.0,9.999778782803791e-13,0.0,25.0,0.32
0.02,0.5,16,persistent_rpe_local,30,0.7851236979166667,0.010999459595196163,0.11380208333333333,6.816666666666666,0.06660415712435427,1.3441744257945283,0.32354499153521893,25.0,0.32
0.02,0.5,16,train_fixed_best,30,0.76455078125,0.017595725182221328,0.134375,,,,,25.0,0.32
0.04,0.03125,0,bayes_reward_filter,30,0.761865234375,0.008029578987735419,0.13761393229166666,2.5833333333333335,0.012674833906262766,0.6847063211664377,0.24591085576930558,0.78125,0.0
0.04,0.03125,0,credit_shuffled_local,30,0.753564453125,0.008969749430747805,0.14591471354166666,1.0166666666666666,0.01603264717319847,0.9172099872696272,0.3273612213739794,0.78125,0.0
0.04,0.03125,0,cumulative_sample_average,30,0.7614908854166667,0.011525801136231386,0.13798828125,1.5666666666666667,0.0009588139763391002,2.323835630506677,0.4121496998288786,0.78125,0.0
0.04,0.03125,0,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,0.78125,0.0
0.04,0.03125,0,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,0.78125,0.0
0.04,0.03125,0,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,0.78125,0.0
0.04,0.03125,0,persistent_rpe_local,30,0.7634114583333333,0.010328586936659579,0.13606770833333334,2.35,0.009815140375508433,0.9239187023449691,0.31790317714665967,0.78125,0.0
0.04,0.03125,0,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,0.78125,0.0
0.04,0.03125,4,bayes_reward_filter,30,0.7599365234375,0.0077851309348946395,0.13954264322916668,2.65,0.012819334455984967,0.6890516423064249,0.24797798264443985,0.78125,0.16
0.04,0.03125,4,credit_shuffled_local,30,0.7552571614583333,0.00958157082306206,0.14422200520833334,0.9833333333333333,0.015719209151957868,0.9062069172708553,0.32256934707484136,0.78125,0.16
0.04,0.03125,4,cumulative_sample_average,30,0.7621663411458334,0.011648221640662735,0.13731282552083332,1.55,0.0008145274853076334,2.3234140283376803,0.4180844647890708,0.78125,0.16
0.04,0.03125,4,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,0.78125,0.16
0.04,0.03125,4,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,0.78125,0.16
0.04,0.03125,4,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,0.78125,0.16
0.04,0.03125,4,persistent_rpe_local,30,0.760546875,0.010395326349435477,0.13893229166666668,2.4166666666666665,0.009917029245392433,0.9463725619043667,0.32543060166731247,0.78125,0.16
0.04,0.03125,4,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,0.78125,0.16
0.04,0.03125,16,bayes_reward_filter,30,0.7585774739583333,0.007583886252990502,0.14090169270833333,2.05,0.012877964134446234,0.6922974688129677,0.24957691486767392,0.78125,0.64
0.04,0.03125,16,credit_shuffled_local,30,0.7579427083333333,0.009173015839125585,0.14153645833333334,1.4166666666666667,0.014743940195021869,0.9011265810409994,0.3188927947744354,0.78125,0.64
0.04,0.03125,16,cumulative_sample_average,30,0.7631266276041667,0.012048861341904223,0.1363525390625,1.6,0.0011698678389469,2.15969457771478,0.3965143167282535,0.78125,0.64
0.04,0.03125,16,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,0.78125,0.64
0.04,0.03125,16,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,0.78125,0.64
0.04,0.03125,16,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,0.78125,0.64
0.04,0.03125,16,persistent_rpe_local,30,0.7585205078125,0.010075635237948416,0.14095865885416667,1.8166666666666667,0.010441624781761501,0.9554473331030138,0.33087651900333287,0.78125,0.64
0.04,0.03125,16,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,0.78125,0.64
0.04,0.0625,0,bayes_reward_filter,30,0.7662434895833333,0.007881317466572184,0.13323567708333334,2.9,0.021234572310412203,0.673493255443813,0.24055886518714942,1.5625,0.0
0.04,0.0625,0,credit_shuffled_local,30,0.7446044921875,0.009621945717838759,0.15487467447916667,0.9166666666666666,0.028886042747658103,1.0639118229423363,0.36520230762337674,1.5625,0.0
0.04,0.0625,0,cumulative_sample_average,30,0.764208984375,0.009644359220382143,0.13527018229166668,1.7833333333333334,0.0015158999421328668,2.1979927387357274,0.3770833075256886,1.5625,0.0
0.04,0.0625,0,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,1.5625,0.0
0.04,0.0625,0,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,1.5625,0.0
0.04,0.0625,0,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,1.5625,0.0
0.04,0.0625,0,persistent_rpe_local,30,0.7717203776041667,0.01100296261731568,0.1277587890625,2.65,0.013649669903510435,1.0522744868170615,0.3314420628982458,1.5625,0.0
0.04,0.0625,0,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,1.5625,0.0
0.04,0.0625,4,bayes_reward_filter,30,0.7627278645833333,0.0075551042475709524,0.13675130208333333,3.3333333333333335,0.021439076046949435,0.6831473762777279,0.24509605488536226,1.5625,0.16
0.04,0.0625,4,credit_shuffled_local,30,0.7490641276041666,0.009362926235530238,0.1504150390625,0.8166666666666667,0.027257227880766604,1.0451519243854601,0.35688884158667644,1.5625,0.16
0.04,0.0625,4,cumulative_sample_average,30,0.7618570963541667,0.011538945072547845,0.1376220703125,1.7166666666666666,0.0015844451998712002,2.143193162543739,0.380399564657029,1.5625,0.16
0.04,0.0625,4,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,1.5625,0.16
0.04,0.0625,4,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,1.5625,0.16
0.04,0.0625,4,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,1.5625,0.16
0.04,0.0625,4,persistent_rpe_local,30,0.7665608723958334,0.01088532340832139,0.13291829427083332,3.0,0.014539290285289634,1.0917475032409798,0.3447570125139678,1.5625,0.16
0.04,0.0625,4,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,1.5625,0.16
0.04,0.0625,16,bayes_reward_filter,30,0.75908203125,0.0075533810958407195,0.14039713541666668,2.3333333333333335,0.021506415577914734,0.6912501789202526,0.24905466299452397,1.5625,0.64
0.04,0.0625,16,credit_shuffled_local,30,0.7535725911458333,0.009912786022738082,0.14590657552083333,1.4666666666666666,0.024949933628317267,1.0312627151933274,0.34960455853287564,1.5625,0.64
0.04,0.0625,16,cumulative_sample_average,30,0.7615559895833334,0.0100586863818829,0.13792317708333332,1.7333333333333334,0.0018144227804511334,1.9822166311959286,0.3724662731710197,1.5625,0.64
0.04,0.0625,16,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,1.5625,0.64
0.04,0.0625,16,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,1.5625,0.64
0.04,0.0625,16,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,1.5625,0.64
0.04,0.0625,16,persistent_rpe_local,30,0.7612874348958333,0.010807555168646994,0.13819173177083333,1.9833333333333334,0.016806262348335203,1.1079114846856417,0.35451798884454816,1.5625,0.64
0.04,0.0625,16,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,1.5625,0.64
0.04,0.125,0,bayes_reward_filter,30,0.7748616536458334,0.008224935199922226,0.12461751302083333,3.3333333333333335,0.0321707571898577,0.6517968046899424,0.23030435074410177,3.125,0.0
0.04,0.125,0,credit_shuffled_local,30,0.7392415364583333,0.009184033117893758,0.16023763020833334,0.7,0.0479724715485942,1.2487266089008615,0.4009967406027224,3.125,0.0
0.04,0.125,0,cumulative_sample_average,30,0.7624186197916667,0.007916964452073419,0.137060546875,1.8833333333333333,0.002586252337717,1.795697273569432,0.34912191374087986,3.125,0.0
0.04,0.125,0,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,3.125,0.0
0.04,0.125,0,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,3.125,0.0
0.04,0.125,0,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,3.125,0.0
0.04,0.125,0,persistent_rpe_local,30,0.7779052734375,0.010283159392738855,0.12157389322916666,3.15,0.018748605732218235,1.2212210234094323,0.33995374781577803,3.125,0.0
0.04,0.125,0,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,3.125,0.0
0.04,0.125,4,bayes_reward_filter,30,0.7675618489583333,0.0073859571656751345,0.13191731770833334,3.816666666666667,0.032663179290284367,0.6717062954172673,0.23951568013101182,3.125,0.16
0.04,0.125,4,credit_shuffled_local,30,0.7435791015625,0.010341954037693545,0.15590006510416668,0.7666666666666667,0.04409503469140117,1.219101509646779,0.39094563818971334,3.125,0.16
0.04,0.125,4,cumulative_sample_average,30,0.7610595703125,0.00840954814240844,0.13841959635416667,1.7666666666666666,0.0022890362236401003,1.7167969140186332,0.3485211334097382,3.125,0.16
0.04,0.125,4,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,3.125,0.16
0.04,0.125,4,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,3.125,0.16
0.04,0.125,4,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,3.125,0.16
0.04,0.125,4,persistent_rpe_local,30,0.772314453125,0.01007242187718356,0.12716471354166667,3.1666666666666665,0.020132313371807768,1.2801341922311582,0.35807050769606646,3.125,0.16
0.04,0.125,4,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,3.125,0.16
0.04,0.125,16,bayes_reward_filter,30,0.7594401041666666,0.007824942666505245,0.1400390625,2.5,0.03336686848413107,0.6894189090060722,0.2481427972864822,3.125,0.64
0.04,0.125,16,credit_shuffled_local,30,0.7529541015625,0.009957237149563251,0.14652506510416666,1.45,0.03820566179206243,1.1804891999138456,0.37393220570443764,3.125,0.64
0.04,0.125,16,cumulative_sample_average,30,0.76142578125,0.00847679604621258,0.13805338541666667,1.5666666666666667,0.0028647272135303666,1.4919484312738263,0.33196096216420906,3.125,0.64
0.04,0.125,16,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,3.125,0.64
0.04,0.125,16,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,3.125,0.64
0.04,0.125,16,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,3.125,0.64
0.04,0.125,16,persistent_rpe_local,30,0.7642985026041667,0.011048670574079222,0.1351806640625,2.2333333333333334,0.0252935305699678,1.2944119066394952,0.37117121740568404,3.125,0.64
0.04,0.125,16,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,3.125,0.64
0.04,0.25,0,bayes_reward_filter,30,0.7863932291666667,0.007993234294684359,0.1130859375,3.5833333333333335,0.046396801995073005,0.6182749534623366,0.2145918398073867,6.25,0.0
0.04,0.25,0,credit_shuffled_local,30,0.7303873697916666,0.01006318072790751,0.169091796875,0.7833333333333333,0.07361877743613295,1.491529612100635,0.444550358680547,6.25,0.0
0.04,0.25,0,cumulative_sample_average,30,0.761962890625,0.010812368707314045,0.13751627604166666,1.8166666666666667,0.0024075716014383,2.4557128985107237,0.3733458787662653,6.25,0.0
0.04,0.25,0,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,6.25,0.0
0.04,0.25,0,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,6.25,0.0
0.04,0.25,0,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,6.25,0.0
0.04,0.25,0,persistent_rpe_local,30,0.7903401692708333,0.007671178571502808,0.10913899739583334,3.9,0.02789848888100347,1.2879293503518192,0.3234818316067605,6.25,0.0
0.04,0.25,0,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,6.25,0.0
0.04,0.25,4,bayes_reward_filter,30,0.7740804036458333,0.007584902484055857,0.12539876302083333,4.733333333333333,0.0464159218238949,0.6547894575602857,0.23133494194762128,6.25,0.16
0.04,0.25,4,credit_shuffled_local,30,0.7363037109375,0.010107814330654349,0.16317545572916667,0.5333333333333333,0.06723295186254787,1.4709926096272283,0.4339288421222059,6.25,0.16
0.04,0.25,4,cumulative_sample_average,30,0.7604329427083333,0.010973680409403672,0.13904622395833333,1.8166666666666667,0.003596503585704267,2.091154037433209,0.3564939968016908,6.25,0.16
0.04,0.25,4,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,6.25,0.16
0.04,0.25,4,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,6.25,0.16
0.04,0.25,4,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,6.25,0.16
0.04,0.25,4,persistent_rpe_local,30,0.7803792317708333,0.009369202352146545,0.11909993489583333,4.233333333333333,0.0348510021389432,1.3865742556804421,0.34911432428394185,6.25,0.16
0.04,0.25,4,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,6.25,0.16
0.04,0.25,16,bayes_reward_filter,30,0.7603434244791667,0.008355934089725578,0.1391357421875,3.2666666666666666,0.0471886429771126,0.6871820146812635,0.247030598072173,6.25,0.64
0.04,0.25,16,credit_shuffled_local,30,0.7500895182291667,0.010307980393736246,0.1493896484375,1.4166666666666667,0.0579065826010831,1.383726013025371,0.4039527575790114,6.25,0.64
0.04,0.25,16,cumulative_sample_average,30,0.7609537760416667,0.008767928123987327,0.138525390625,1.7166666666666666,0.0038176741539810337,1.1987863715708358,0.3021663472470036,6.25,0.64
0.04,0.25,16,matched_random,30,0.7583414713541666,0.00844830288727224,0.1411376953125,,,,,6.25,0.64
0.04,0.25,16,no_feedback_local,30,0.7583414713541666,0.00844830288727224,0.1411376953125,1.55,0.0,0.6931471805599451,0.25,6.25,0.64
0.04,0.25,16,oracle_hidden_state,30,0.8994791666666667,0.006754249615404573,0.0,0.0,0.0,9.999778782803791e-13,0.0,6.25,0.64
0.04,0.25,16,persistent_rpe_local,30,0.7663004557291667,0.008518707705379637,0.1331787109375,2.75,0.04419113212404947,1.4493483608062634,0.3804905246966672,6.25,0.64
0.04,0.25,16,train_fixed_best,30,0.760595703125,0.012919598488187325,0.13888346354166667,,,,,6.25,0.64
0.04,0.5,0,bayes_reward_filter,30,0.80205078125,0.00847170273562464,0.09742838541666667,3.283333333333333,0.07008802566421043,0.5644935821386218,0.1905180816513455,12.5,0.0
