seed,train_fixed_best_accuracy,matched_random_accuracy,cumulative_sample_average_accuracy,persistent_rpe_local_accuracy,credit_shuffled_local_accuracy,no_feedback_local_accuracy,bayes_reward_filter_accuracy,oracle_hidden_state_accuracy,persistent_minus_fixed,persistent_minus_credit_shuffled,persistent_minus_opposite_eligibility,persistent_minus_cumulative,oracle_opportunity,oracle_gain_retained,evidence_response_slope,memory_timescale_slope,delay_burden_slope,evidence_timescale_interaction,phase_model_rmse,iso_lambda_slow_minus_fast,short_minus_long_delay,opposite_over_executed_reward_update_l1
32000,0.76708984375,0.7548828125,0.768310546875,0.79638671875,0.730712890625,0.7548828125,0.785888671875,0.89501953125,0.029296875,0.065673828125,0.065673828125,0.028076171875,0.1279296875,0.22900763358778625,0.010340540591298148,-0.005824096062746729,-0.010873476723564509,-1.1768404439111397e-05,0.007992317018580988,0.01806640625,0.03515625,1.1890831926217158
32001,0.732421875,0.784423828125,0.78662109375,0.824951171875,0.75537109375,0.784423828125,0.808349609375,0.923583984375,0.092529296875,0.069580078125,0.069580078125,0.038330078125,0.191162109375,0.4840357598978289,0.009714708247937997,-0.0008984630996412585,-0.014243333098088099,-0.007415326233432067,0.009928663721150364,0.0528564453125,0.036865234375,1.2082182370802041
32002,0.77490234375,0.760986328125,0.730712890625,0.803466796875,0.71240234375,0.760986328125,0.80078125,0.89990234375,0.028564453125,0.091064453125,0.091064453125,0.07275390625,0.125,0.228515625,0.010381254760044121,0.028839267567139892,-0.008990969699295782,-0.006536056866443271,0.008999622937457407,-0.0078125,0.03125,1.2253821052962062
32003,0.7333984375,0.7666015625,0.756591796875,0.8212890625,0.724365234375,0.7666015625,0.80078125,0.910400390625,0.087890625,0.096923828125,0.096923828125,0.064697265625,0.177001953125,0.496551724137931,0.011590445308219972,-0.019891714282107672,-0.013537647319613771,-0.003971174306729008,0.00869838089837064,0.0762939453125,0.0335693359375,1.1977241955617348
32004,0.754150390625,0.7470703125,0.75390625,0.800537109375,0.706298828125,0.7470703125,0.792236328125,0.88916015625,0.04638671875,0.09423828125,0.09423828125,0.046630859375,0.135009765625,0.3435804701627486,0.00874905469281307,0.02963975548128266,-0.01524166879574242,-0.006106133884688698,0.009534022929473342,0.0013427734375,0.039306640625,1.1841815617077327
32005,0.763916015625,0.76318359375,0.750732421875,0.7890625,0.73095703125,0.76318359375,0.79541015625,0.90234375,0.025146484375,0.05810546875,0.05810546875,0.038330078125,0.138427734375,0.18165784832451498,0.011461924808040007,0.008132861620603223,-0.013634697579486979,-0.0034822501670244642,0.0121508077436232,0.0167236328125,0.0343017578125,1.1273219091290945
32006,0.764404296875,0.763916015625,0.77490234375,0.832763671875,0.73583984375,0.763916015625,0.820068359375,0.90771484375,0.068359375,0.096923828125,0.096923828125,0.057861328125,0.143310546875,0.47700170357751276,0.009087917090533637,0.01359123894093429,-0.013981158825326967,-0.005189102044371555,0.008338985544869731,0.0263671875,0.041259765625,1.2779693218595725
32007,0.7890625,0.73583984375,0.752685546875,0.7812500000000001,0.700439453125,0.73583984375,0.773681640625,0.88134765625,-0.007812499999999889,0.08081054687500011,0.08081054687500011,0.02856445312500011,0.09228515625,-0.08465608465608346,0.008149774964336807,0.016423562754347167,-0.008528010759132978,0.0017401971823137177,0.014606071864997334,-0.033447265624999944,0.0203857421875,1.2095974234551254
32008,0.744873046875,0.763671875,0.7724609375,0.81298828125,0.728515625,0.763671875,0.807861328125,0.89892578125,0.068115234375,0.08447265625,0.08447265625,0.04052734375,0.154052734375,0.4421553090332805,0.009985948259659592,-0.004457900192948858,-0.009176871767974886,-0.0029422740652222633,0.007978840812204633,0.04052734375,0.02392578125,1.2795509309377262
32009,0.77734375,0.744140625,0.76171875,0.8046875,0.70751953125,0.744140625,0.79248046875,0.87890625,0.02734375,0.09716796875,0.09716796875,0.04296875,0.1015625,0.2692307692307692,0.010416741786734705,0.0022049006829928082,-0.009851674995260115,0.0013103518825269686,0.016666666475062528,-0.004638671875,0.027587890625,1.2207966288689136
32010,0.771728515625,0.75048828125,0.772216796875,0.806884765625,0.71044921875,0.75048828125,0.796875,0.8955078125,0.03515625,0.096435546875,0.096435546875,0.03466796875,0.123779296875,0.28402366863905326,0.010020962210356667,0.00593028318305445,-0.014026137107044933,-0.002213691217035653,0.008679230112429251,0.0145263671875,0.0196533203125,1.23162911000617
32011,0.7509765625,0.756591796875,0.763427734375,0.791748046875,0.732177734375,0.756591796875,0.792236328125,0.9003906250000001,0.040771484375,0.0595703125,0.0595703125,0.0283203125,0.1494140625000001,0.27287581699346386,0.009467148091923987,0.01927924544557761,-0.013340703350200954,-0.003921257524267983,0.012115198551774954,-0.0120849609375,0.03271484375,1.186843459375735
32012,0.764404296875,0.760498046875,0.772216796875,0.826416015625,0.73193359375,0.760498046875,0.811279296875,0.902587890625,0.06201171875,0.094482421875,0.094482421875,0.05419921875,0.13818359375,0.44876325088339225,0.009664298037406751,0.02110798909405286,-0.007412726379580913,-0.0073376153115766425,0.01736172413928654,0.001708984375,0.0347900390625,1.35950227075708
32013,0.767822265625,0.75732421875,0.748779296875,0.7978515625,0.718505859375,0.75732421875,0.7958984375,0.905517578125,0.030029296875,0.079345703125,0.079345703125,0.049072265625,0.1376953125,0.21808510638297873,0.008440013371915113,0.012002935341094595,-0.014741070055863337,-0.004414048820131892,0.009620372697773443,0.004150390625,0.030029296875,1.2041553876992632
32014,0.761474609375,0.753173828125,0.74951171875,0.786376953125,0.7236328125,0.753173828125,0.785400390625,0.894287109375,0.02490234375,0.062744140625,0.062744140625,0.036865234375,0.1328125,0.1875,0.011299114215542968,0.03078727768150582,-0.00917848141138082,-0.009638730538042126,0.010510266687338753,-0.0035400390625,0.0233154296875,1.2029736720356816
32015,0.749267578125,0.754638671875,0.755126953125,0.7890625,0.72412109375,0.754638671875,0.790771484375,0.899658203125,0.039794921875,0.06494140625,0.06494140625,0.033935546875,0.150390625,0.26461038961038963,0.009627525802996417,0.024893639880621328,-0.012719707193488132,-0.007441231708774256,0.01262814227240621,0.0081787109375,0.0435791015625,1.2548631258524732
32016,0.782958984375,0.755126953125,0.768798828125,0.802490234375,0.733642578125,0.755126953125,0.792236328125,0.8916015625,0.01953125,0.06884765625,0.06884765625,0.03369140625,0.108642578125,0.1797752808988764,0.011858274992529871,0.03565017663965484,-0.0082441562168137,-0.009987583405446579,0.014686306903915237,-0.00634765625,0.030029296875,1.2080314629549005
32017,0.765380859375,0.77001953125,0.775634765625,0.828857421875,0.7412109375,0.77001953125,0.82470703125,0.90869140625,0.0634765625,0.087646484375,0.087646484375,0.05322265625,0.143310546875,0.44293015332197616,0.009111188109271376,0.009518195181240096,-0.012413931208835027,-0.006759313116105846,0.010334599955511673,0.034423828125,0.04931640625,1.2418213622293608
32018,0.775634765625,0.74365234375,0.7333984375,0.802490234375,0.705078125,0.74365234375,0.797119140625,0.8984375,0.02685546875,0.097412109375,0.097412109375,0.069091796875,0.122802734375,0.21868787276341947,0.009922013014036274,0.016851674008760732,-0.010760600119519589,-0.0056587608458693525,0.01106696079840229,0.0155029296875,0.0379638671875,1.259578177971178
32019,0.761474609375,0.751708984375,0.75048828125,0.821533203125,0.712890625,0.751708984375,0.802978515625,0.899658203125,0.06005859375,0.108642578125,0.108642578125,0.071044921875,0.13818359375,0.43462897526501765,0.010956200962087277,-0.0035384391663419775,-0.014465787829301118,-0.0013249672108309467,0.009948572612094881,0.0367431640625,0.04150390625,1.234899345436045
32020,0.760498046875,0.74365234375,0.755859375,0.802001953125,0.705078125,0.74365234375,0.80615234375,0.8994140625,0.04150390625,0.096923828125,0.096923828125,0.046142578125,0.138916015625,0.29876977152899825,0.010970051925804414,0.0018827609684424873,-0.014686167738458107,-0.0024239323425278517,0.009618729264989577,0.0166015625,0.0482177734375,1.2080907111600008
32021,0.787353515625,0.730712890625,0.787353515625,0.7841796875,0.696533203125,0.730712890625,0.78173828125,0.88623046875,-0.003173828125,0.087646484375,0.087646484375,-0.003173828125,0.098876953125,-0.03209876543209877,0.014111358147128515,0.029277759228903123,-0.012745916037205561,-0.0018624914416914122,0.013251751167223285,-0.032470703125,0.0289306640625,1.1846678845150185
32022,0.7607421875,0.754150390625,0.751220703125,0.775390625,0.735595703125,0.754150390625,0.781005859375,0.892333984375,0.0146484375,0.039794921875,0.039794921875,0.024169921875,0.131591796875,0.11131725417439703,0.007893577197295516,0.02961882078225751,-0.010915107286116341,-0.005800947985587569,0.014600108478311799,-0.031005859375,0.0247802734375,1.1025121318227658
32023,0.760498046875,0.765380859375,0.76904296875,0.813720703125,0.734130859375,0.765380859375,0.79931640625,0.90478515625,0.05322265625,0.07958984375,0.07958984375,0.044677734375,0.144287109375,0.3688663282571912,0.011313938332144858,0.021172843458181233,-0.01269698953307986,-0.0095520730422605,0.022053306283295836,0.016845703125,0.03662109375,1.1667904021472801
32024,0.700439453125,0.749267578125,0.767333984375,0.8125,0.71337890625,0.749267578125,0.79443359375,0.89111328125,0.112060546875,0.09912109375,0.09912109375,0.045166015625,0.190673828125,0.587708066581306,0.00768739888444693,0.0024386275022624353,-0.012060532830392903,-0.00393743213705748,0.007221195203304582,0.039306640625,0.028076171875,1.2421990608697044
32025,0.761474609375,0.7666015625,0.760986328125,0.81884765625,0.72998046875,0.7666015625,0.820556640625,0.905029296875,0.057373046875,0.0888671875,0.0888671875,0.057861328125,0.1435546875,0.39965986394557823,0.011602420306131235,-0.008168328954173866,-0.013843980797605723,-0.0014699738426908451,0.00969373687181837,0.04248046875,0.0404052734375,1.2113224466742079
32026,0.77392578125,0.743896484375,0.7666015625,0.80224609375,0.71630859375,0.743896484375,0.798828125,0.890380859375,0.0283203125,0.0859375,0.0859375,0.03564453125,0.116455078125,0.2431865828092243,0.00975118776429212,0.021252216082276478,-0.012086233754442276,-0.004721452783009878,0.00867134163413866,0.00244140625,0.03271484375,1.210923170062968
32027,0.75537109375,0.75634765625,0.7548828125,0.8056640625,0.714111328125,0.75634765625,0.79833984375,0.8955078125,0.05029296875,0.091552734375,0.091552734375,0.05078125,0.14013671875,0.3588850174216028,0.011825704956184221,0.009451736695687813,-0.016617005947808437,-0.00010667584468482419,0.008769322666055603,-0.0023193359375,0.0311279296875,1.2380460748929367
32028,0.754150390625,0.7509765625,0.757080078125,0.793212890625,0.71337890625,0.7509765625,0.80322265625,0.89990234375,0.0390625,0.079833984375,0.079833984375,0.0361328125,0.145751953125,0.26800670016750416,0.009044049565624573,0.009551800017905246,-0.011665739391842107,-0.0052210464179640835,0.01138318997177254,0.019775390625,0.0216064453125,1.2028363626156258
32029,0.75048828125,0.74755859375,0.74755859375,0.79345703125,0.725341796875,0.74755859375,0.783203125,0.89306640625,0.04296875,0.068115234375,0.068115234375,0.0458984375,0.142578125,0.3013698630136986,0.008886122520563393,-0.0026064672564204204,-0.012773244984872954,-0.0020919923165643424,0.010030305282379921,0.0072021484375,0.0382080078125,1.1892366750442953
