seed,method,sequence_id,block_id,cell,h_high,q_high,r_high,heldout_composition,n_steps,mean_nll,latent_mse,early_nll,late_nll,mean_h_estimate,mean_q_estimate,mean_r_estimate,true_h,true_q,true_r,jump_count,test_tape_digest
39117,selected_fixed,0,0,110,1,1,0,True,96,0.704184961755236,0.019034237160353618,0.4496673345425623,0.6314346598167951,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.01,10,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,1,011,0,1,1,True,96,1.088238005057818,0.06399443410453791,0.9283099759683986,1.1320208056549999,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.16,0,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,2,001,0,0,1,False,96,1.3197822218246122,0.06315604447406,0.866586645960218,0.8559060774345546,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.16,0,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,3,111,1,1,1,True,96,1.4761773889417895,0.09177458228013986,1.6897236574431433,1.1816359962212952,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.16,3,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,4,000,0,0,0,False,96,-0.2709794459654164,0.00371056464853791,-0.2320470238493112,-0.26598085336859645,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.01,0,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,5,101,1,0,1,True,96,1.54053203888748,0.10924740100837621,1.7211130120621614,1.2277223364505032,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.16,11,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,6,100,1,0,0,False,96,-0.1776170695773784,0.007128169790473646,0.32565168703606356,-0.2818088895569721,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.01,4,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,7,010,0,1,0,False,96,0.3212303957484524,0.02859323072751291,0.4756147114626139,0.6572890200590451,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.01,1,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,8,101,1,0,1,True,96,1.359575033656726,0.08772664397353676,2.2276174325817886,0.8112826861916853,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.16,6,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,9,000,0,0,0,False,96,-0.17985893436515413,0.004160224033044134,-0.0772722887227683,-0.2600175084119962,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.01,1,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,10,111,1,1,1,True,96,1.6026870587479571,0.06958805316945593,0.6822280293676704,1.8468850325202906,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.16,10,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,11,001,0,0,1,False,96,0.7738628358604128,0.058218953848778766,0.19301304007818326,1.1390723359380739,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.16,0,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,12,010,0,1,0,False,96,0.2732892851117223,0.02686131113191431,0.39057882356157103,0.05469633122565022,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.01,1,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,13,100,1,0,0,False,96,0.11895629458786283,0.006300071125572816,0.08196260837655917,0.03704016768568413,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.01,7,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,14,011,0,1,1,True,96,1.7555241867380087,0.10221450467163952,1.8463990605345724,1.44373172702127,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.16,0,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,0,15,110,1,1,0,True,96,0.592499357666205,0.0221880720395414,1.0400967532789636,0.436272488661952,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.01,9,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,1,16,111,1,1,1,True,96,1.3234248977670477,0.125116572724879,1.5405591762595854,2.0915080213869475,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.16,3,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,1,17,100,1,0,0,False,96,-0.013330145601343643,0.011169448061059286,-0.014154829704659894,0.016883426180813454,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.01,6,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,1,18,000,0,0,0,False,96,-0.2404291953574924,0.0036958986373965674,0.04836826151340701,-0.29184075863192976,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.01,1,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,1,19,110,1,1,0,True,96,0.406962468779483,0.022813931524782293,0.012405041133613952,0.09697525634499723,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.04,0.01,7,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,1,20,101,1,0,1,True,96,1.0357269149263395,0.07541646581642748,1.088874312541262,1.0093101251211674,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.16,5,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,1,21,011,0,1,1,True,96,1.2549075080506844,0.08484038785183144,0.6317986582693835,1.1704542168772858,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.16,0,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,1,22,010,0,1,0,False,96,0.13301103681464482,0.023717014924303264,0.4615174612686962,0.09521803370844711,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.04,0.01,0,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,1,23,001,0,0,1,False,96,1.1306720821275993,0.07649982290858219,1.3794522058307084,1.207268527509731,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.16,1,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,1,24,100,1,0,0,False,96,0.0629337873254175,0.008067138679718,0.4594660377969058,-0.3662067094647059,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.01,6,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,1,25,101,1,0,1,True,96,0.9390472524952008,0.07921759102076466,1.218793066961043,0.5524996812794536,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.06,0.0025,0.16,0,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
39117,selected_fixed,1,26,001,0,0,1,False,96,0.9263369759648566,0.07455580896960297,1.1707722498760054,0.7282662908493419,0.03000000000000001,0.009999999999999998,0.039999999999999994,0.0025,0.0025,0.16,0,bd5837ba31348e359c9e24cebb84bf6ad367e1783e321cae61daeed78387e70a
