seed,selection_family,hazard_rate,process_rate,observation_rate,fit_nll,selected,process_variance,observation_variance,statistic_decay,prior_mass,q_fraction,mode_switch_probability
43005,learned_event_learned_qr,0.002,0.02,0.02,0.20610932661811013,False,,,,,,
43005,learned_event_learned_qr,0.002,0.02,0.1,0.1344700881977246,False,,,,,,
43005,learned_event_learned_qr,0.002,0.02,0.5,0.14204608340251582,False,,,,,,
43005,learned_event_learned_qr,0.002,0.1,0.02,0.1897424297604351,False,,,,,,
43005,learned_event_learned_qr,0.002,0.1,0.1,0.09841903235512942,False,,,,,,
43005,learned_event_learned_qr,0.002,0.1,0.5,0.10186159259238041,False,,,,,,
43005,learned_event_learned_qr,0.002,0.5,0.02,0.18906958129398868,False,,,,,,
43005,learned_event_learned_qr,0.002,0.5,0.1,0.07310198783587211,False,,,,,,
43005,learned_event_learned_qr,0.002,0.5,0.5,0.0694014986902923,True,,,,,,
43005,learned_event_learned_qr,0.02,0.02,0.02,0.19513314386725,False,,,,,,
43005,learned_event_learned_qr,0.02,0.02,0.1,0.14287339551781342,False,,,,,,
43005,learned_event_learned_qr,0.02,0.02,0.5,0.14628213919152597,False,,,,,,
43005,learned_event_learned_qr,0.02,0.1,0.02,0.18027197661887068,False,,,,,,
43005,learned_event_learned_qr,0.02,0.1,0.1,0.1040407719884022,False,,,,,,
43005,learned_event_learned_qr,0.02,0.1,0.5,0.10329512590815758,False,,,,,,
43005,learned_event_learned_qr,0.02,0.5,0.02,0.18272960908951752,False,,,,,,
43005,learned_event_learned_qr,0.02,0.5,0.1,0.08103324509155765,False,,,,,,
43005,learned_event_learned_qr,0.02,0.5,0.5,0.07206482174996937,False,,,,,,
43005,learned_event_learned_qr,0.1,0.02,0.02,0.19121432910047217,False,,,,,,
43005,learned_event_learned_qr,0.1,0.02,0.1,0.13979361674132804,False,,,,,,
43005,learned_event_learned_qr,0.1,0.02,0.5,0.14812716033740636,False,,,,,,
43005,learned_event_learned_qr,0.1,0.1,0.02,0.17924884281657436,False,,,,,,
43005,learned_event_learned_qr,0.1,0.1,0.1,0.104267205182969,False,,,,,,
43005,learned_event_learned_qr,0.1,0.1,0.5,0.10974987977666939,False,,,,,,
43005,learned_event_learned_qr,0.1,0.5,0.02,0.1930543085762698,False,,,,,,
43005,learned_event_learned_qr,0.1,0.5,0.1,0.09004479532393911,False,,,,,,
43005,learned_event_learned_qr,0.1,0.5,0.5,0.08031711137926781,False,,,,,,
43005,selected_fixed_jump,,,,0.6052820372057661,False,0.0025,0.01,,,,
43005,selected_fixed_jump,,,,0.28197707647413206,False,0.0025,0.04,,,,
43005,selected_fixed_jump,,,,0.42743615959021236,False,0.0025,0.16,,,,
43005,selected_fixed_jump,,,,0.36099280405059814,False,0.02,0.01,,,,
43005,selected_fixed_jump,,,,0.23866356099771469,True,0.02,0.04,,,,
43005,selected_fixed_jump,,,,0.44125151100936105,False,0.02,0.16,,,,
43005,selected_fixed_jump,,,,0.31219770409911807,False,0.04,0.01,,,,
43005,selected_fixed_jump,,,,0.27139740315564126,False,0.04,0.04,,,,
43005,selected_fixed_jump,,,,0.4819748676549144,False,0.04,0.16,,,,
43005,h_plus_total_variance,0.002,,,0.10589351704533387,False,,,0.95,1.0,0.1,
43005,h_plus_total_variance,0.02,,,0.10678593945373767,False,,,0.95,1.0,0.1,
43005,h_plus_total_variance,0.1,,,0.11635409417847563,False,,,0.95,1.0,0.1,
43005,h_plus_total_variance,0.002,,,0.1025509782710544,True,,,0.95,1.0,0.5,
43005,h_plus_total_variance,0.02,,,0.10339481808370159,False,,,0.95,1.0,0.5,
43005,h_plus_total_variance,0.1,,,0.10751368210722521,False,,,0.95,1.0,0.5,
43005,h_plus_total_variance,0.002,,,0.15097154250120876,False,,,0.95,1.0,0.9,
43005,h_plus_total_variance,0.02,,,0.1496007947995052,False,,,0.95,1.0,0.9,
43005,h_plus_total_variance,0.1,,,0.15461934789773876,False,,,0.95,1.0,0.9,
