seed,selection_family,candidate_family,candidate,predictive_variance,selection_nll,candidate_h,candidate_q,candidate_r,selected
39115,fixed,ema,0.02,1.2718515518011826,2.012490840957408,,,,False
39115,fixed,ema,0.05,0.7406066148847265,1.7501897322552538,,,,False
39115,fixed,ema,0.1,0.46599808549856575,1.5540803439066824,,,,False
39115,fixed,ema,0.2,0.2952842070179819,1.3071103306961638,,,,False
39115,fixed,ema,0.4,0.20385143852086998,1.0432776014109029,,,,False
39115,fixed,ema,0.7,0.1773288894292644,0.9014448758895783,,,,False
39115,fixed,window,2,0.18778941634627652,0.9545963638034943,,,,False
39115,fixed,window,4,0.2296345768575068,1.1217804835305207,,,,False
39115,fixed,window,8,0.3227173056067428,1.4040509060989022,,,,False
39115,fixed,window,16,0.5090096504853215,1.6878095581603414,,,,False
39115,fixed,window,32,0.7892236361046138,1.8877844580946268,,,,False
39115,fixed,window,64,1.2044084354959743,2.016956854368381,,,,False
39115,fixed,fixed_jump,0.0025:0.0025:0.01,,0.8166907917081252,0.0025,0.0025,0.01,False
39115,fixed,fixed_jump,0.0025:0.0025:0.04,,0.35509677453735106,0.0025,0.0025,0.04,False
39115,fixed,fixed_jump,0.0025:0.0025:0.16,,0.47698494937583735,0.0025,0.0025,0.16,False
39115,fixed,fixed_jump,0.0025:0.01:0.01,,0.5900099111186474,0.0025,0.01,0.01,False
39115,fixed,fixed_jump,0.0025:0.01:0.04,,0.29988390274305826,0.0025,0.01,0.04,False
39115,fixed,fixed_jump,0.0025:0.01:0.16,,0.46892268634023965,0.0025,0.01,0.16,False
39115,fixed,fixed_jump,0.0025:0.04:0.01,,0.4084424602246874,0.0025,0.04,0.01,False
39115,fixed,fixed_jump,0.0025:0.04:0.04,,0.3300510338528683,0.0025,0.04,0.04,False
39115,fixed,fixed_jump,0.0025:0.04:0.16,,0.5269252062237765,0.0025,0.04,0.16,False
39115,fixed,fixed_jump,0.01:0.0025:0.01,,0.6801037946416235,0.01,0.0025,0.01,False
39115,fixed,fixed_jump,0.01:0.0025:0.04,,0.3138055040334013,0.01,0.0025,0.04,False
39115,fixed,fixed_jump,0.01:0.0025:0.16,,0.45204506370763475,0.01,0.0025,0.16,False
39115,fixed,fixed_jump,0.01:0.01:0.01,,0.5058756262239468,0.01,0.01,0.01,False
39115,fixed,fixed_jump,0.01:0.01:0.04,,0.2756133060475054,0.01,0.01,0.04,False
