condition,exact_accuracy,exact_accuracy_ci_low,exact_accuracy_ci_high,candidate_coverage,minimum_candidate_coverage,coverage_gate_passed,n_tasks,n_dependency_components,n_seeds,statistics_unit,seed_nested_within_task,test_split_role,registered_ood_split,parameter_count,trainable_parameter_count,used_bptt,control_dim,control_operator_rank,bootstrap_seed,n_bootstrap,task_family,dataset_name,source_revision,source_manifest_sha256,formal_config_sha256,scoped_raw_sha256,run_manifest_sha256,run_git_commit,run_git_dirty
support_heuristic,0.8888888888888888,0.7222222222222222,1.0,1.0,0.9,True,18,18,30,source_augmentation_dependency_component,True,ood,True,0,0,False,0,0,20260712,10000,maze,albertoRodriguez97/MazeBench,a71a2d1e0931c79f74cd91c5accd13f164d34c73,68a19d8a545942a09ae2b22274413bd8915778650d4483506066192add80983f,83abf49a90fca31b19038d6db0930294da5a00d12a4225e88ea838a20f8b75d3,ce270abdeff30be94f152d575ec05d26d46c49dc8755c3bdea3cb85bb46875f2,44dedd8c58237d7624e4a7c34ac22260d20fdca88454b75ded8bd42f30a56022,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
flat_local,0.9944444444444444,0.9851851851851853,1.0,1.0,0.9,True,18,18,30,source_augmentation_dependency_component,True,ood,True,1657,25,False,0,0,20260712,10000,maze,albertoRodriguez97/MazeBench,a71a2d1e0931c79f74cd91c5accd13f164d34c73,68a19d8a545942a09ae2b22274413bd8915778650d4483506066192add80983f,83abf49a90fca31b19038d6db0930294da5a00d12a4225e88ea838a20f8b75d3,ce270abdeff30be94f152d575ec05d26d46c49dc8755c3bdea3cb85bb46875f2,44dedd8c58237d7624e4a7c34ac22260d20fdca88454b75ded8bd42f30a56022,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
hierarchical_local,0.9907407407407409,0.9740740740740742,1.0,1.0,0.9,True,18,18,30,source_augmentation_dependency_component,True,ood,True,1673,41,False,4,4,20260712,10000,maze,albertoRodriguez97/MazeBench,a71a2d1e0931c79f74cd91c5accd13f164d34c73,68a19d8a545942a09ae2b22274413bd8915778650d4483506066192add80983f,83abf49a90fca31b19038d6db0930294da5a00d12a4225e88ea838a20f8b75d3,ce270abdeff30be94f152d575ec05d26d46c49dc8755c3bdea3cb85bb46875f2,44dedd8c58237d7624e4a7c34ac22260d20fdca88454b75ded8bd42f30a56022,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
trace_local,0.9888888888888889,0.9703703703703704,1.0,1.0,0.9,True,18,18,30,source_augmentation_dependency_component,True,ood,True,1681,49,False,4,4,20260712,10000,maze,albertoRodriguez97/MazeBench,a71a2d1e0931c79f74cd91c5accd13f164d34c73,68a19d8a545942a09ae2b22274413bd8915778650d4483506066192add80983f,83abf49a90fca31b19038d6db0930294da5a00d12a4225e88ea838a20f8b75d3,ce270abdeff30be94f152d575ec05d26d46c49dc8755c3bdea3cb85bb46875f2,44dedd8c58237d7624e4a7c34ac22260d20fdca88454b75ded8bd42f30a56022,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
gru_bptt,1.0,1.0,1.0,1.0,0.9,True,18,18,30,source_augmentation_dependency_component,True,ood,True,1841,1841,True,0,0,20260712,10000,maze,albertoRodriguez97/MazeBench,a71a2d1e0931c79f74cd91c5accd13f164d34c73,68a19d8a545942a09ae2b22274413bd8915778650d4483506066192add80983f,83abf49a90fca31b19038d6db0930294da5a00d12a4225e88ea838a20f8b75d3,ce270abdeff30be94f152d575ec05d26d46c49dc8755c3bdea3cb85bb46875f2,44dedd8c58237d7624e4a7c34ac22260d20fdca88454b75ded8bd42f30a56022,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
candidate_oracle,1.0,1.0,1.0,1.0,0.9,True,18,18,30,source_augmentation_dependency_component,True,ood,True,0,0,False,0,0,20260712,10000,maze,albertoRodriguez97/MazeBench,a71a2d1e0931c79f74cd91c5accd13f164d34c73,68a19d8a545942a09ae2b22274413bd8915778650d4483506066192add80983f,83abf49a90fca31b19038d6db0930294da5a00d12a4225e88ea838a20f8b75d3,ce270abdeff30be94f152d575ec05d26d46c49dc8755c3bdea3cb85bb46875f2,44dedd8c58237d7624e4a7c34ac22260d20fdca88454b75ded8bd42f30a56022,8fba6178e8de0a3a11d3e3dee985d7d3efd6a83d,False
