bootstrap_seed,candidate,candidate_coverage,candidate_coverage_matched,candidate_fingerprints_matched,charged_compute_matched,ci_high,ci_low,claim_conclusion,comparison,condition,core_claim_eligible,coverage_gate_passed,estimand,estimate,experiment,formal_data_eligible,matched_advantage_comparator_registered,minimum_candidate_coverage,multiple_comparison_family,n_bootstrap,n_independent_source_groups,n_nonzero_source_groups,recorded_at,reference,registered_ood_split,run_id,seed,spiking_required,stage,statistics_unit,status,task_family,used_bptt,wilcoxon_p,wilcoxon_p_holm,published_raw_sha256,published_run_manifest_sha256
2162490309,arc_slow_fast_program,0.012531328320802004,True,True,True,0.0,0.0,inconclusive,slow_fast_vs_flat_matched,slow_fast_vs_flat_matched,False,False,candidate_exact_accuracy_minus_reference,0.0,exp15_task_specialized_reasoning,True,True,0.9,exp15_arc_one_registered_comparison,10000,399,0,2026-07-13T06:19:40.494598+00:00,arc_flat_program_matched,True,313e8fa1-643a-44e9-a8b4-d6d78e05305c,0,False,comparison,source_group,complete,arc,False,1.0,1.0,2353bf280aa5ded0fd3c1d202fe5eedf796c0de07091afffa4db0178548c9fcf,fc4c6a177d2c08a81dcac6e0075f6bff8fa60f22937f63b29c715c83d8d6a066
