comparison,n_complete_seeds,n_planned_seeds,n_published_attempts,estimate,seed_bootstrap_ci_low,seed_bootstrap_ci_high,wilcoxon_p,wilcoxon_p_holm,n_nonzero_seeds,blank_accuracy_estimate,blank_seed_bootstrap_ci_low,blank_seed_bootstrap_ci_high,blank_wilcoxon_p,blank_wilcoxon_p_holm,blank_n_nonzero_seeds,blank_n_complete_seeds,holm_family,all_matching_gates_passed,formal_claim_eligible,formal_ineligibility_reason,conclusion,scoped_raw_sha256,run_manifest_sha256,registered_config_sha256_values,publisher_scope,data_scope,all_selected_runs_clean
micro_trm_minus_single_state_core_call_matched,3,3,3,0.0,0.0,0.0,1.0,1.0,0,-0.009302095925950762,-0.021744316182506065,-0.002823510471090168,0.25,0.5,3,3,exact_and_blank_accuracy_endpoints,True,False,pilot_only_publisher_raw_recompute_and_canonical_inventory_pending,inconclusive,3271d1710a5d4f8b2fc6597c5fc4c41056fb10e84cb3d136442911fd7fbe0f02,382c8517590ec29aa057468a1ad88faf3661766a5e47370b02d15c15fa6e261f,b33e42612cadc8226ac741de2332e598280ba72f705281bdd3e619b82f2025ef,pilot_only_formal_promotion_disabled,public_non_ood_sudoku_v2,True
