family,run_id,attempt_name,status,seed,git_commit,git_dirty,registered_formal_config_sha256,source_manifest_sha256,source_license_sha256,source_tree_verified,metrics_row_count,config_json_sha256,environment_json_sha256,manifest_json_sha256,metrics_jsonl_sha256,planned_conditions_json_sha256,run_log_sha256,source_provenance_json_sha256,status_json_sha256,published_raw_sha256
arc,313e8fa1-643a-44e9-a8b4-d6d78e05305c,20260713T061911.703763Z,complete,0,cbec277503d02844729d8fea5648a9e34e2ce44b,False,cbf7bf6ac6bf7fd77e522bd70aac93b535370d80740b97c539e799885fbbbed2,76e2360f6673093730676345fd3db8bf289be3f58179c002980a4e91ae0d9cda,b3a161754ffc20840ccf92aec0fe464fbbcf42f14c22f78a3ec2e98fca3864ca,True,801,be3cf2df71eb6309aa805393c896f1d054db0427d9795129a209b1d1ce47ce47,b1a9cce1fd33ce73fb4543047dd3ede6704646e29dfa66c430c3c5d029ba9bbf,ddc58dfc67700d56638444a187b2fa1648161edbbf60c736548f4efadf5288b5,2353bf280aa5ded0fd3c1d202fe5eedf796c0de07091afffa4db0178548c9fcf,645496b98d1820da34f2f749426698bc41feb1a5950c71fec3ba63d50c1571c8,c089924fa0d69f17a8d9903049272d09f117fa1a955b72e76675a37c35098795,f5f23d2d55eab178d4a1da68f6c9d5b78ff744ee4ba3761096f52ae390ed5500,dc72fd4b403e618ba00775f6762d6f3135507dc9f23dd511f60741dd73652cc8,2353bf280aa5ded0fd3c1d202fe5eedf796c0de07091afffa4db0178548c9fcf
