experiment,proposition,comparison,effect_definition,inference_unit,multiplicity_family,estimate,ci_low,ci_high,p_value,holm_adjusted_p,n_complete,n_eligible,n_planned,threshold,conclusion,claim_scope,registered_latent_dim,latent_dimension_selection,retained_failed_or_invalid_seed_count,analysis_git_commit,analysis_script_sha256,analysis_python
exp21_belief_ei_full_trajectory,trial_reset_total_control_gain_vs_raw_common,trial_reset_total_full_vs_raw_common,comparator_minus_controlled_rollout_rmse,seed,Holm(exp21_trial_reset_seed_sign_family),0.255256754700553,0.24970460806312728,0.2613022149842124,1.862645149230957e-09,3.725290298461914e-09,30,30,30,mean gain CI > 0.0,support,raw receiver sensory input is shared; positive gain is raw-common rollout RMSE minus total scalar-control predictor RMSE; registered d=4 mechanism audit without nested-CV latent-dimension selection,4,fixed_registered_no_nested_cv,0,cf4548bd7bc5f0088d7dacb8c3c5faf392da4358,30dd639b847b16feb52650a26155cf61346855f4ab2f36e34fe78931e54b112b,"3.11.15 (main, Mar 11 2026, 17:20:07) [GCC 14.3.0]"
exp21_belief_ei_full_trajectory,trial_reset_population_state_affine_gain_vs_routed_common,trial_reset_routed_state_affine_vs_routed_common,comparator_minus_controlled_rollout_rmse,seed,Holm(exp21_trial_reset_seed_sign_family),0.0003575161547440198,8.60000652335899e-05,0.0006299215068946757,0.04277394525706768,0.04277394525706768,30,30,30,mean gain CI > 0.0,support,"routed sensory input and train PCA are shared; state transition A and affine bias may depend on population-gain belief, while exogenous input and epoch coefficients remain shared; registered d=4 mechanism audit without nested-CV latent-dimension selection",4,fixed_registered_no_nested_cv,0,cf4548bd7bc5f0088d7dacb8c3c5faf392da4358,30dd639b847b16feb52650a26155cf61346855f4ab2f36e34fe78931e54b112b,"3.11.15 (main, Mar 11 2026, 17:20:07) [GCC 14.3.0]"
exp21_belief_ei_full_trajectory,trial_reset_full_trajectory_closure,trial_reset_total_full_registered_threshold,controlled affine predictor rollout conditioned on observed future exogenous controls; not an autonomous or probabilistic LDS score,seed,none_registered_threshold,0.33006875729117807,,,,,30,30,30,rollout_normalized_rmse <= 1.0 every seed,support,controlled affine predictor rollout conditioned on observed future exogenous controls; not an autonomous or probabilistic LDS score; registered d=4 mechanism audit without nested-CV latent-dimension selection,4,fixed_registered_no_nested_cv,0,cf4548bd7bc5f0088d7dacb8c3c5faf392da4358,30dd639b847b16feb52650a26155cf61346855f4ab2f36e34fe78931e54b112b,"3.11.15 (main, Mar 11 2026, 17:20:07) [GCC 14.3.0]"
exp21_belief_ei_full_trajectory,trial_reset_nonlinear_normal_recovery_relative_to_tangent,frozen_physical_network_perturbation_audit,"finite-amplitude recovery normal to the physical-x projection of the train-fitted joint latent subspace; not proof of a joint manifold, global or asymptotic Lyapunov stability, or an attractor",seed,none_registered_threshold,-2.9773298112871585,,,,,30,30,30,eligible_fraction>=0.9; normal_endpoint_ratio<1.0; projected_normal_log_growth_rate<0.0; normal_vs_tangent_log_ratio<0.0; exact baseline replay and full planned reference coverage,support,"finite-amplitude recovery normal to the physical-x projection of the train-fitted joint latent subspace; not proof of a joint manifold, global or asymptotic Lyapunov stability, or an attractor; registered d=4 mechanism audit without nested-CV latent-dimension selection",4,fixed_registered_no_nested_cv,0,cf4548bd7bc5f0088d7dacb8c3c5faf392da4358,30dd639b847b16feb52650a26155cf61346855f4ab2f36e34fe78931e54b112b,"3.11.15 (main, Mar 11 2026, 17:20:07) [GCC 14.3.0]"
exp21_belief_ei_full_trajectory,fixed_drive_separated_endpoint_probe,combined_actuator_fixed_drive_training_anchor_probe,"narrow finite-horizon combined-actuator endpoint-separation sanity probe on training-derived anchors; does not support gate causality, low-dimensional or shared-manifold dynamics, or attractor claims",seed,none_registered_threshold,0.1425800985538237,,,,,30,30,30,both_conditions_contract=true and separated_convergence=true for every seed,support,"narrow finite-horizon combined-actuator endpoint-separation sanity probe on training-derived anchors; does not support gate causality, low-dimensional or shared-manifold dynamics, or attractor claims; registered d=4 mechanism audit without nested-CV latent-dimension selection",4,fixed_registered_no_nested_cv,0,cf4548bd7bc5f0088d7dacb8c3c5faf392da4358,30dd639b847b16feb52650a26155cf61346855f4ab2f36e34fe78931e54b112b,"3.11.15 (main, Mar 11 2026, 17:20:07) [GCC 14.3.0]"
