condition,n_complete_seeds,n_planned_seeds,n_published_attempts,mean_exact_accuracy,seed_bootstrap_ci_low,seed_bootstrap_ci_high,mean_blank_cell_accuracy,blank_seed_bootstrap_ci_low,blank_seed_bootstrap_ci_high,mean_parameter_count,mean_nominal_core_calls,conclusion,scoped_raw_sha256,run_manifest_sha256,registered_config_sha256_values,publisher_scope,data_scope,all_selected_runs_clean
micro_trm_bptt,3,3,3,0.0,0.0,0.0,0.12322009035074645,0.11516192688006092,0.132893101716748,11776.0,16.0,inconclusive,3271d1710a5d4f8b2fc6597c5fc4c41056fb10e84cb3d136442911fd7fbe0f02,382c8517590ec29aa057468a1ad88faf3661766a5e47370b02d15c15fa6e261f,b33e42612cadc8226ac741de2332e598280ba72f705281bdd3e619b82f2025ef,pilot_only_formal_promotion_disabled,public_non_ood_sudoku_v2,True
single_state_core_call_matched,3,3,3,0.0,0.0,0.0,0.1325221862766972,0.12494370357968647,0.136906243062567,11776.0,16.0,inconclusive,3271d1710a5d4f8b2fc6597c5fc4c41056fb10e84cb3d136442911fd7fbe0f02,382c8517590ec29aa057468a1ad88faf3661766a5e47370b02d15c15fa6e261f,b33e42612cadc8226ac741de2332e598280ba72f705281bdd3e619b82f2025ef,pilot_only_formal_promotion_disabled,public_non_ood_sudoku_v2,True
