run_id,seed,profile,run_status,started_at,condition_failures,condition_invalid,published_run_path,metrics_sha256,config_sha256,registered_config_sha256,fit_receipts_sha256,calibration_freeze_receipt_sha256,calibration_freeze_required,calibration_freeze_validated,calibration_freeze_decision_sha256,calibration_freeze_selected_candidate,calibration_freeze_candidate_config_sha256,calibration_freeze_selection_seeds,calibration_freeze_code_sha256,calibration_freeze_environment_sha256,git_commit,git_dirty,selected_for_descriptive_summary
d2f0e419-d400-406b-97d5-4bcf80fcbf75,3000,formal,complete,2026-07-14T23:29:48.403349+00:00,0,0,runs/exp16_tiny_recursive_sudoku/seed_3000/20260714T232948.402671Z,8d04b753cb4f39d55c2d73135917208e4144c05f0ffed0016e60ca739a58971b,89bbd12e9f9900056926c49e5da991e1967b73e2462b181be70f52bf6ebf676c,b33e42612cadc8226ac741de2332e598280ba72f705281bdd3e619b82f2025ef,5cc6d98e28df7ed499b4b2e469643e043d9d50348fad04252357213e086e5b6d,211734c796a9b68bcdb55607c58ba782f6de9240cc916656809ec30784d84bea,True,True,fd90953c0f656ce0509832c79e804cc13dba92e1a6ba8ad9b3ac16c1547f5dfc,blank_low_diversity,5c666020f9525cdc385da1047cca8b9cabf69f90f84bf76b3ab3d990fac4cdba,"[1000,1001,1002]",7b235277c9b9361f5ba26205b0688635052f9c2446cf9d06440f704fc9035d36,ad98282e0633bd9f3a70bf24f1baa7cb3a9219736fc9e1f144c3a59e5226071b,88bced82346ff53c3b35b77512e757acead7f34e,False,True
9ed82d7c-83ce-45cf-a066-3f5b0c65add2,3001,formal,complete,2026-07-14T23:29:48.402110+00:00,0,0,runs/exp16_tiny_recursive_sudoku/seed_3001/20260714T232948.401619Z,9921150797501e11fdf9c4285d2d6681e508e9c01dd131f734f1aa1b98f28f04,fa8962bcecc55f8c4d8cc0e7113cf2ece870e11c1c741282e75f49887b59f9dc,b33e42612cadc8226ac741de2332e598280ba72f705281bdd3e619b82f2025ef,65b79dacf7b2f3e0e63a62f23cae10b9a7967da783b3f851649a0c3bb106151c,9f89c624f1abe9c44e197e3b7774f47e61e80b4604f682ce677fd241a2f58b37,True,True,fd90953c0f656ce0509832c79e804cc13dba92e1a6ba8ad9b3ac16c1547f5dfc,blank_low_diversity,5c666020f9525cdc385da1047cca8b9cabf69f90f84bf76b3ab3d990fac4cdba,"[1000,1001,1002]",7b235277c9b9361f5ba26205b0688635052f9c2446cf9d06440f704fc9035d36,ad98282e0633bd9f3a70bf24f1baa7cb3a9219736fc9e1f144c3a59e5226071b,88bced82346ff53c3b35b77512e757acead7f34e,False,True
94238e76-830b-4bd5-97a1-12e5d48f9cb0,3002,formal,complete,2026-07-14T23:31:39.032377+00:00,0,0,runs/exp16_tiny_recursive_sudoku/seed_3002/20260714T233139.031957Z,5ba02d3c706fafd9dc3af60d1f7b096d86981e7ba7c5b4b17eecc549d7560e9c,cb6e40fd1eaff54b911ab98deb726db284b50a5a787f74538a6ca4d999eebba5,b33e42612cadc8226ac741de2332e598280ba72f705281bdd3e619b82f2025ef,091ab4e6b97c488d5f8f39216d513813f3bf70d9d1203910f2a0ea77e64c14dc,a10e1de1b2fc8283a5d6373f94586665e6745663e5138e9992615bb756cddd76,True,True,fd90953c0f656ce0509832c79e804cc13dba92e1a6ba8ad9b3ac16c1547f5dfc,blank_low_diversity,5c666020f9525cdc385da1047cca8b9cabf69f90f84bf76b3ab3d990fac4cdba,"[1000,1001,1002]",7b235277c9b9361f5ba26205b0688635052f9c2446cf9d06440f704fc9035d36,ad98282e0633bd9f3a70bf24f1baa7cb3a9219736fc9e1f144c3a59e5226071b,88bced82346ff53c3b35b77512e757acead7f34e,False,True
