run_id,seed,profile,run_status,started_at,condition_failures,condition_invalid,published_run_path,metrics_sha256,config_sha256,registered_config_sha256,fit_receipts_sha256,git_commit,git_dirty,selected_for_descriptive_summary
a22aa245-9ebb-4aca-87d7-9254586ffe0d,0,smoke,complete,2026-07-14T22:11:37.211885+00:00,0,0,runs/exp16_tiny_recursive_sudoku/seed_0000/20260714T221137.211295Z,d670f7901c72e5c4d90b0d6901429c8d0402998954ff594b6b439d153f2445bd,85c26b37323601e57a9281039a2e0da7fa2799a47aabd92b7730a28205d3e5e9,80647bd0e0fcff22157773f4e5b7ddfb6d3a9a74b8c1908bf3d7933b0ed81a8d,199435e281b298b48cc9da2f6fb65cab1495769c0756cafb0af7eeb685a2a7cc,e1f80c74e3a29e4fec7f0cdca9e9c725e784d63c,False,True
e171248a-b934-4264-9336-060ce23dd157,1,smoke,complete,2026-07-14T22:11:47.711499+00:00,0,0,runs/exp16_tiny_recursive_sudoku/seed_0001/20260714T221147.710833Z,fcae6d5423ddf357c6ae26b83fa3e262726ad5237d8b41b452b7d49049244c12,759c54afc4668b7de4a2aebdd6c55d9834104d866180f5f3c852d2630dca3610,80647bd0e0fcff22157773f4e5b7ddfb6d3a9a74b8c1908bf3d7933b0ed81a8d,eb537b07fae0aac0d71fe307f9d6d83334a6fbdbb8a856ba4c4552700df5d678,e1f80c74e3a29e4fec7f0cdca9e9c725e784d63c,False,True
43360d15-2df7-4dbc-8516-d3ffba666b31,2,smoke,complete,2026-07-14T22:11:55.836050+00:00,0,0,runs/exp16_tiny_recursive_sudoku/seed_0002/20260714T221155.835480Z,81126c75ed69a4ca06e33da1a70eab16b28b123ddaf598751e3ca09aeafa57e6,4f4ad29bf7f8266741ce64e604b2b2054e529e25403ea0eb9a11299d702e614f,80647bd0e0fcff22157773f4e5b7ddfb6d3a9a74b8c1908bf3d7933b0ed81a8d,08557610a7cf545a421a204a640c6a910115524555a0e5fc8c17d681325f5e26,e1f80c74e3a29e4fec7f0cdca9e9c725e784d63c,False,True
