comparison,candidate,reference,comparison_mode,estimand,estimate,ci_low,ci_high,wilcoxon_p,n_dependency_components,n_nonzero_components,multiple_comparison_family,candidate_coverage,minimum_candidate_coverage,wilcoxon_p_holm,coverage_gate_passed,core_claim_eligible,conclusion,bootstrap_seed,n_bootstrap,source_revision,source_manifest_sha256,scoped_raw_sha256,run_manifest_sha256,run_git_commit,run_git_dirty
hierarchical_vs_flat,hierarchical_local,flat_local,superiority,candidate_accuracy_minus_reference_accuracy,1.7390711538614606e-20,-0.00025062656641604004,0.0002506265664160401,0.6547208460185769,399,2,exp13_arc_six_registered_comparisons,0.012531328320802004,0.9,1.0,False,False,inconclusive,20260712,100000,399030444e0ab0cc8b4e199870fb20b863846f34,76e2360f6673093730676345fd3db8bf289be3f58179c002980a4e91ae0d9cda,0865d15177be359194b454ca8c94620df34e3ddf449b096b5e796847e0533b4d,7e46d4e0b62106e20b047f89ea25903619806f738683fc1be38d6ae4a87e8ead,4f77d1abee9f6213638a65c1e4c4525fcee83f1a,False
trace_vs_flat,trace_local,flat_local,superiority,candidate_accuracy_minus_reference_accuracy,0.00041771094402673353,0.0,0.0010860484544695072,0.17971249487899976,399,2,exp13_arc_six_registered_comparisons,0.012531328320802004,0.9,1.0,False,False,inconclusive,20260712,100000,399030444e0ab0cc8b4e199870fb20b863846f34,76e2360f6673093730676345fd3db8bf289be3f58179c002980a4e91ae0d9cda,0865d15177be359194b454ca8c94620df34e3ddf449b096b5e796847e0533b4d,7e46d4e0b62106e20b047f89ea25903619806f738683fc1be38d6ae4a87e8ead,4f77d1abee9f6213638a65c1e4c4525fcee83f1a,False
hierarchical_vs_support_heuristic,hierarchical_local,support_heuristic,superiority,candidate_accuracy_minus_reference_accuracy,-0.0020050125313283208,-0.007017543859649122,0.0010025062656641604,0.6547208460185769,399,2,exp13_arc_six_registered_comparisons,0.012531328320802004,0.9,1.0,False,False,inconclusive,20260712,100000,399030444e0ab0cc8b4e199870fb20b863846f34,76e2360f6673093730676345fd3db8bf289be3f58179c002980a4e91ae0d9cda,0865d15177be359194b454ca8c94620df34e3ddf449b096b5e796847e0533b4d,7e46d4e0b62106e20b047f89ea25903619806f738683fc1be38d6ae4a87e8ead,4f77d1abee9f6213638a65c1e4c4525fcee83f1a,False
hierarchical_vs_gru_bptt,hierarchical_local,gru_bptt,superiority,candidate_accuracy_minus_reference_accuracy,-0.0020050125313283208,-0.007017543859649122,0.0010025062656641604,0.6547208460185769,399,2,exp13_arc_six_registered_comparisons,0.012531328320802004,0.9,1.0,False,False,inconclusive,20260712,100000,399030444e0ab0cc8b4e199870fb20b863846f34,76e2360f6673093730676345fd3db8bf289be3f58179c002980a4e91ae0d9cda,0865d15177be359194b454ca8c94620df34e3ddf449b096b5e796847e0533b4d,7e46d4e0b62106e20b047f89ea25903619806f738683fc1be38d6ae4a87e8ead,4f77d1abee9f6213638a65c1e4c4525fcee83f1a,False
hierarchical_retains_90pct_gru,hierarchical_local,gru_bptt,noninferiority_90pct,candidate_accuracy_minus_0.9_times_reference_accuracy,-0.001503759398496241,-0.006265664160401002,0.0012531328320802004,1.0,399,3,exp13_arc_six_registered_comparisons,0.012531328320802004,0.9,1.0,False,False,inconclusive,20260712,100000,399030444e0ab0cc8b4e199870fb20b863846f34,76e2360f6673093730676345fd3db8bf289be3f58179c002980a4e91ae0d9cda,0865d15177be359194b454ca8c94620df34e3ddf449b096b5e796847e0533b4d,7e46d4e0b62106e20b047f89ea25903619806f738683fc1be38d6ae4a87e8ead,4f77d1abee9f6213638a65c1e4c4525fcee83f1a,False
trace_vs_hierarchical,trace_local,hierarchical_local,superiority,candidate_accuracy_minus_reference_accuracy,0.00041771094402673353,0.0,0.0010860484544695072,0.17971249487899976,399,2,exp13_arc_six_registered_comparisons,0.012531328320802004,0.9,1.0,False,False,inconclusive,20260712,100000,399030444e0ab0cc8b4e199870fb20b863846f34,76e2360f6673093730676345fd3db8bf289be3f58179c002980a4e91ae0d9cda,0865d15177be359194b454ca8c94620df34e3ddf449b096b5e796847e0533b4d,7e46d4e0b62106e20b047f89ea25903619806f738683fc1be38d6ae4a87e8ead,4f77d1abee9f6213638a65c1e4c4525fcee83f1a,False
